1,9,1
1,2,2
1,7,3
1,1,4
1,5,5
1,6,6
1,4,7
1,10,8
1,3,9
1,8,10
2,8,1
2,7,2
2,5,3
2,2,4
2,6,5
2,1,6
2,4,7
2,9,8
2,3,9
2,10,10
3,7,1
3,8,2
3,10,3
3,4,4
3,6,5
3,2,6
3,9,7
3,1,8
3,5,9
3,3,10
