#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/ 
 1M pop 
43,Panama,"179,230","+1,511","3,212",+19,"154,330","+1,440","21,688",175,"41,256",739,"988,059","227,437","4,344,310",North America,24,"1,353",4
44,UAE,"177,577","+1,148",594,+2,"159,711",+579,"17,272",,"17,860",60,"17,503,360","1,760,449","9,942,556",Asia,56,"16,738",1
45,Georgia,"164,976","+2,501","1,540",+36,"137,499","+3,988","25,937",,"41,391",386,"1,586,536","398,049","3,985,784",Asia,24,"2,588",3
46,Bulgaria,"164,185","+2,764","5,010",+213,"65,616","+3,370","93,559",523,"23,708",723,"1,023,067","147,730","6,925,234",Europe,42,"1,382",7
47,Japan,"162,067","+1,969","2,335",+20,"136,903","+1,626","22,829",530,"1,283",18,"3,760,305","29,772","126,305,261",Asia,779,"54,092",34
48,Croatia,"152,239","+1,886","2,233",+59,"127,882","+3,443","22,124",277,"37,185",545,"816,241","199,373","4,094,045",Europe,27,"1,833",5
49,Azerbaijan,"149,765","+3,086","1,675",+43,"90,278","+1,781","57,812",,"14,713",165,"1,847,191","181,468","10,179,174",Asia,68,"6,077",6
50,Dominican Republic,"149,138",+685,"2,346",+1,"117,402",+529,"29,390",191,"13,688",215,"757,043","69,482","10,895,476",North America,73,"4,644",14
51,Belarus,"148,953","+1,796","1,215",+8,"126,084","+1,310","21,654",,"15,766",129,"3,449,089","365,062","9,447,952",Europe,63,"7,776",3
52,Costa Rica,"146,421",+576,"1,825",+15,"102,855","+1,935","41,741",212,"28,629",357,"404,440","79,078","5,114,474",North America,35,"2,802",13
53,Bolivia,"145,560",+68,"8,995",+3,"124,799",+203,"11,766",71,"12,396",766,"368,551","31,386","11,742,415",South America,81,"1,305",32
54,Kuwait,"144,599",+230,897,+6,"140,341",+306,"3,361",84,"33,643",209,"1,146,420","266,729","4,298,066",Asia,30,"4,792",4
55,Armenia,"142,344",+407,"2,344",+18,"117,649",+853,"22,351",,"47,997",790,"530,225","178,787","2,965,682",Asia,21,"1,265",6
56,Qatar,"140,086",+178,239,,"137,494",+218,"2,353",30,"49,892",85,"1,140,455","406,173","2,807,805",Asia,20,"11,748",2
57,Lebanon,"138,096",+984,"1,115",+16,"90,229",,"46,752",385,"20,273",164,"1,703,246","250,039","6,811,914",Asia,49,"6,109",4
58,Kazakhstan,"136,983",+712,"2,034",,"120,799",+621,"14,150",221,"7,257",108,"4,206,738","222,877","18,874,741",Asia,138,"9,280",4
59,Guatemala,"125,674",+124,"4,274",+24,"114,697",+382,"6,703",5,"6,959",237,"557,235","30,856","18,059,338",North America,144,"4,225",32
60,Oman,"125,115",+229,"1,452",+8,"116,506",+152,"7,157",78,"24,235",281,"571,472","110,695","5,162,588",Asia,41,"3,556",9
61,Egypt,"118,847",+415,"6,790",+19,"103,703",+202,"8,354",46,"1,152",66,"1,000,000","9,693","103,171,433",Africa,868,"15,195",103
62,Moldova,"117,495","+1,130","2,438",+19,"101,938",+694,"13,119",281,"29,156",605,"484,392","120,202","4,029,820",Europe,34,"1,653",8
63,Slovakia,"117,283",+552,"1,018",+22,"84,850","+2,184","31,415",255,"21,477",186,"1,138,526","208,490","5,460,808",Europe,47,"5,364",5
64,Greece,"116,721","+1,250","3,092",+89,"9,989",,"103,640",600,"11,223",297,"2,485,266","238,956","10,400,509",Europe,89,"3,364",4
65,Ethiopia,"113,735",+440,"1,755",+8,"82,803","+1,972","29,177",305,979,15,"1,673,957","14,407","116,191,430",Africa,"1,022","66,206",69
66,Honduras,"111,023",+300,"2,946",+1,"49,456",+145,"58,621",121,"11,132",295,"271,223","27,195","9,973,115",North America,90,"3,385",37
67,Venezuela,"104,904",+462,924,+5,"99,982",+488,"3,998",117,"3,694",33,"2,325,906","81,897","28,400,321",South America,271,"30,736",12
68,Tunisia,"104,329",+327,"3,596",+35,"77,798","+1,357","22,935",298,"8,787",303,"486,415","40,969","11,872,672",Africa,114,"3,302",24
69,Myanmar,"100,431","+1,276","2,132",+22,"79,240","+1,604","19,059",,"1,840",39,"1,307,744","23,965","54,569,764",Asia,543,"25,596",42
70,Palestine,"99,758","+1,720",848,+20,"74,053","+1,280","24,857",76,"19,361",165,"735,622","142,767","5,152,623",Asia,52,"6,076",7
71,Bosnia and Herzegovina,"94,944",+437,"3,012",+60,"59,488",+863,"32,444",,"29,019",921,"439,811","134,426","3,271,773",Europe,34,"1,086",7
72,Denmark,"92,649","+2,046",894,+9,"71,882","+1,006","19,873",43,"15,971",154,"7,976,385","1,374,961","5,801,172",Europe,63,"6,489",1
73,Algeria,"88,825",+573,"2,527",+11,"57,648",+502,"28,650",46,"2,010",57,,,"44,194,702",Africa,498,"17,489",
74,Paraguay,"88,723",+803,"1,872",+19,"62,603",+655,"24,248",149,"12,373",261,"477,350","66,569","7,170,769",South America,81,"3,831",15
75,Kenya,"88,579",+199,"1,531",+5,"69,414",+485,"17,634",76,"1,632",28,"927,082","17,079","54,283,372",Africa,613,"35,456",59
76,Bahrain,"88,111",+181,341,,"86,215",+185,"1,555",11,"51,025",197,"2,129,571","1,233,231","1,726,822",Asia,20,"5,064",1
77,Libya,"87,097",+517,"1,243",+12,"57,380",+678,"28,474",,"12,601",180,"460,914","66,683","6,912,015",Africa,79,"5,561",15
78,Slovenia,"86,288",+483,"1,796",+52,"63,999",+419,"20,493",196,"41,503",864,"557,637","268,215","2,079,064",Europe,24,"1,158",4
79,Lithuania,"76,038","+1,388",637,+11,"30,449",+59,"44,952",132,"28,107",235,"1,334,308","493,211","2,705,350",Europe,36,"4,247",2
80,Kyrgyzstan,"75,395",+422,"1,297",+2,"67,400",+407,"6,698",133,"11,474",197,"526,749","80,163","6,570,980",Asia,87,"5,066",12
81,Ireland,"74,468",+222,"2,096",,"23,364",,"49,008",28,"15,008",422,"2,010,334","405,156","4,961,879",Europe,67,"2,367",2
82,Malaysia,"74,294","+1,600",384,+2,"62,306","+1,033","11,604",129,"2,283",12,"2,806,767","86,238","32,546,863",Asia,438,"84,757",12
83,Uzbekistan,"74,053",+149,611,,"71,315",+142,"2,127",177,"2,199",18,"1,377,915","40,911","33,680,430",Asia,455,"55,123",24
84,Nigeria,"69,645",+390,"1,181",+1,"64,947",+173,"3,517",10,334,6,"803,621","3,857","208,342,516",Africa,"2,991","176,412",259
85,North Macedonia,"68,332",+364,"1,949",+25,"44,705","+1,059","21,678",138,"32,799",936,"349,742","167,876","2,083,336",Europe,30,"1,069",6
86,Singapore,"58,273",+13,29,,"58,168",+8,76,,"9,926",5,"4,658,858","793,605","5,870,500",Asia,101,"202,431",1
87,Ghana,"52,274",,325,,"51,063",,886,20,"1,667",10,"606,736","19,351","31,353,676",Africa,600,"96,473",52
88,Afghanistan,"48,136",+235,"1,902",+27,"37,984",+202,"8,250",93,"1,225",48,"160,244","4,077","39,307,198",Asia,817,"20,666",245
89,Albania,"43,683",+695,922,+17,"22,180",+563,"20,581",35,"15,187",321,"201,572","70,078","2,876,410",Europe,66,"3,120",14
90,El Salvador,"40,345",+214,"1,164",+5,"36,735",+210,"2,446",65,"6,206",179,"567,311","87,271","6,500,579",North America,161,"5,585",11
91,Norway,"38,703",+380,359,+5,"27,414",,"10,930",37,"7,115",66,"2,387,044","438,810","5,439,813",Europe,141,"15,153",2
92,Montenegro,"38,562",+316,543,+10,"27,651",+652,"10,368",68,"61,395",865,"144,500","230,059","628,101",Europe,16,"1,157",4
93,Luxembourg,"38,476",+261,360,+7,"29,792","+1,763","8,324",39,"61,034",571,"1,446,528","2,294,601","630,405",Europe,16,"1,751",0
94,S. Korea,"38,161",+615,549,+4,"29,301",+173,"8,311",126,744,11,"3,209,376","62,575","51,288,632",Asia,"1,344","93,422",16
95,Sri Lanka,"28,580",+703,142,+2,"20,804",+344,"7,634",,"1,332",7,"917,741","42,780","21,452,710",Asia,751,"151,075",23
96,Australia,"27,972",+7,908,,"25,642",+3,"1,422",,"1,091",35,"10,198,588","397,930","25,629,069",Australia/Oceania,916,"28,226",3
97,Finland,"27,881",+250,424,+9,"18,100",,"9,357",30,"5,029",76,"2,050,313","369,791","5,544,511",Europe,199,"13,077",3
98,Cameroon,"24,752",,443,,"23,344",,965,52,923,17,"149,000","5,553","26,830,744",Africa,"1,084","60,566",180
99,Uganda,"23,200",+701,207,+1,"9,374",+199,"13,619",,500,4,"647,471","13,966","46,359,623",Africa,"1,998","223,960",72
100,Latvia,"21,520",+207,272,+10,"1,866",,"19,382",45,"11,466",145,"675,899","360,111","1,876,919",Europe,87,"6,900",3
101,Ivory Coast,"21,507",+22,132,,"21,150",+41,225,,807,5,"226,237","8,486","26,659,921",Africa,"1,240","201,969",118
102,Sudan,"19,747",+279,"1,301",+6,"11,184",+163,"7,262",,446,29,,,"44,291,320",Africa,"2,243","34,044",
103,Zambia,"17,931",+15,364,,"17,211",+38,356,,964,20,"450,333","24,205","18,605,236",Africa,"1,038","51,113",41
104,Madagascar,"17,513",,255,,"16,927",,331,16,626,9,"95,472","3,410","27,997,677",Africa,"1,599","109,795",293
105,Senegal,"16,553",+76,340,+2,"15,806",+30,407,11,978,20,"237,944","14,051","16,933,881",Africa,"1,023","49,806",71
106,Mozambique,"16,326",+82,136,+3,"14,429",+13,"1,761",,516,4,"239,164","7,561","31,631,785",Africa,"1,938","232,587",132
107,Angola,"15,648",+57,354,,"8,353",+15,"6,941",14,470,11,"171,247","5,142","33,304,302",Africa,"2,128","94,080",194
108,Estonia,"15,225",+247,134,+3,"9,009",+50,"6,082",26,"11,474",101,"514,534","387,763","1,326,928",Europe,87,"9,902",3
109,Namibia,"15,219",+141,152,,"13,949",+10,"1,118",12,"5,943",59,"165,214","64,515","2,560,875",Africa,168,"16,848",16
110,French Polynesia,"15,107",,79,,"4,842",,"10,186",25,"53,643",281,"26,355","93,583","281,621",Australia/Oceania,19,"3,565",11
111,DRC,"13,595",+68,344,,"12,059",+112,"1,192",,150,4,,,"90,728,835",Africa,"6,674","263,747",
112,Guinea,"13,264",+18,79,+2,"12,465",+50,720,24,998,6,"79,810","6,007","13,286,031",Africa,"1,002","168,178",166
113,Maldives,"13,213",+15,47,,"12,437",+116,729,12,"24,258",86,"251,156","461,109","544,678",Asia,41,"11,589",2
114,Cyprus,"12,867",+416,63,+2,"2,057",,"10,747",20,"10,623",52,"639,047","527,610","1,211,212",Asia,94,"19,226",2
115,Tajikistan,"12,469",+41,87,,"11,881",+48,501,,"1,295",9,,,"9,630,222",Asia,772,"110,692",
116,Botswana,"12,058",+527,36,+2,"9,400",+422,"2,622",1,"5,083",15,"455,040","191,823","2,372,192",Africa,197,"65,894",5
117,French Guiana,"11,458",+51,71,,"9,995",,"1,392",,"37,938",235,"85,763","283,968","302,016",South America,26,"4,254",4
118,Jamaica,"11,184",+64,265,,"7,146",+148,"3,773",9,"3,770",89,"120,139","40,494","2,966,847",North America,265,"11,196",25
119,Cabo Verde,"11,098",+35,109,,"10,676",+80,313,23,"19,867",195,"105,814","189,419","558,625",Africa,50,"5,125",5
120,Zimbabwe,"10,839",+121,294,+3,"8,972",+92,"1,573",,725,20,"187,667","12,547","14,957,137",Africa,"1,380","50,875",80
121,Malta,"10,659",+139,155,+4,"8,497",+101,"2,007",18,"24,112",351,"448,586","1,014,763","442,060",Europe,41,"2,852",1
122,Mauritania,"9,679",+163,194,+6,"7,849",,"1,636",30,"2,058",41,"106,996","22,754","4,702,276",Africa,486,"24,239",44
123,Haiti,"9,399",+29,233,,"8,148",+2,"1,018",,820,20,"34,734","3,030","11,463,188",North America,"1,220","49,198",330
124,Gabon,"9,278",+24,60,,"9,132",+26,86,6,"4,126",27,"315,464","140,306","2,248,405",Africa,242,"37,473",7
125,Cuba,"8,906",+124,136,,"7,997",+34,773,10,787,12,"1,186,621","104,792","11,323,565",North America,"1,271","83,262",10
126,Syria,"8,490",+87,452,+5,"4,000",+57,"4,038",,480,26,,,"17,684,051",Asia,"2,083","39,124",
127,Guadeloupe,"8,427",,149,,"2,242",,"6,036",7,"21,059",372,"77,192","192,906","400,154",North America,47,"2,686",5
128,Réunion,"8,294",+94,41,,"7,729",,524,8,"9,235",46,"48,859","54,402","898,113",Africa,108,"21,905",18
129,Belize,"7,953",+184,176,+3,"3,943",+94,"3,834",4,"19,845",439,"44,051","109,919","400,760",North America,50,"2,277",9
130,Bahamas,"7,579",+9,163,,"6,003",+8,"1,413",11,"19,193",413,"44,757","113,341","394,888",North America,52,"2,423",9
131,Uruguay,"7,505",+202,83,+1,"5,240",+178,"2,182",27,"2,157",24,"472,299","135,756","3,479,024",South America,464,"41,916",7
132,Andorra,"7,084",+34,78,,"6,293",+55,713,20,"91,620","1,009","173,151","2,239,437","77,319",Europe,11,991,0
133,Hong Kong,"6,976",+78,112,,"5,626",+59,"1,238",36,927,15,"4,382,709","582,526","7,523,622",Asia,"1,079","67,175",2
134,Trinidad and Tobago,"6,775",+8,122,,"5,962",+25,691,2,"4,834",87,"37,523","26,774","1,401,481",North America,207,"11,488",37
135,Eswatini,"6,529",+28,123,+1,"6,094",+4,312,11,"5,602",106,"63,144","54,182","1,165,415",Africa,178,"9,475",18
136,Rwanda,"6,191",+62,51,,"5,696",,444,,473,4,"646,813","49,410","13,090,653",Africa,"2,114","256,679",20
137,Malawi,"6,051",,185,,"5,476",,390,4,313,10,"76,148","3,937","19,342,867",Africa,"3,197","104,556",254
138,Nicaragua,"5,838",,161,,"4,225",,"1,452",,877,24,,,"6,658,958",North America,"1,141","41,360",
139,Congo,"5,774",,94,,"4,988",,692,,"1,035",17,,,"5,576,659",Africa,966,"59,326",
140,Djibouti,"5,708",+7,61,,"5,596",+3,51,,"5,741",61,"93,786","94,328","994,256",Africa,174,"16,299",11
141,Guyana,"5,697",+32,154,+1,"4,779",+20,764,4,"7,228",195,"32,221","40,878","788,219",South America,138,"5,118",24
142,Martinique,"5,520",,41,,98,,"5,381",9,"14,715",109,"65,748","175,264","375,137",North America,68,"9,150",6
143,Iceland,"5,496",+14,27,,"5,272",+3,197,3,"16,060",79,"399,472","1,167,316","342,214",Europe,62,"12,675",1
144,Suriname,"5,325",+1,117,,"5,214",+4,-6,2,"9,042",199,"22,231","37,748","588,933",South America,111,"5,034",26
145,Mali,"5,290",+155,175,+11,"3,377",+8,"1,738",,258,9,"108,259","5,281","20,501,322",Africa,"3,875","117,150",189
146,Mayotte,"5,181",,49,,"2,964",,"2,168",4,"18,795",178,"25,231","91,531","275,655",Africa,53,"5,626",11
147,Equatorial Guinea,"5,166",+7,85,,"5,036",+13,45,,"3,631",60,"71,619","50,340","1,422,698",Africa,275,"16,738",20
148,Aruba,"4,966",+1,45,,"4,801",+13,120,4,"46,426",421,"53,107","496,490","106,965",North America,22,"2,377",2
149,CAR,"4,922",,63,,"1,924",,"2,935",2,"1,011",13,"32,711","6,722","4,866,235",Africa,989,"77,242",149
150,Somalia,"4,579",+54,121,,"3,529",+49,929,,285,8,,,"16,083,815",Africa,"3,513","132,924",
151,Thailand,"4,107",+21,60,,"3,868",+15,179,1,59,0.9,"977,854","13,994","69,877,067",Asia,"17,014","1,164,618",71
152,Gambia,"3,770",,123,,"3,615",,32,2,"1,541",50,"26,072","10,660","2,445,845",Africa,649,"19,885",94
153,Burkina Faso,"3,315",+103,68,,"2,721",+10,526,,157,3,,,"21,149,767",Africa,"6,380","311,026",
154,South Sudan,"3,181",,62,,"2,977",,142,1,283,6,"62,494","5,555","11,251,021",Africa,"3,537","181,468",180
155,Curaçao,"3,174",+38,8,+1,"1,352",+15,"1,814",15,"19,308",49,"25,701","156,344","164,388",North America,52,"20,549",6
156,Togo,"3,111",+16,65,,"2,677",+24,369,,372,8,"155,211","18,560","8,362,495",Africa,"2,688","128,654",54
157,Benin,"3,073",+18,44,,"2,922",+15,107,,251,4,"353,070","28,799","12,259,922",Africa,"3,990","278,635",35
158,Guinea-Bissau,"2,444",+3,44,,"2,337",+10,63,5,"1,229",22,"33,033","16,616","1,988,079",Africa,813,"45,184",60
159,Sierra Leone,"2,428",+2,74,,"1,846",,508,,302,9,,,"8,047,232",Africa,"3,314","108,746",
160,Lesotho,"2,150",,44,,"1,278",,828,,"1,000",20,"26,557","12,354","2,149,689",Africa,"1,000","48,857",81
161,New Zealand,"2,079",+1,25,,"1,998",+1,56,,416,5,"1,312,307","262,351","5,002,100",Australia/Oceania,"2,406","200,084",4
162,Yemen,"2,078",,606,,"1,382",,90,4,69,20,"17,157",570,"30,109,966",Asia,"14,490","49,686","1,755"
163,Niger,"1,894",+38,78,+1,"1,239",+2,577,9,77,3,"47,907","1,949","24,580,115",Africa,"12,978","315,130",513
164,San Marino,"1,800",+11,48,,"1,438",+26,314,8,"53,000","1,413","19,281","567,723","33,962",Europe,19,708,2
165,Chad,"1,728",+3,102,,"1,571",+7,55,,104,6,,,"16,628,301",Africa,"9,623","163,023",
166,Liberia,"1,676",,83,,"1,358",,235,2,328,16,"35,957","7,038","5,109,001",Africa,"3,048","61,554",142
167,Channel Islands,"1,676",+31,48,,"1,088",,540,10,"9,601",275,"199,491","1,142,796","174,564",Europe,104,"3,637",1
168,Liechtenstein,"1,397",+1,19,+2,"1,235",+52,143,21,"36,594",498,"15,235","399,073","38,176",Europe,27,"2,009",3
169,Vietnam,"1,367",+1,35,,"1,224",+4,108,,14,0.4,"1,339,465","13,707","97,721,890",Asia,"71,486","2,792,054",73
170,Sint Maarten,"1,141",+2,26,,"1,017",,98,4,"26,480",603,"7,893","183,179","43,089",North America,38,"1,657",5
171,Gibraltar,"1,055",+2,5,,990,,60,2,"31,318",148,"96,367","2,860,658","33,687",Europe,32,"6,737",0
172,Sao Tome and Principe,"1,002",+3,17,,940,+3,45,,"4,535",77,"7,498","33,939","220,924",Africa,220,"12,996",29
173,Mongolia,887,+38,,,384,,503,2,269,,"293,869","89,018","3,301,245",Asia,"3,722",,11
174,Turks and Caicos,756,,6,,740,,10,1,"19,412",154,"9,247","237,437","38,945",North America,52,"6,491",4
175,Saint Martin,717,,12,,641,,64,7,"18,407",308,"7,149","183,534","38,952",North America,54,"3,246",5
176,Taiwan,716,,7,,574,,135,,30,0.3,"112,558","4,722","23,835,759",Asia,"33,290","3,405,108",212
177,Diamond Princess,712,,13,,699,,0,,,,,,,,,,
178,Burundi,698,+4,1,,630,+55,67,,58,0.08,"67,818","5,631","12,042,719",Africa,"17,253","12,042,719",178
179,Papua New Guinea,671,,7,,597,,67,,74,0.8,"32,221","3,572","9,020,516",Australia/Oceania,"13,443","1,288,645",280
180,Eritrea,649,+17,,,517,+9,132,,182,,"22,647","6,348","3,567,808",Africa,"5,497",,158
181,Monaco,641,+3,3,,577,+3,61,4,"16,284",76,"51,953","1,319,810","39,364",Europe,61,"13,121",1
182,Comoros,616,,7,,600,,9,,702,8,,,"877,615",Africa,"1,425","125,374",
183,Mauritius,511,+3,10,,478,+13,23,,402,8,"289,552","227,510","1,272,698",Africa,"2,491","127,270",4
184,Faeroe Islands,510,,,,501,,9,,"10,420",,"171,175","3,497,293","48,945",Europe,96,,0
185,Tanzania,509,,21,,183,,305,7,8,0.3,,,"60,465,128",Africa,"118,792","2,879,292",
186,Bhutan,430,+4,,,388,+1,42,,555,,"210,037","270,904","775,320",Asia,"1,803",,4
187,Isle of Man,370,,25,,344,,1,,"4,341",293,"18,834","220,976","85,231",Europe,230,"3,409",5
188,Cambodia,348,+2,,,306,,42,,21,,"241,529","14,360","16,819,786",Asia,"48,333",,70
189,Bermuda,306,+18,9,,222,+6,75,1,"4,922",145,"113,328","1,822,697","62,176",North America,203,"6,908",1
190,Cayman Islands,290,+2,2,,262,+5,26,1,"4,390",30,"54,591","826,398","66,059",North America,228,"33,030",1
191,Barbados,287,+2,7,,260,,20,1,998,24,"49,757","173,050","287,530",North America,"1,002","41,076",6
192,Saint Lucia,270,+5,2,,165,+7,103,,"1,467",11,"16,774","91,165","183,996",North America,681,"91,998",11
193,Seychelles,184,,,,168,,16,,"1,866",,"5,200","52,731","98,614",Africa,536,,19
194,Caribbean Netherlands,164,,3,,158,,3,,"6,229",114,"3,681","139,803","26,330",North America,161,"8,777",7
195,Brunei,151,,3,,147,,1,,344,7,"77,829","177,162","439,311",Asia,"2,909","146,437",6
