#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/ 
 1M pop 
32,Saudi Arabia,"359,115",+193,"5,989",+12,"349,414",+246,"3,712",573,"10,245",171,"9,948,465","283,827","35,051,213",Asia,98,"5,853",4
33,Switzerland,"358,568","+4,262","5,593",+98,"279,900",,"73,075",462,"41,298",644,"2,918,875","336,178","8,682,537",Europe,24,"1,552",3
34,Israel,"348,285","+1,488","2,932",+8,"331,055",+867,"14,298",328,"37,867",319,"5,605,071","609,406","9,197,590",Asia,26,"3,137",2
35,Portugal,"327,976","+2,905","5,122",+81,"252,428","+6,585","70,426",499,"32,207",503,"4,805,677","471,909","10,183,483",Europe,31,"1,988",2
36,Austria,"308,070","+2,377","4,002",+105,"262,314","+5,503","41,754",609,"34,120",443,"3,281,731","363,462","9,029,094",Europe,29,"2,256",3
37,Sweden,"304,793","+6,594","7,277",+8,,,,254,"30,097",719,"3,457,247","341,387","10,127,065",Europe,33,"1,392",3
38,Hungary,"256,367","+2,219","6,120",+136,"75,281",+998,"174,966",656,"26,568",634,"2,158,818","223,725","9,649,443",Europe,38,"1,577",4
39,Jordan,"247,131","+3,062","3,162",+46,"197,058","+5,025","46,911",403,"24,116",309,"2,731,879","266,584","10,247,705",Asia,41,"3,241",4
40,Nepal,"243,377","+1,382","1,637",+23,"229,054","+1,621","12,686",,"8,288",56,"1,799,686","61,285","29,365,697",Asia,121,"17,939",16
41,Serbia,"234,027","+7,818","2,062",+57,"31,536",,"200,429",289,"26,833",236,"1,936,157","221,993","8,721,701",Europe,37,"4,230",5
42,Ecuador,"198,752",+508,"13,794",+14,"174,188",,"10,770",351,"11,191",777,"674,131","37,957","17,760,376",South America,89,"1,288",26
43,Panama,"181,166","+1,936","3,241",+29,"155,870","+1,540","22,055",169,"41,700",746,"999,313","230,018","4,344,496",North America,24,"1,340",4
44,UAE,"178,837","+1,260",596,+2,"160,295",+584,"17,946",,"17,986",60,"17,649,380","1,775,077","9,942,882",Asia,56,"16,683",1
45,Georgia,"169,649","+4,673","1,576",+36,"141,392","+3,893","26,681",,"42,564",395,"1,610,374","404,032","3,985,763",Asia,23,"2,529",2
46,Bulgaria,"168,165","+3,980","5,156",+146,"69,028","+3,412","93,981",514,"24,283",745,"1,032,782","149,136","6,925,092",Europe,41,"1,343",7
47,Japan,"163,929","+1,862","2,382",+47,"138,994","+2,091","22,553",536,"1,298",19,"3,800,689","30,092","126,304,208",Asia,770,"53,024",33
48,Croatia,"154,852","+2,613","2,298",+65,"130,869","+2,987","21,685",278,"37,824",561,"825,023","201,521","4,093,976",Europe,26,"1,782",5
49,Azerbaijan,"154,152","+4,387","1,713",+38,"93,411","+3,133","59,028",,"15,143",168,"1,865,512","183,263","10,179,423",Asia,66,"5,942",5
50,Belarus,"150,602","+1,649","1,222",+7,"127,528","+1,444","21,852",,"15,940",129,"3,461,753","366,403","9,447,943",Europe,63,"7,732",3
51,Dominican Republic,"149,630",+492,"2,347",+1,"117,804",+402,"29,479",197,"13,733",215,"761,012","69,845","10,895,773",North America,73,"4,642",14
52,Costa Rica,"147,430","+1,009","1,846",+21,"105,686","+2,831","39,898",230,"28,825",361,"419,572","82,034","5,114,601",North America,35,"2,771",12
53,Bolivia,"145,657",+97,"8,997",+2,"124,981",+182,"11,679",71,"12,404",766,"369,436","31,461","11,742,850",South America,81,"1,305",32
54,Kuwait,"144,900",+301,900,+3,"140,638",+297,"3,362",83,"33,711",209,"1,152,203","268,064","4,298,239",Asia,30,"4,776",4
55,Armenia,"142,928",+584,"2,372",+28,"119,147","+1,498","21,409",,"48,194",800,"532,527","179,562","2,965,697",Asia,21,"1,250",6
56,Qatar,"140,203",+117,239,,"137,708",+214,"2,256",28,"49,933",85,"1,144,984","407,786","2,807,805",Asia,20,"11,748",2
57,Lebanon,"139,135","+1,039","1,136",+21,"93,100","+2,871","44,899",385,"20,425",167,"1,713,694","251,576","6,811,831",Asia,49,"5,996",4
58,Kazakhstan,"137,653",+670,"2,088",,"121,347",+548,"14,218",221,"7,293",111,"4,775,869","253,021","18,875,354",Asia,137,"9,040",4
59,Guatemala,"126,473",+799,"4,286",+12,"115,406",+709,"6,781",5,"7,003",237,"562,000","31,118","18,060,245",North America,143,"4,214",32
60,Oman,"125,325",+210,"1,454",+2,"116,720",+214,"7,151",72,"24,274",282,"571,472","110,687","5,162,944",Asia,41,"3,551",9
61,Egypt,"119,281",+434,"6,813",+23,"103,913",+210,"8,555",46,"1,156",66,"1,000,000","9,692","103,176,715",Africa,865,"15,144",103
62,Slovakia,"119,232","+1,949","1,046",+28,"87,433","+2,583","30,753",270,"21,834",192,"1,148,771","210,366","5,460,815",Europe,46,"5,221",5
63,Moldova,"119,204","+1,709","2,460",+22,"102,565",+627,"14,179",288,"29,581",610,"488,184","121,144","4,029,794",Europe,34,"1,638",8
64,Greece,"118,045","+1,324","3,194",+102,"9,989",,"104,862",579,"11,350",307,"2,504,704","240,828","10,400,371",Europe,88,"3,256",4
65,Ethiopia,"114,266",+531,"1,766",+11,"84,948","+2,145","27,552",312,983,15,"1,679,245","14,451","116,199,234",Africa,"1,017","65,798",69
66,Honduras,"111,707",+684,"2,950",+4,"49,781",+325,"58,976",121,"11,200",296,"277,350","27,809","9,973,546",North America,89,"3,381",36
67,Tunisia,"105,445","+1,116","3,668",+72,"80,082","+2,284","21,695",277,"8,881",309,"490,874","41,344","11,873,009",Africa,113,"3,237",24
68,Venezuela,"105,384",+480,928,+4,"100,476",+494,"3,980",117,"3,711",33,"2,331,439","82,093","28,400,102",South America,269,"30,604",12
69,Myanmar,"101,739","+1,308","2,151",+19,"80,726","+1,486","18,862",,"1,864",39,"1,331,092","24,392","54,570,759",Asia,536,"25,370",41
70,Palestine,"101,109","+1,351",867,+19,"75,257","+1,204","24,985",85,"19,622",168,"742,759","144,143","5,152,948",Asia,51,"5,943",7
71,Bosnia and Herzegovina,"96,021","+1,077","3,081",+69,"60,219",+731,"32,721",,"29,349",942,"443,407","135,527","3,271,717",Europe,34,"1,062",7
72,Denmark,"94,799","+2,150",901,+7,"73,052","+1,170","20,846",42,"16,341",155,"8,053,758","1,388,285","5,801,228",Europe,61,"6,439",1
73,Paraguay,"89,421",+698,"1,887",+15,"63,243",+640,"24,291",145,"12,470",263,"481,180","67,101","7,171,008",South America,80,"3,800",15
74,Algeria,"89,416",+591,"2,539",+12,"58,146",+498,"28,731",46,"2,023",57,,,"44,196,868",Africa,494,"17,407",
75,Kenya,"89,100",+521,"1,545",+14,"69,839",+425,"17,716",71,"1,641",28,"938,936","17,296","54,286,616",Africa,609,"35,137",58
76,Bahrain,"88,294",+183,343,+2,"86,348",+133,"1,603",10,"51,126",199,"2,139,302","1,238,750","1,726,984",Asia,20,"5,035",1
77,Libya,"87,986",+889,"1,255",+12,"57,837",+457,"28,894",,"12,729",182,"466,435","67,479","6,912,270",Africa,79,"5,508",15
78,Slovenia,"87,936","+1,648","1,862",+66,"65,240","+1,241","20,834",193,"42,296",896,"563,795","271,177","2,079,065",Europe,24,"1,117",4
79,Lithuania,"77,428","+1,390",673,+36,"32,399","+1,950","44,356",161,"28,621",249,"1,343,964","496,799","2,705,247",Europe,35,"4,020",2
80,Kyrgyzstan,"75,690",+295,"1,301",+4,"67,873",+473,"6,516",106,"11,518",198,"530,035","80,659","6,571,274",Asia,87,"5,051",12
81,Malaysia,"75,306","+1,012",388,+4,"64,056","+1,750","10,862",126,"2,314",12,"2,827,083","86,859","32,547,996",Asia,432,"83,887",12
82,Ireland,"74,682",+214,"2,097",+1,"23,364",,"49,221",31,"15,051",423,"2,051,136","413,366","4,962,029",Europe,66,"2,366",2
83,Uzbekistan,"74,206",+153,611,,"71,482",+167,"2,113",179,"2,203",18,"1,377,915","40,910","33,681,756",Asia,454,"55,126",24
84,Nigeria,"70,195",+550,"1,182",+1,"65,110",+163,"3,903",10,337,6,"817,913","3,926","208,356,517",Africa,"2,968","176,275",255
85,North Macedonia,"69,452","+1,120","1,977",+28,"45,621",+916,"21,854",138,"33,337",949,"352,735","169,313","2,083,336",Europe,30,"1,054",6
86,Singapore,"58,285",+12,29,,"58,176",+8,80,,"9,928",5,"4,834,370","823,485","5,870,625",Asia,101,"202,435",1
87,Ghana,"52,500",+226,326,+1,"51,319",+256,855,19,"1,674",10,"611,624","19,506","31,355,452",Africa,597,"96,182",51
88,Afghanistan,"48,366",+230,"1,908",+6,"38,033",+49,"8,425",93,"1,230",49,"161,864","4,118","39,309,599",Asia,813,"20,603",243
89,Albania,"44,436",+753,936,+14,"22,527",+347,"20,973",35,"15,448",325,"204,104","70,958","2,876,401",Europe,65,"3,073",14
90,El Salvador,"40,551",+206,"1,168",+4,"36,951",+216,"2,432",65,"6,238",180,"569,774","87,649","6,500,668",North America,160,"5,566",11
91,Norway,"39,163",+460,361,+2,"27,414",,"11,388",34,"7,199",66,"2,400,288","441,235","5,439,929",Europe,139,"15,069",2
92,Montenegro,"39,153",+591,549,+6,"28,052",+401,"10,552",68,"62,336",874,"146,586","233,380","628,101",Europe,16,"1,144",4
93,Luxembourg,"38,864",+388,369,+9,"29,792",,"8,703",43,"61,647",585,"1,446,528","2,294,499","630,433",Europe,16,"1,708",0
94,S. Korea,"38,746",+585,552,+3,"29,650",+349,"8,544",134,755,11,"3,221,325","62,808","51,288,752",Asia,"1,324","92,914",16
95,Sri Lanka,"29,378",+798,142,,"21,258",+454,"7,978",,"1,369",7,"917,741","42,779","21,452,954",Asia,730,"151,077",23
96,Finland,"28,242",+361,424,,"18,100",,"9,718",30,"5,094",76,"2,101,955","379,104","5,544,535",Europe,196,"13,077",3
97,Australia,"27,987",+15,908,,"25,646",+4,"1,433",,"1,092",35,"10,228,773","399,096","25,629,877",Australia/Oceania,916,"28,227",3
98,Cameroon,"24,752",,443,,"23,344",,965,52,922,17,"149,000","5,553","26,832,555",Africa,"1,084","60,570",180
99,Uganda,"23,200",,207,,"9,374",,"13,619",,500,4,"647,471","13,965","46,363,589",Africa,"1,998","223,979",72
100,Latvia,"22,104",+584,288,+16,"1,866",,"19,950",42,"11,777",153,"685,663","365,324","1,876,862",Europe,85,"6,517",3
101,Ivory Coast,"21,513",+6,132,,"21,161",+11,220,,807,5,"226,594","8,499","26,661,711",Africa,"1,239","201,983",118
102,Sudan,"19,747",,"1,301",,"11,184",,"7,262",,446,29,,,"44,294,125",Africa,"2,243","34,046",
103,Zambia,"17,963",+32,364,,"17,268",+57,331,,965,20,"455,495","24,480","18,606,648",Africa,"1,036","51,117",41
104,Madagascar,"17,473",,255,,"16,927",,291,16,624,9,"95,472","3,410","27,999,629",Africa,"1,602","109,802",293
105,Senegal,"16,596",+43,340,,"15,864",+58,392,11,980,20,"238,788","14,100","16,935,090",Africa,"1,020","49,809",71
106,Mozambique,"16,373",+47,136,,"14,437",+8,"1,800",,518,4,"239,810","7,581","31,634,187",Africa,"1,932","232,604",132
107,Angola,"15,729",+81,355,+1,"8,470",+117,"6,904",14,472,11,"171,247","5,141","33,307,109",Africa,"2,118","93,823",194
108,Estonia,"15,507",+282,137,+3,"9,446",+437,"5,924",26,"11,686",103,"518,610","390,834","1,326,931",Europe,86,"9,686",3
109,French Polynesia,"15,332",+225,86,+7,"4,842",,"10,404",25,"54,441",305,"26,355","93,582","281,625",Australia/Oceania,18,"3,275",11
110,Namibia,"15,298",+79,153,+1,"14,004",+55,"1,141",9,"5,973",60,"167,361","65,350","2,561,001",Africa,167,"16,739",15
111,DRC,"13,750",+155,344,,"12,059",,"1,347",,152,4,,,"90,736,308",Africa,"6,599","263,768",
112,Cyprus,"13,286",+419,68,+5,"2,057",,"11,161",20,"10,969",56,"639,047","527,599","1,211,236",Asia,91,"17,812",2
113,Guinea,"13,264",,79,,"12,465",,720,24,998,6,"79,810","6,007","13,287,007",Africa,"1,002","168,190",166
114,Maldives,"13,248",+35,47,,"12,487",+50,714,12,"24,321",86,"251,156","461,087","544,704",Asia,41,"11,589",2
115,Tajikistan,"12,511",+42,88,+1,"11,926",+45,497,,"1,299",9,,,"9,630,809",Asia,770,"109,441",
116,Botswana,"12,058",,36,,"9,400",,"2,622",1,"5,083",15,"455,040","191,812","2,372,322",Africa,197,"65,898",5
117,French Guiana,"11,513",+55,71,,"9,995",,"1,447",,"38,118",235,"86,348","285,886","302,037",South America,26,"4,254",3
118,Jamaica,"11,271",+87,265,,"7,292",+146,"3,714",11,"3,799",89,"121,072","40,808","2,966,882",North America,263,"11,196",25
119,Cabo Verde,"11,118",+20,109,,"10,712",+36,297,23,"19,902",195,"106,093","189,912","558,642",Africa,50,"5,125",5
120,Zimbabwe,"10,912",+73,303,+9,"9,062",+90,"1,547",,730,20,"187,667","12,546","14,957,728",Africa,"1,371","49,365",80
121,Malta,"10,699",+40,157,+2,"8,641",+144,"1,901",18,"24,202",355,"450,362","1,018,771","442,064",Europe,41,"2,816",1
122,Mauritania,"9,876",+197,197,+3,"7,904",+55,"1,775",30,"2,100",42,"106,996","22,752","4,702,611",Africa,476,"23,871",44
123,Haiti,"9,399",,233,,"8,148",,"1,018",,820,20,"34,734","3,030","11,463,568",North America,"1,220","49,200",330
124,Gabon,"9,278",,60,,"9,132",,86,6,"4,126",27,"315,464","140,297","2,248,549",Africa,242,"37,476",7
125,Cuba,"8,982",+76,136,,"8,047",+50,799,12,793,12,"1,197,963","105,794","11,323,546",North America,"1,261","83,261",9
126,Syria,"8,580",+90,458,+6,"4,059",+59,"4,063",,485,26,,,"17,685,216",Asia,"2,061","38,614",
127,Guadeloupe,"8,472",+45,151,+2,"2,242",,"6,079",7,"21,172",377,"78,966","197,339","400,154",North America,47,"2,650",5
128,Réunion,"8,294",,41,,"7,729",,524,8,"9,235",46,"48,859","54,401","898,130",Africa,108,"21,906",18
129,Belize,"8,013",+60,179,+3,"4,012",+69,"3,822",4,"19,994",447,"44,349","110,657","400,780",North America,50,"2,239",9
130,Uruguay,"7,806",+301,86,+3,"5,415",+175,"2,305",26,"2,244",25,"477,921","137,371","3,479,057",South America,446,"40,454",7
131,Bahamas,"7,579",,163,,"6,003",,"1,413",11,"19,192",413,"44,757","113,338","394,898",North America,52,"2,423",9
132,Andorra,"7,127",+43,78,,"6,367",+74,682,20,"92,175","1,009","173,151","2,239,408","77,320",Europe,11,991,0
133,Hong Kong,"7,076",+100,112,,"5,696",+70,"1,268",38,940,15,"4,382,709","582,514","7,523,788",Asia,"1,063","67,177",2
134,Trinidad and Tobago,"6,782",+7,122,,"5,996",+34,664,2,"4,839",87,"37,716","26,911","1,401,494",North America,207,"11,488",37
135,Eswatini,"6,563",+34,124,+1,"6,137",+43,302,11,"5,631",106,"63,144","54,180","1,165,448",Africa,178,"9,399",18
136,Rwanda,"6,237",+46,51,,"5,715",+19,471,,476,4,"650,668","49,701","13,091,533",Africa,"2,099","256,697",20
137,Malawi,"6,051",,186,+1,"5,482",+6,383,4,313,10,"76,759","3,968","19,344,222",Africa,"3,197","104,001",252
138,Nicaragua,"5,887",+49,162,+1,"4,225",,"1,500",,884,24,,,"6,659,174",North America,"1,131","41,106",
139,Congo,"5,774",,94,,"4,988",,692,,"1,035",17,,,"5,577,031",Africa,966,"59,330",
140,Djibouti,"5,714",+6,61,,"5,597",+1,56,,"5,747",61,"94,015","94,554","994,296",Africa,174,"16,300",11
141,Guyana,"5,700",+3,154,,"4,870",+91,676,4,"7,231",195,"32,397","41,101","788,230",South America,138,"5,118",24
142,Martinique,"5,520",,41,,98,,"5,381",9,"14,715",109,"65,748","175,264","375,136",North America,68,"9,150",6
143,Iceland,"5,506",+10,28,+1,"5,292",+20,186,3,"16,089",82,"401,246","1,172,480","342,220",Europe,62,"12,222",1
144,Mali,"5,442",+152,180,+5,"3,416",+39,"1,846",,265,9,"108,259","5,280","20,502,923",Africa,"3,768","113,905",189
145,Suriname,"5,326",+1,117,,"5,217",+3,-8,2,"9,043",199,"22,311","37,883","588,947",South America,111,"5,034",26
146,Mayotte,"5,181",,49,,"2,964",,"2,168",4,"18,794",178,"25,231","91,525","275,673",Africa,53,"5,626",11
147,Equatorial Guinea,"5,166",,85,,"5,036",,45,,"3,631",60,"71,619","50,336","1,422,825",Africa,275,"16,739",20
148,Aruba,"4,984",+18,45,,"4,827",+26,112,4,"46,594",421,"53,643","501,496","106,966",North America,21,"2,377",2
149,CAR,"4,927",+5,63,,"1,924",,"2,940",2,"1,012",13,"32,711","6,722","4,866,464",Africa,988,"77,245",149
150,Somalia,"4,579",,121,,"3,529",,929,,285,8,,,"16,085,031",Africa,"3,513","132,934",
151,Thailand,"4,126",+19,60,,"3,874",+6,192,1,59,0.9,"977,854","13,994","69,877,544",Asia,"16,936","1,164,626",71
152,Gambia,"3,776",+6,123,,"3,631",+16,22,1,"1,544",50,"26,604","10,876","2,446,032",Africa,648,"19,886",92
153,Burkina Faso,"3,469",+154,69,+1,"2,742",+21,658,,164,3,,,"21,151,339",Africa,"6,097","306,541",
154,Curaçao,"3,246",+72,8,,"1,386",+34,"1,852",17,"19,746",49,"26,109","158,824","164,390",North America,51,"20,549",6
155,South Sudan,"3,181",,62,,"3,003",+26,116,1,283,6,"62,494","5,554","11,251,379",Africa,"3,537","181,474",180
156,Togo,"3,132",+21,65,,"2,691",+14,376,,375,8,"156,333","18,693","8,363,026",Africa,"2,670","128,662",53
157,Benin,"3,073",,44,,"2,922",,107,,251,4,"353,070","28,797","12,260,793",Africa,"3,990","278,654",35
158,Guinea-Bissau,"2,444",,44,,"2,337",,63,5,"1,229",22,"33,033","16,614","1,988,206",Africa,814,"45,187",60
159,Sierra Leone,"2,428",,74,,"1,846",,508,,302,9,,,"8,047,676",Africa,"3,315","108,752",
160,Lesotho,"2,150",,44,,"1,278",,828,,"1,000",20,"26,557","12,354","2,149,735",Africa,"1,000","48,858",81
161,New Zealand,"2,085",+6,25,,"2,006",+8,54,,417,5,"1,315,201","262,930","5,002,100",Australia/Oceania,"2,399","200,084",4
162,Yemen,"2,078",,606,,"1,382",,90,23,69,20,"17,404",578,"30,111,765",Asia,"14,491","49,689","1,730"
163,Niger,"1,987",+93,79,+1,"1,239",,669,9,81,3,"47,907","1,949","24,582,524",Africa,"12,372","311,171",513
164,San Marino,"1,800",,48,,"1,438",,314,8,"52,999","1,413","19,281","567,706","33,963",Europe,19,708,2
165,Channel Islands,"1,748",+72,48,,"1,088",,612,10,"10,013",275,"199,491","1,142,763","174,569",Europe,100,"3,637",1
166,Chad,"1,729",+1,102,,"1,573",+2,54,,104,6,,,"16,629,594",Africa,"9,618","163,035",
167,Liberia,"1,676",,83,,"1,358",,235,2,328,16,"35,957","7,038","5,109,326",Africa,"3,049","61,558",142
168,Liechtenstein,"1,404",+7,19,,"1,235",,150,21,"36,777",498,"15,544","407,167","38,176",Europe,27,"2,009",2
169,Vietnam,"1,377",+10,35,,"1,224",,118,,14,0.4,"1,339,465","13,707","97,724,280",Asia,"70,969","2,792,122",73
170,Sint Maarten,"1,155",+14,26,,"1,030",+13,99,4,"26,804",603,"8,306","192,759","43,090",North America,37,"1,657",5
171,Gibraltar,"1,058",+3,5,,"1,004",+14,49,1,"31,407",148,"97,626","2,898,032","33,687",Europe,32,"6,737",0
172,Sao Tome and Principe,"1,005",+3,17,,944,+4,44,,"4,549",77,"7,498","33,937","220,936",Africa,220,"12,996",29
173,Mongolia,888,+1,,,384,,504,1,269,,"321,357","97,340","3,301,389",Asia,"3,718",,10
174,Saint Martin,801,+84,12,,675,+34,114,7,"20,563",308,"7,838","201,212","38,954",North America,49,"3,246",5
175,Turks and Caicos,756,,6,,740,,10,1,"19,411",154,"9,247","237,425","38,947",North America,52,"6,491",4
176,Taiwan,718,+2,7,,582,+8,129,,30,0.3,"112,939","4,738","23,835,877",Asia,"33,198","3,405,125",211
177,Burundi,716,+18,1,,630,,85,,59,0.08,"67,818","5,631","12,043,691",Africa,"16,821","12,043,691",178
178,Diamond Princess,712,,13,,699,,0,,,,,,,,,,
179,Papua New Guinea,684,+13,7,,601,+4,76,,76,0.8,"32,221","3,572","9,020,980",Australia/Oceania,"13,189","1,288,711",280
180,Eritrea,649,,,,517,,132,,182,,"22,647","6,347","3,567,942",Africa,"5,498",,158
181,Monaco,648,+7,3,,580,+3,65,4,"16,461",76,"51,953","1,319,776","39,365",Europe,61,"13,122",1
182,Comoros,617,+1,7,,605,+5,5,,703,8,,,"877,666",Africa,"1,422","125,381",
183,Mauritius,515,+4,10,,478,,27,,405,8,"289,552","227,509","1,272,703",Africa,"2,471","127,270",4
184,Faeroe Islands,514,+4,,,502,+1,12,,"10,502",,"172,325","3,520,789","48,945",Europe,95,,0
185,Tanzania,509,,21,,183,,305,7,8,0.3,,,"60,469,795",Africa,"118,801","2,879,514",
186,Bhutan,432,+2,,,390,+2,42,,557,,"210,037","270,896","775,343",Asia,"1,795",,4
187,Isle of Man,370,,25,,344,,1,,"4,341",293,"19,138","224,540","85,232",Europe,230,"3,409",4
188,Cambodia,350,+2,,,307,+1,43,,21,,"242,754","14,432","16,820,418",Asia,"48,058",,69
189,Bermuda,330,+24,9,,223,+1,98,1,"5,308",145,"114,257","1,837,638","62,176",North America,188,"6,908",1
190,Cayman Islands,291,+1,2,,265,+3,24,1,"4,405",30,"54,863","830,490","66,061",North America,227,"33,031",1
191,Barbados,289,+2,7,,263,+3,19,1,"1,005",24,"50,369","175,178","287,531",North America,995,"41,076",6
192,Saint Lucia,270,,2,,169,+4,99,,"1,467",11,"16,900","91,849","183,998",North America,681,"91,999",11
193,Seychelles,184,,,,168,,16,,"1,866",,"5,200","52,730","98,616",Africa,536,,19
194,Caribbean Netherlands,169,+5,3,,159,+1,7,,"6,419",114,"3,851","146,259","26,330",North America,156,"8,777",7
195,St. Barth,162,+15,1,,127,+22,34,,"16,380",101,"5,315","537,412","9,890",North America,61,"9,890",2
