#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/ 
 1M pop 
30,Pakistan,"432,327","+3,047","8,653",+50,"379,092","+4,791","44,582","2,538","1,940",39,"5,948,742","26,700","222,798,353",Asia,515,"25,748",37
31,Morocco,"394,564","+3,035","6,542",+50,"349,821","+3,887","38,201",982,"10,633",176,"4,161,069","112,139","37,106,321",Africa,94,"5,672",9
32,Switzerland,"373,831","+5,136","5,928",+104,"291,500","+3,100","76,403",450,"43,053",683,"3,019,837","347,785","8,683,055",Europe,23,"1,465",3
33,Saudi Arabia,"359,583",+168,"6,023",+11,"350,108",+236,"3,452",526,"10,257",172,"10,316,632","294,293","35,055,661",Asia,97,"5,820",3
34,Israel,"353,269",+872,"2,969",+8,"333,900",+509,"16,400",322,"38,409",323,"5,605,071","609,406","9,197,590",Asia,26,"3,098",2
35,Portugal,"340,287","+5,080","5,373",+95,"263,648","+4,100","71,266",507,"33,416",528,"4,939,014","485,014","10,183,241",Europe,30,"1,895",2
36,Sweden,"320,098",,"7,514",+18,,,,252,"31,607",742,"3,718,476","367,163","10,127,581",Europe,32,"1,348",3
37,Austria,"316,581","+2,893","4,289",+126,"273,503","+3,838","38,789",572,"35,061",475,"3,355,391","371,603","9,029,515",Europe,29,"2,105",3
38,Hungary,"271,200","+6,197","6,622",+171,"78,700","+1,338","185,878",610,"28,106",686,"2,245,483","232,711","9,649,242",Europe,36,"1,457",4
39,Serbia,"255,758","+6,534","2,227",+55,"31,536",,"221,995",319,"29,325",255,"2,000,098","229,332","8,721,414",Europe,34,"3,916",4
40,Jordan,"255,459","+2,338","3,286",+36,"209,746","+3,108","42,427",366,"24,926",321,"2,797,026","272,920","10,248,534",Asia,40,"3,119",4
41,Nepal,"246,694","+1,044","1,674",+11,"232,872","+1,271","12,148",,"8,400",57,"1,820,618","61,989","29,369,998",Asia,119,"17,545",16
42,Ecuador,"200,765",+386,"13,858",+8,"174,188",,"12,719",337,"11,303",780,"684,488","38,535","17,762,573",South America,88,"1,282",26
43,Panama,"187,779","+2,355","3,309",+22,"159,070","+1,182","25,400",172,"43,217",762,"1,034,667","238,125","4,345,053",North America,23,"1,313",4
44,Georgia,"183,099","+4,146","1,694",+37,"150,461","+2,129","30,944",,"45,939",425,"1,667,615","418,399","3,985,701",Asia,22,"2,353",2
45,UAE,"182,601","+1,196",607,+5,"162,435",+694,"19,559",,"18,363",61,"18,118,955","1,822,125","9,943,861",Asia,54,"16,382",1
46,Bulgaria,"177,665","+3,097","5,562",+157,"79,522","+4,290","92,581",588,"25,657",803,"1,058,417","152,847","6,924,666",Europe,39,"1,245",7
47,Japan,"171,542","+2,969","2,502",+37,"145,014","+2,008","24,026",554,"1,358",20,"3,945,830","31,241","126,301,048",Asia,736,"50,480",32
48,Croatia,"168,388","+4,396","2,484",+64,"140,898","+4,177","25,006",304,"41,133",607,"861,401","210,418","4,093,770",Europe,24,"1,648",5
49,Azerbaijan,"167,155","+4,381","1,840",+47,"103,550","+3,658","61,765",,"16,420",181,"1,918,866","188,491","10,180,172",Asia,61,"5,533",5
50,Belarus,"156,359","+1,967","1,246",+8,"133,930","+1,845","21,183",,"16,550",132,"3,548,306","375,565","9,447,918",Europe,60,"7,583",3
51,Dominican Republic,"152,452",+731,"2,359",+1,"118,877",+107,"31,216",231,"13,991",216,"778,887","71,479","10,896,664",North America,71,"4,619",14
52,Costa Rica,"150,947","+1,132","1,895",+13,"112,622","+2,767","36,430",232,"29,511",370,"427,104","83,501","5,114,982",North America,34,"2,699",12
53,Bolivia,"146,385",+325,"9,008",+4,"125,716",+226,"11,661",71,"12,464",767,"374,235","31,866","11,744,156",South America,80,"1,304",31
54,Armenia,"146,317","+1,077","2,445",+29,"123,474","+1,592","20,398",,"49,336",824,"542,394","182,886","2,965,742",Asia,20,"1,213",5
55,Kuwait,"145,789",+294,910,,"141,569",+310,"3,310",66,"33,914",212,"1,172,159","272,674","4,298,757",Asia,29,"4,724",4
56,Lebanon,"143,705","+1,518","1,182",+12,"97,647","+1,910","44,876",390,"21,097",174,"1,757,731","258,050","6,811,582",Asia,47,"5,763",4
57,Qatar,"140,680",+164,240,,"138,194",+161,"2,246",25,"50,103",85,"1,159,766","413,051","2,807,805",Asia,20,"11,699",2
58,Kazakhstan,"139,995",+836,"2,088",,"124,056",+841,"13,851",221,"7,416",111,"4,871,752","258,076","18,877,195",Asia,135,"9,041",4
59,Guatemala,"128,541",+755,"4,376",+31,"117,013",+571,"7,152",5,"7,116",242,"575,546","31,863","18,062,965",North America,141,"4,128",31
60,Slovakia,"127,087","+2,166","1,122",+18,"93,533","+2,078","32,432",282,"23,272",205,"1,188,116","217,570","5,460,837",Europe,43,"4,867",5
61,Oman,"125,669",,"1,463",,"117,327",,"6,879",65,"24,336",283,"571,472","110,664","5,164,012",Asia,41,"3,530",9
62,Moldova,"124,264","+1,579","2,521",+21,"106,471","+1,233","15,272",289,"30,837",626,"499,663","123,995","4,029,718",Europe,32,"1,598",8
63,Greece,"122,648","+1,395","3,472",+102,"9,989",,"109,187",583,"11,793",334,"2,557,145","245,880","10,399,955",Europe,85,"2,995",4
64,Egypt,"120,611",+464,"6,877",+23,"104,499",+218,"9,235",46,"1,169",67,"1,000,000","9,691","103,192,559",Africa,856,"15,005",103
65,Ethiopia,"115,782",+422,"1,791",+12,"91,209","+2,234","22,782",326,996,15,"1,695,106","14,585","116,222,646",Africa,"1,004","64,893",69
66,Honduras,"113,207",+415,"2,968",+7,"50,948",+60,"59,291",112,"11,349",298,"282,300","28,301","9,974,838",North America,88,"3,361",35
67,Tunisia,"109,104","+1,290","3,801",+43,"83,162",+969,"22,141",280,"9,188",320,"503,966","42,443","11,874,022",Africa,109,"3,124",24
68,Venezuela,"106,715",+435,944,+6,"101,823",+439,"3,948",35,"3,758",33,"2,337,527","82,309","28,399,444",South America,266,"30,084",12
69,Palestine,"106,622","+1,743",931,+21,"81,166","+2,451","24,525",81,"20,688",181,"760,658","147,588","5,153,923",Asia,48,"5,536",7
70,Myanmar,"105,863","+1,376","2,220",+19,"84,338","+1,525","19,305",,"1,940",41,"1,395,088","25,563","54,573,744",Asia,516,"24,583",39
71,Denmark,"103,564","+3,075",927,+9,"76,927","+1,263","25,710",48,"17,852",160,"8,365,753","1,442,025","5,801,394",Europe,56,"6,258",1
72,Bosnia and Herzegovina,"99,543",+940,"3,250",+51,"63,733","+1,141","32,560",,"30,427",993,"460,177","140,660","3,271,551",Europe,33,"1,007",7
73,Slovenia,"93,737","+1,816","1,998",+49,"70,733","+1,563","21,006",196,"45,086",961,"583,661","280,732","2,079,067",Europe,22,"1,041",4
74,Paraguay,"92,113","+1,155","1,927",+13,"65,176",+649,"25,010",150,"12,844",269,"493,080","68,753","7,171,726",South America,78,"3,722",15
75,Algeria,"91,121",+542,"2,575",+11,"59,590",+455,"28,956",46,"2,061",58,,,"44,203,367",Africa,485,"17,166",
76,Kenya,"90,978",+673,"1,582",+14,"71,579",+325,"17,817",45,"1,676",29,"960,364","17,687","54,296,347",Africa,597,"34,321",57
77,Libya,"89,880",+697,"1,278",+5,"59,839",+617,"28,763",,"13,002",185,"478,198","69,173","6,913,036",Africa,77,"5,409",14
78,Bahrain,"88,820",+188,347,,"86,867",+183,"1,606",7,"51,416",201,"2,170,286","1,256,336","1,727,472",Asia,19,"4,978",1
79,Lithuania,"86,949","+3,067",764,+29,"36,168","+1,193","50,017",178,"32,145",282,"1,387,528","512,961","2,704,938",Europe,31,"3,540",2
80,Malaysia,"80,309","+1,810",402,+6,"67,173",+937,"12,734",123,"2,467",12,"2,896,938","88,996","32,551,395",Asia,405,"80,974",11
81,Kyrgyzstan,"76,718",+327,"1,307",+1,"69,341",+447,"6,070",90,"11,673",199,"541,098","82,332","6,572,157",Asia,86,"5,028",12
82,Ireland,"75,508",+305,"2,120",+3,"23,364",,"50,024",35,"15,216",427,"2,063,450","415,810","4,962,481",Europe,66,"2,341",2
83,Uzbekistan,"74,664",+166,611,,"71,921",+181,"2,132",179,"2,216",18,"1,377,915","40,905","33,685,734",Asia,451,"55,132",24
84,Nigeria,"72,140",+796,"1,190",,"65,722",+248,"5,228",10,346,6,"833,755","4,001","208,398,523",Africa,"2,889","175,125",250
85,North Macedonia,"72,044","+1,161","2,077",+26,"48,170",+806,"21,797",138,"34,581",997,"360,216","172,904","2,083,335",Europe,29,"1,003",6
86,Singapore,"58,305",+8,29,,"58,192",+4,84,,"9,931",5,"4,834,370","823,432","5,871,002",Asia,101,"202,448",1
87,Ghana,"52,738",,326,,"51,518",,894,15,"1,682",10,"616,231","19,650","31,360,779",Africa,595,"96,199",51
88,Afghanistan,"48,826",+73,"1,949",+10,"38,266",+45,"8,611",93,"1,242",50,"166,698","4,240","39,316,803",Asia,805,"20,173",236
89,Albania,"46,863",+802,977,+12,"24,136",+527,"21,750",39,"16,292",340,"212,042","73,718","2,876,376",Europe,61,"2,944",14
90,El Salvador,"40,946",+205,"1,186",+6,"37,172",,"2,588",71,"6,298",182,"572,266","88,028","6,500,936",North America,159,"5,481",11
91,S. Korea,"40,786",+688,572,+8,"31,157",+520,"9,057",169,795,11,"3,311,213","64,560","51,289,113",Asia,"1,258","89,666",15
92,Luxembourg,"40,755",+718,392,+8,"31,678",+780,"8,685",47,"64,637",622,"1,495,056","2,371,159","630,517",Europe,15,"1,608",0
93,Montenegro,"40,546",+381,569,+3,"29,462",+408,"10,515",68,"64,553",906,"151,375","241,004","628,102",Europe,15,"1,104",4
94,Norway,"40,439",+416,387,+5,"34,463",,"5,589",31,"7,433",71,"2,421,445","445,096","5,440,276",Europe,135,"14,058",2
95,Sri Lanka,"31,375",+762,147,+1,"22,831",+570,"8,397",,"1,462",7,"971,539","45,285","21,453,689",Asia,684,"145,943",22
96,Finland,"30,073",+501,453,+11,"20,000",,"9,620",26,"5,424",82,"2,151,221","387,985","5,544,605",Europe,184,"12,240",3
97,Australia,"28,012",+12,908,,"25,665",+2,"1,439",,"1,093",35,"10,333,110","403,128","25,632,301",Australia/Oceania,915,"28,229",2
98,Uganda,"26,369",+639,220,,"9,646",+41,"16,503",,569,5,"671,376","14,477","46,375,487",Africa,"1,759","210,798",69
99,Cameroon,"25,087",+124,443,,"23,851",+507,793,50,935,17,"149,000","5,552","26,837,988",Africa,"1,070","60,582",180
100,Latvia,"24,386",+680,319,+15,"1,866",,"22,201",40,"12,994",170,"714,409","380,674","1,876,693",Europe,77,"5,883",3
101,Ivory Coast,"21,618",+28,133,,"21,234",+31,251,,811,5,"230,799","8,655","26,667,081",Africa,"1,234","200,504",116
102,Sudan,"20,844",+376,"1,340",+21,"11,855",+182,"7,649",,470,30,,,"44,302,539",Africa,"2,125","33,062",
103,Zambia,"18,161",+70,365,+1,"17,329",+22,467,,976,20,"471,542","25,337","18,610,884",Africa,"1,025","50,989",39
104,Madagascar,"17,473",,255,,"16,927",,291,16,624,9,"95,472","3,409","28,005,483",Africa,"1,603","109,825",293
105,Senegal,"16,957",+191,345,+2,"16,015",+65,597,14,"1,001",20,"242,470","14,315","16,938,719",Africa,999,"49,098",70
106,Estonia,"16,953",+355,142,+1,"10,533",+588,"6,278",24,"12,776",107,"533,515","402,065","1,326,938",Europe,78,"9,345",2
107,Mozambique,"16,680",+159,139,,"14,793",+78,"1,748",,527,4,"245,388","7,755","31,641,393",Africa,"1,897","227,636",129
108,Namibia,"16,097",+324,160,+2,"14,332",+114,"1,605",15,"6,285",62,"172,955","67,524","2,561,378",Africa,159,"16,009",15
109,Angola,"16,061",+136,365,+3,"8,798",+119,"6,898",14,482,11,"171,247","5,140","33,315,528",Africa,"2,074","91,275",195
110,French Polynesia,"15,618",+83,91,,"4,842",,"10,685",25,"55,454",323,"26,355","93,578","281,638",Australia/Oceania,18,"3,095",11
111,DRC,"14,170",+173,350,,"12,208",,"1,612",,156,4,,,"90,758,727",Africa,"6,405","259,311",
112,Cyprus,"13,649",,70,,"2,057",,"11,522",20,"11,268",58,"651,431","537,792","1,211,307",Asia,89,"17,304",2
113,Guinea,"13,398",+30,79,,"12,626",+28,693,24,"1,008",6,"84,951","6,392","13,289,938",Africa,992,"168,227",156
114,Maldives,"13,326",+18,48,+1,"12,640",+19,638,12,"24,461",88,"265,469","487,294","544,782",Asia,41,"11,350",2
115,Tajikistan,"12,588",,88,,"12,009",,491,,"1,307",9,,,"9,632,569",Asia,765,"109,461",
116,Botswana,"12,501",,37,,"9,940",,"2,524",1,"5,269",16,"470,387","198,249","2,372,712",Africa,190,"64,127",5
117,French Guiana,"11,755",+78,71,,"9,995",,"1,689",,"38,911",235,"88,135","291,740","302,101",South America,26,"4,255",3
118,Jamaica,"11,509",+66,270,,"7,667",+145,"3,572",9,"3,879",91,"123,577","41,651","2,966,988",North America,258,"10,989",24
119,Cabo Verde,"11,262",+59,110,+1,"10,894",+58,258,23,"20,158",197,"106,885","191,313","558,691",Africa,50,"5,079",5
120,Zimbabwe,"11,162",+81,306,+1,"9,324",+71,"1,532",,746,20,"189,370","12,659","14,959,503",Africa,"1,340","48,887",79
121,Malta,"10,980",+96,166,+2,"8,935",+87,"1,879",18,"24,838",376,"458,737","1,037,695","442,073",Europe,40,"2,663",1
122,Mauritania,"10,501",+233,210,,"7,957",,"2,334",37,"2,233",45,"108,500","23,067","4,703,616",Africa,448,"22,398",43
123,Haiti,"9,465",+31,233,,"8,214",+44,"1,018",,826,20,"34,734","3,030","11,464,707",North America,"1,211","49,205",330
124,Gabon,"9,330",+30,63,+1,"9,182",+27,85,5,"4,149",28,"329,481","146,502","2,248,980",Africa,241,"35,698",7
125,Cuba,"9,267",+86,136,,"8,290",+78,841,10,818,12,"1,229,513","108,581","11,323,490",North America,"1,222","83,261",9
126,Belize,"8,965",+160,185,+2,"4,219",+78,"4,561",4,"22,366",462,"47,715","119,038","400,839",North America,45,"2,167",8
127,Syria,"8,911",+124,491,+15,"4,243",+69,"4,177",,504,28,,,"17,688,711",Asia,"1,985","36,026",
128,Uruguay,"8,849",+362,90,,"5,941",+194,"2,818",37,"2,543",26,"496,704","142,766","3,479,156",South America,393,"38,657",7
129,Guadeloupe,"8,472",,151,,"2,242",,"6,079",7,"21,172",377,"78,966","197,339","400,155",North America,47,"2,650",5
130,Réunion,"8,431",+86,41,,"8,037",+308,353,8,"9,387",46,"48,859","54,398","898,183",Africa,107,"21,907",18
131,Bahamas,"7,623",,163,,"6,043",,"1,417",1,"19,302",413,"45,657","115,608","394,929",North America,52,"2,423",9
132,Hong Kong,"7,378",+86,114,,"5,996",+96,"1,268",44,981,15,"4,656,410","618,851","7,524,286",Asia,"1,020","66,003",2
133,Andorra,"7,236",+46,78,,"6,598",+93,560,17,"93,584","1,009","173,151","2,239,379","77,321",Europe,11,991,0
134,Trinidad and Tobago,"6,852",+19,122,,"6,103",+43,627,2,"4,889",87,"38,252","27,293","1,401,531",North America,205,"11,488",37
135,Eswatini,"6,685",+52,126,,"6,279",+58,280,11,"5,736",108,"63,144","54,175","1,165,546",Africa,174,"9,250",18
136,Rwanda,"6,428",+79,54,+1,"5,826",+37,548,,491,4,"661,637","50,529","13,094,172",Africa,"2,037","242,485",20
137,Malawi,"6,055",+4,186,,"5,490",+3,379,4,313,10,"78,389","4,051","19,348,287",Africa,"3,195","104,023",247
138,Congo,"6,049",,99,,"4,988",,962,,"1,084",18,,,"5,578,148",Africa,922,"56,345",
139,Nicaragua,"5,887",,162,,"4,225",,"1,500",,884,24,,,"6,659,819",North America,"1,131","41,110",
140,Guyana,"5,839",+28,154,,"4,944",+19,741,6,"7,407",195,"33,350","42,308","788,261",South America,135,"5,119",24
141,Djibouti,"5,721",+4,61,,"5,608",+3,52,,"5,753",61,"94,951","95,484","994,413",Africa,174,"16,302",10
142,Mali,"5,649",+73,185,+1,"3,537",+35,"1,927",,275,9,"112,030","5,463","20,507,723",Africa,"3,630","110,853",183
143,Martinique,"5,575",,42,,98,,"5,435",10,"14,861",112,"67,378","179,611","375,133",North America,67,"8,932",6
144,Mayotte,"5,551",+52,52,+1,"2,964",,"2,535",4,"20,132",189,"28,914","104,865","275,727",Africa,50,"5,302",10
145,Iceland,"5,539",+15,28,,"5,323",+10,188,3,"16,185",82,"405,047","1,183,521","342,239",Europe,62,"12,223",1
146,Suriname,"5,339",+2,117,,"5,220",+2,2,2,"9,065",199,"22,561","38,305","588,990",South America,110,"5,034",26
147,Equatorial Guinea,"5,183",,85,,"5,048",,50,,"3,642",60,"72,105","50,664","1,423,205",Africa,275,"16,744",20
148,Aruba,"5,031",+20,46,,"4,879",+14,106,4,"47,032",430,"54,861","512,863","106,970",North America,21,"2,325",2
149,CAR,"4,936",+9,63,,"1,924",,"2,949",2,"1,014",13,"32,711","6,721","4,867,154",Africa,986,"77,256",149
150,Somalia,"4,579",,121,,"3,529",,929,,285,8,,,"16,088,679",Africa,"3,514","132,964",
151,Thailand,"4,180",+11,60,,"3,903",+15,217,1,60,0.9,"977,854","13,994","69,878,976",Asia,"16,717","1,164,650",71
152,Gambia,"3,779",,123,,"3,645",,11,1,"1,545",50,"26,851","10,975","2,446,590",Africa,647,"19,891",91
153,Burkina Faso,"3,579",,69,,"2,792",,718,,169,3,,,"21,156,054",Africa,"5,911","306,609",
154,Curaçao,"3,501",+97,10,+2,"1,638",+70,"1,853",14,"21,296",61,"27,708","168,545","164,395",North America,47,"16,440",6
155,Togo,"3,202",+20,66,,"2,726",+12,410,,383,8,"158,810","18,986","8,364,621",Africa,"2,612","126,737",53
156,South Sudan,"3,181",,62,,"3,003",,116,1,283,6,"62,494","5,554","11,252,454",Africa,"3,537","181,491",180
157,Benin,"3,090",,44,,"2,972",,74,,252,4,"360,194","29,371","12,263,404",Africa,"3,969","278,714",34
158,Guinea-Bissau,"2,444",,44,,"2,337",,63,5,"1,229",22,"33,033","16,611","1,988,589",Africa,814,"45,195",60
159,Sierra Leone,"2,438",+3,75,+1,"1,850",+3,513,,303,9,,,"8,049,008",Africa,"3,301","107,320",
160,Lesotho,"2,214",+36,44,,"1,302",+19,868,,"1,030",20,"27,791","12,927","2,149,874",Africa,971,"48,861",77
161,Niger,"2,160",+34,80,,"1,269",+20,811,9,88,3,"50,488","2,053","24,589,750",Africa,"11,384","307,372",487
162,New Zealand,"2,092",+4,25,,"2,010",+2,57,,418,5,"1,332,470","266,382","5,002,100",Australia/Oceania,"2,391","200,084",4
163,Yemen,"2,082",+1,606,,"1,383",,93,23,69,20,"17,404",578,"30,117,161",Asia,"14,465","49,698","1,730"
164,Channel Islands,"1,926",+82,48,,"1,088",,790,10,"11,032",275,"199,491","1,142,678","174,582",Europe,91,"3,637",1
165,San Marino,"1,908",+40,50,+1,"1,555",+31,303,5,"56,179","1,472","20,986","617,908","33,963",Europe,18,679,2
166,Chad,"1,745",+6,102,,"1,595",+8,48,,105,6,,,"16,633,473",Africa,"9,532","163,073",
167,Liberia,"1,676",,83,,"1,358",,235,2,328,16,"35,957","7,036","5,110,303",Africa,"3,049","61,570",142
168,Liechtenstein,"1,466",+25,20,+1,"1,296",+14,150,21,"38,400",524,"15,808","414,071","38,177",Europe,26,"1,909",2
169,Vietnam,"1,391",+6,35,,"1,238",+13,118,,14,0.4,"1,339,465","13,706","97,731,452",Asia,"70,260","2,792,327",73
170,Sint Maarten,"1,201",+16,26,,"1,058",+11,117,4,"27,869",603,"8,306","192,741","43,094",North America,36,"1,657",5
171,Gibraltar,"1,070",+1,5,,"1,022",+7,43,1,"31,764",148,"100,831","2,993,261","33,686",Europe,31,"6,737",0
172,Sao Tome and Principe,"1,009",,17,,947,+1,45,,"4,566",77,"7,498","33,932","220,969",Africa,219,"12,998",29
173,Mongolia,905,+7,,,384,,521,6,274,,"387,484","117,355","3,301,822",Asia,"3,648",,9
174,Saint Martin,801,,12,,675,,114,7,"20,560",308,"7,838","201,181","38,960",North America,49,"3,247",5
175,Turks and Caicos,769,+1,6,,741,+1,22,1,"19,743",154,"10,461","268,568","38,951",North America,51,"6,492",4
176,Taiwan,725,+1,7,,595,+5,123,,30,0.3,"113,962","4,781","23,836,229",Asia,"32,878","3,405,176",209
177,Burundi,723,+3,1,,640,+10,82,,60,0.08,"67,818","5,630","12,046,606",Africa,"16,662","12,046,606",178
178,Papua New Guinea,720,+36,8,+1,601,,111,,80,0.9,"32,221","3,571","9,022,371",Australia/Oceania,"12,531","1,127,796",280
179,Diamond Princess,712,,13,,699,,0,,,,,,,,,,
180,Monaco,659,+2,3,,594,+3,62,4,"16,740",76,"51,953","1,319,709","39,367",Europe,60,"13,122",1
181,Eritrea,656,,,,525,,131,,184,,"22,647","6,347","3,568,345",Africa,"5,440",,158
182,Comoros,617,,7,,605,,5,,703,8,,,"877,818",Africa,"1,423","125,403",
183,Faeroe Islands,520,+1,,,503,,17,,"10,624",,"174,579","3,566,695","48,947",Europe,94,,0
184,Mauritius,515,,10,,478,,27,,405,8,"289,552","227,506","1,272,721",Africa,"2,471","127,272",4
185,Tanzania,509,,21,,183,,305,7,8,0.3,,,"60,483,797",Africa,"118,829","2,880,181",
186,Bhutan,434,+1,,,395,,39,,560,,"214,334","276,413","775,413",Asia,"1,787",,4
187,Bermuda,391,+27,9,,233,+4,149,2,"6,289",145,"117,415","1,888,490","62,174",North America,159,"6,908",1
188,Isle of Man,370,,25,,344,,1,,"4,341",293,"19,325","226,726","85,235",Europe,230,"3,409",4
189,Cambodia,357,+1,,,307,,50,,21,,"242,754","14,430","16,822,315",Asia,"47,121",,69
190,Cayman Islands,298,,2,,267,,29,1,"4,511",30,"55,584","841,328","66,067",North America,222,"33,034",1
191,Barbados,292,+1,7,,269,,16,1,"1,016",24,"52,861","183,843","287,534",North America,985,"41,076",5
192,Saint Lucia,274,+3,4,+1,186,+9,84,,"1,489",22,"17,231","93,644","184,005",North America,672,"46,001",11
193,Seychelles,187,+3,,,182,+14,5,,"1,896",,"5,200","52,727","98,621",Africa,527,,19
194,Caribbean Netherlands,172,,3,,160,,9,,"6,532",114,"3,873","147,083","26,332",North America,153,"8,777",7
195,St. Barth,162,,1,,127,,34,,"16,379",101,"5,315","537,357","9,891",North America,61,"9,891",2
