#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/ 
 1M pop 
65,Ethiopia,"114,834",+568,"1,769",+3,"87,244","+2,296","25,821",326,988,15,"1,683,558","14,488","116,207,038",Africa,"1,012","65,691",69
66,Honduras,"112,175",+468,"2,952",+2,"50,344",+563,"58,879",121,"11,247",296,"277,350","27,807","9,973,976",North America,89,"3,379",36
67,Tunisia,"106,856","+1,411","3,717",+49,"81,204","+1,122","21,935",276,"9,000",313,"495,913","41,767","11,873,347",Africa,111,"3,194",24
68,Venezuela,"105,852",+468,933,+5,"100,952",+476,"3,967",117,"3,727",33,"2,331,439","82,093","28,399,883",South America,268,"30,439",12
69,Myanmar,"103,166","+1,427","2,174",+23,"81,715",+989,"19,277",,"1,890",40,"1,351,918","24,773","54,571,754",Asia,529,"25,102",40
70,Palestine,"102,992","+1,883",890,+23,"76,893","+1,636","25,209",85,"19,986",173,"748,008","145,152","5,153,273",Asia,50,"5,790",7
71,Denmark,"97,357","+2,558",904,+3,"74,367","+1,315","22,086",39,"16,782",156,"8,145,175","1,404,030","5,801,283",Europe,60,"6,417",1
72,Bosnia and Herzegovina,"97,317","+1,296","3,151",+70,"61,322","+1,103","32,844",,"29,745",963,"452,838","138,412","3,271,662",Europe,34,"1,038",7
73,Paraguay,"90,146",+725,"1,901",+14,"63,891",+648,"24,354",149,"12,570",265,"485,100","67,645","7,171,248",South America,80,"3,772",15
74,Slovenia,"90,073","+2,137","1,900",+38,"67,437","+2,197","20,736",198,"43,324",914,"570,798","274,545","2,079,066",Europe,23,"1,094",4
75,Algeria,"90,014",+598,"2,554",+15,"58,146",,"29,314",46,"2,037",58,,,"44,199,034",Africa,491,"17,306",
76,Kenya,"89,661",+561,"1,552",+7,"70,194",+355,"17,915",71,"1,652",29,"938,936","17,295","54,289,859",Africa,606,"34,981",58
77,Libya,"88,522",+536,"1,261",+6,"58,578",+741,"28,683",,"12,806",182,"470,005","67,993","6,912,525",Africa,78,"5,482",15
78,Bahrain,"88,495",+201,347,+4,"86,518",+170,"1,630",6,"51,238",201,"2,149,366","1,244,460","1,727,147",Asia,20,"4,977",1
79,Lithuania,"80,553","+3,125",704,+31,"33,708","+1,309","46,141",161,"29,778",260,"1,357,723","501,904","2,705,144",Europe,34,"3,843",2
80,Malaysia,"76,265",+959,393,+5,"65,124","+1,068","10,748",127,"2,343",12,"2,851,220","87,597","32,549,129",Asia,427,"82,822",11
81,Kyrgyzstan,"76,012",+322,"1,303",+2,"68,367",+494,"6,342",106,"11,567",198,"533,736","81,219","6,571,568",Asia,86,"5,043",12
82,Ireland,"74,900",+218,"2,102",+5,"23,364",,"49,434",38,"15,094",424,"2,063,450","415,835","4,962,180",Europe,66,"2,361",2
83,Uzbekistan,"74,352",+146,611,,"71,609",+127,"2,132",179,"2,207",18,"1,377,915","40,908","33,683,082",Asia,453,"55,128",24
84,Nigeria,"70,669",+474,"1,184",+2,"65,242",+132,"4,243",10,339,6,"817,913","3,925","208,370,519",Africa,"2,949","175,989",255
85,North Macedonia,"69,954",+502,"2,023",+46,"46,352",+731,"21,579",138,"33,578",971,"354,205","170,018","2,083,336",Europe,30,"1,030",6
86,Singapore,"58,291",+6,29,,"58,182",+6,80,,"9,929",5,"4,834,370","823,467","5,870,751",Asia,101,"202,440",1
87,Ghana,"52,622",+122,326,,"51,424",+105,872,19,"1,678",10,"613,831","19,575","31,357,228",Africa,596,"96,188",51
88,Afghanistan,"48,540",+174,"1,921",+13,"38,150",+117,"8,469",93,"1,235",49,"164,062","4,173","39,312,001",Asia,810,"20,464",240
89,Albania,"45,188",+752,951,+15,"23,072",+545,"21,165",38,"15,710",331,"206,724","71,869","2,876,393",Europe,64,"3,025",14
90,El Salvador,"40,741",+190,"1,174",+6,"37,172",+221,"2,395",71,"6,267",181,"572,266","88,031","6,500,757",North America,160,"5,537",11
91,Montenegro,"39,607",+454,556,+7,"28,461",+409,"10,590",68,"63,058",885,"148,056","235,720","628,101",Europe,16,"1,130",4
92,Luxembourg,"39,557",+693,375,+6,"29,792",,"9,390",43,"62,743",595,"1,467,410","2,327,519","630,461",Europe,16,"1,681",0
93,Norway,"39,525",+362,361,,"34,463","+7,049","4,701",34,"7,266",66,"2,421,445","445,115","5,440,045",Europe,138,"15,069",2
94,S. Korea,"39,416",+670,556,+4,"30,177",+527,"8,683",149,769,11,"3,253,220","63,429","51,288,872",Asia,"1,301","92,246",16
95,Sri Lanka,"30,072",+694,144,+2,"21,800",+542,"8,128",,"1,402",7,"941,468","43,885","21,453,199",Asia,713,"148,981",23
96,Finland,"28,732",+490,433,+9,"18,100",,"10,199",27,"5,182",78,"2,111,412","380,808","5,544,558",Europe,193,"12,805",3
97,Australia,"27,993",+6,908,,"25,657",+11,"1,428",,"1,092",35,"10,265,843","400,529","25,630,685",Australia/Oceania,916,"28,228",2
98,Uganda,"25,059","+1,859",219,+12,"9,510",+136,"15,330",,540,5,"660,758","14,250","46,367,555",Africa,"1,850","211,724",70
99,Cameroon,"24,963",+211,443,,"23,344",,"1,176",52,930,17,"149,000","5,553","26,834,366",Africa,"1,075","60,574",180
100,Latvia,"22,816",+712,293,+5,"1,866",,"20,657",42,"12,157",156,"694,411","369,996","1,876,806",Europe,82,"6,405",3
101,Ivory Coast,"21,547",+34,133,+1,"21,176",+15,238,,808,5,"227,882","8,547","26,663,501",Africa,"1,237","200,477",117
102,Sudan,"20,296",+212,"1,309",+2,"11,513",+169,"7,474",,458,30,,,"44,296,929",Africa,"2,183","33,840",
103,Zambia,"18,062",+99,364,,"17,295",+27,403,,971,20,"461,773","24,816","18,608,060",Africa,"1,030","51,121",40
104,Madagascar,"17,473",,255,,"16,927",,291,16,624,9,"95,472","3,410","28,001,580",Africa,"1,603","109,810",293
105,Senegal,"16,665",+69,341,+1,"15,904",+40,420,10,984,20,"239,789","14,158","16,936,300",Africa,"1,016","49,667",71
106,Mozambique,"16,440",+67,138,+2,"14,684",+247,"1,618",,520,4,"241,226","7,625","31,636,589",Africa,"1,924","229,251",131
107,Estonia,"16,054",+547,139,+2,"9,860",+414,"6,055",26,"12,099",105,"524,270","395,099","1,326,933",Europe,83,"9,546",3
108,Angola,"15,804",+75,358,+3,"8,579",+109,"6,867",14,474,11,"171,247","5,141","33,309,915",Africa,"2,108","93,044",195
109,Namibia,"15,472",+174,155,+2,"14,195",+191,"1,122",10,"6,041",61,"168,805","65,910","2,561,127",Africa,166,"16,523",15
110,French Polynesia,"15,411",+79,90,+4,"4,842",,"10,479",25,"54,721",320,"26,355","93,580","281,630",Australia/Oceania,18,"3,129",11
111,DRC,"13,843",+93,350,+6,"12,208",+149,"1,285",,153,4,,,"90,743,781",Africa,"6,555","259,268",
112,Guinea,"13,325",+61,79,,"12,548",+83,698,24,"1,003",6,"82,528","6,211","13,287,984",Africa,997,"168,202",161
113,Cyprus,"13,286",,68,,"2,057",,"11,161",20,"10,969",56,"639,047","527,589","1,211,259",Asia,91,"17,813",2
114,Maldives,"13,274",+26,47,,"12,591",+104,636,12,"24,368",86,"261,047","479,223","544,730",Asia,41,"11,590",2
115,Tajikistan,"12,551",+40,88,,"11,968",+42,495,,"1,303",9,,,"9,631,396",Asia,767,"109,448",
116,Botswana,"12,058",,36,,"9,400",,"2,622",1,"5,083",15,"455,040","191,802","2,372,452",Africa,197,"65,901",5
117,French Guiana,"11,600",+87,71,,"9,995",,"1,534",,"38,403",235,"87,120","288,420","302,059",South America,26,"4,254",3
118,Jamaica,"11,369",+98,266,+1,"7,390",+98,"3,713",7,"3,832",90,"122,186","41,183","2,966,917",North America,261,"11,154",24
119,Cabo Verde,"11,192",+74,109,,"10,760",+48,323,23,"20,034",195,"106,553","190,730","558,658",Africa,50,"5,125",5
120,Zimbabwe,"11,007",+95,304,+1,"9,147",+85,"1,556",,736,20,"187,667","12,546","14,958,320",Africa,"1,359","49,205",80
121,Malta,"10,778",+79,160,+3,"8,720",+79,"1,898",18,"24,381",362,"453,271","1,025,345","442,067",Europe,41,"2,763",1
122,Mauritania,"10,105",+229,202,+5,"7,925",+21,"1,978",37,"2,149",43,"106,996","22,751","4,702,946",Africa,465,"23,282",44
123,Haiti,"9,434",+35,233,,"8,170",+22,"1,031",,823,20,"34,734","3,030","11,463,948",North America,"1,215","49,201",330
124,Gabon,"9,300",+22,62,+2,"9,155",+23,83,9,"4,136",28,"322,361","143,355","2,248,693",Africa,242,"36,269",7
125,Cuba,"9,106",+124,136,,"8,137",+90,833,11,804,12,"1,197,963","105,794","11,323,528",North America,"1,244","83,261",9
126,Syria,"8,675",+95,465,+7,"4,114",+55,"4,096",,490,26,,,"17,686,381",Asia,"2,039","38,035",
127,Belize,"8,519",+506,183,+4,"4,075",+63,"4,261",4,"21,255",457,"45,712","114,052","400,800",North America,47,"2,190",9
128,Guadeloupe,"8,472",,151,,"2,242",,"6,079",7,"21,172",377,"78,966","197,339","400,155",North America,47,"2,650",5
129,Réunion,"8,345",+51,41,,"7,729",,575,8,"9,291",46,"48,859","54,400","898,148",Africa,108,"21,906",18
130,Uruguay,"8,104",+298,87,+1,"5,564",+149,"2,453",28,"2,329",25,"484,274","139,196","3,479,090",South America,429,"39,990",7
131,Bahamas,"7,585",+6,163,,"6,032",+29,"1,390",11,"19,207",413,"45,112","114,234","394,908",North America,52,"2,423",9
132,Hong Kong,"7,180",+104,114,+2,"5,783",+87,"1,283",39,954,15,"4,382,709","582,501","7,523,954",Asia,"1,048","66,000",2
133,Andorra,"7,162",+35,78,,"6,452",+85,632,20,"92,628","1,009","173,151","2,239,408","77,320",Europe,11,991,0
134,Trinidad and Tobago,"6,808",+26,122,,"6,036",+40,650,2,"4,858",87,"37,942","27,072","1,401,506",North America,206,"11,488",37
135,Eswatini,"6,612",+49,125,+1,"6,175",+38,312,11,"5,673",107,"63,144","54,178","1,165,481",Africa,176,"9,324",18
136,Rwanda,"6,278",+41,53,+2,"5,715",,510,,480,4,"654,322","49,977","13,092,413",Africa,"2,085","247,027",20
137,Malawi,"6,051",,186,,"5,487",+5,378,4,313,10,"77,323","3,997","19,345,577",Africa,"3,197","104,008",250
138,Congo,"6,049",+275,99,+5,"4,988",,962,,"1,085",18,,,"5,577,404",Africa,922,"56,337",
139,Nicaragua,"5,887",,162,,"4,225",,"1,500",,884,24,,,"6,659,389",North America,"1,131","41,107",
140,Guyana,"5,732",+32,154,,"4,888",+18,690,5,"7,272",195,"32,782","41,589","788,240",South America,138,"5,118",24
141,Djibouti,"5,717",+3,61,,"5,599",+2,57,,"5,750",61,"94,295","94,832","994,335",Africa,174,"16,301",11
142,Martinique,"5,575",+55,42,+1,98,,"5,435",10,"14,861",112,"67,378","179,610","375,135",North America,67,"8,932",6
143,Iceland,"5,516",+10,28,,"5,302",+10,186,3,"16,118",82,"402,484","1,176,073","342,227",Europe,62,"12,222",1
144,Mayotte,"5,499",+318,51,+2,"2,964",,"2,484",4,"19,946",185,"27,129","98,404","275,691",Africa,50,"5,406",10
145,Mali,"5,469",+27,181,+1,"3,454",+38,"1,834",,267,9,"108,259","5,280","20,504,523",Africa,"3,749","113,285",189
146,Suriname,"5,333",+7,117,,"5,217",,-1,2,"9,055",199,"22,391","38,018","588,961",South America,110,"5,034",26
147,Equatorial Guinea,"5,183",+17,85,,"5,048",+12,50,,"3,642",60,"72,105","50,673","1,422,952",Africa,275,"16,741",20
148,Aruba,"4,996",+12,45,,"4,856",+29,95,4,"46,706",421,"53,920","504,076","106,968",North America,21,"2,377",2
149,CAR,"4,927",,63,,"1,924",,"2,940",2,"1,012",13,"32,711","6,721","4,866,694",Africa,988,"77,249",149
150,Somalia,"4,579",,121,,"3,529",,929,,285,8,,,"16,086,247",Africa,"3,513","132,944",
151,Thailand,"4,151",+25,60,,"3,880",+6,211,1,59,0.9,"977,854","13,994","69,878,022",Asia,"16,834","1,164,634",71
152,Gambia,"3,776",,123,,"3,631",,22,1,"1,544",50,"26,604","10,876","2,446,218",Africa,648,"19,888",92
153,Burkina Faso,"3,469",,69,,"2,742",,658,,164,3,,,"21,152,911",Africa,"6,098","306,564",
154,Curaçao,"3,325",+79,8,,"1,488",+102,"1,829",18,"20,226",49,"26,604","161,833","164,392",North America,49,"20,549",6
155,South Sudan,"3,181",,62,,"3,003",,116,1,283,6,"62,494","5,554","11,251,738",Africa,"3,537","181,480",180
156,Togo,"3,151",+19,65,,"2,699",+8,387,,377,8,"157,074","18,781","8,363,558",Africa,"2,654","128,670",53
157,Benin,"3,090",+17,44,,"2,972",+50,74,,252,4,"360,194","29,376","12,261,663",Africa,"3,968","278,674",34
158,Guinea-Bissau,"2,444",,44,,"2,337",,63,5,"1,229",22,"33,033","16,613","1,988,334",Africa,814,"45,189",60
159,Sierra Leone,"2,434",+6,74,,"1,847",+1,513,,302,9,,,"8,048,120",Africa,"3,307","108,758",
160,Lesotho,"2,164",+14,44,,"1,283",+5,837,,"1,007",20,"27,017","12,567","2,149,781",Africa,993,"48,859",80
161,New Zealand,"2,088",+3,25,,"2,008",+2,55,,417,5,"1,321,598","264,209","5,002,100",Australia/Oceania,"2,396","200,084",4
162,Yemen,"2,079",+1,606,,"1,383",+1,90,23,69,20,"17,404",578,"30,113,564",Asia,"14,485","49,692","1,730"
163,Niger,"2,078",+91,79,,"1,241",+2,758,9,85,3,"50,488","2,054","24,584,933",Africa,"11,831","311,202",487
164,San Marino,"1,834",+34,49,+1,"1,492",+54,293,7,"54,000","1,443","19,775","582,251","33,963",Europe,19,693,2
165,Channel Islands,"1,786",+38,48,,"1,088",,650,10,"10,231",275,"199,491","1,142,737","174,573",Europe,98,"3,637",1
166,Chad,"1,732",+3,102,,"1,581",+8,49,,104,6,,,"16,630,887",Africa,"9,602","163,048",
167,Liberia,"1,676",,83,,"1,358",,235,2,328,16,"35,957","7,037","5,109,652",Africa,"3,049","61,562",142
168,Liechtenstein,"1,432",+28,19,,"1,270",+35,143,20,"37,509",498,"15,735","412,159","38,177",Europe,27,"2,009",2
169,Vietnam,"1,381",+4,35,,"1,225",+1,121,,14,0.4,"1,339,465","13,706","97,726,671",Asia,"70,765","2,792,191",73
170,Sint Maarten,"1,161",+6,26,,"1,041",+11,94,4,"26,943",603,"8,306","192,755","43,091",North America,37,"1,657",5
171,Gibraltar,"1,065",+7,5,,"1,009",+5,51,1,"31,615",148,"98,775","2,932,140","33,687",Europe,32,"6,737",0
172,Sao Tome and Principe,"1,005",,17,,946,+2,42,,"4,549",77,"7,498","33,936","220,947",Africa,220,"12,997",29
173,Mongolia,893,+5,,,384,,509,6,270,,"345,381","104,612","3,301,533",Asia,"3,697",,10
174,Saint Martin,801,,12,,675,,114,7,"20,562",308,"7,838","201,201","38,956",North America,49,"3,246",5
175,Turks and Caicos,761,+5,6,,740,,15,1,"19,539",154,"9,877","253,595","38,948",North America,51,"6,491",4
176,Taiwan,720,+2,7,,582,,131,,30,0.3,"112,939","4,738","23,835,994",Asia,"33,106","3,405,142",211
177,Burundi,720,+4,1,,630,,89,,60,0.08,"67,818","5,631","12,044,663",Africa,"16,729","12,044,663",178
178,Diamond Princess,712,,13,,699,,0,,,,,,,,,,
179,Papua New Guinea,684,,7,,601,,76,,76,0.8,"32,221","3,572","9,021,444",Australia/Oceania,"13,189","1,288,778",280
180,Monaco,655,+7,3,,585,+5,67,4,"16,639",76,"51,953","1,319,776","39,365",Europe,60,"13,122",1
181,Eritrea,649,,,,517,,132,,182,,"22,647","6,347","3,568,076",Africa,"5,498",,158
182,Comoros,617,,7,,605,,5,,703,8,,,"877,717",Africa,"1,423","125,388",
183,Faeroe Islands,519,+5,,,503,+1,16,,"10,604",,"172,978","3,534,058","48,946",Europe,94,,0
184,Mauritius,515,,10,,478,,27,,405,8,"289,552","227,508","1,272,709",Africa,"2,471","127,271",4
185,Tanzania,509,,21,,183,,305,7,8,0.3,,,"60,474,462",Africa,"118,810","2,879,736",
186,Bhutan,433,+1,,,393,+3,40,,558,,"212,537","274,112","775,366",Asia,"1,791",,4
187,Isle of Man,370,,25,,344,,1,,"4,341",293,"19,138","224,537","85,233",Europe,230,"3,409",4
188,Cambodia,354,+4,,,307,,47,,21,,"242,754","14,432","16,821,050",Asia,"47,517",,69
189,Bermuda,340,+10,9,,228,+5,103,1,"5,468",145,"115,019","1,849,924","62,175",North America,183,"6,908",1
190,Cayman Islands,292,+1,2,,266,+1,24,1,"4,420",30,"55,240","836,172","66,063",North America,226,"33,032",1
191,Barbados,290,+1,7,,264,+1,19,1,"1,009",24,"50,986","177,323","287,532",North America,991,"41,076",6
192,Saint Lucia,271,+1,3,+1,177,+8,91,,"1,473",16,"17,063","92,734","184,000",North America,679,"61,333",11
193,Seychelles,184,,,,168,,16,,"1,866",,"5,200","52,729","98,617",Africa,536,,19
194,Caribbean Netherlands,172,+3,3,,160,+1,9,,"6,532",114,"3,873","147,089","26,331",North America,153,"8,777",7
