#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/ 
 1M pop 
26,Romania,"539,107","+7,067","12,948",+127,"434,679","+8,863","91,480","1,288","28,108",675,"4,356,567","227,144","19,179,736",Europe,36,"1,481",4
27,Bangladesh,"485,965","+1,861","6,967",+37,"410,452","+4,486","68,546",,"2,938",42,"2,927,929","17,700","165,420,299",Asia,340,"23,743",56
28,Philippines,"445,535","+1,378","8,701",+24,"409,056",+131,"27,778","1,401","4,042",79,"6,122,123","55,540","110,228,861",Asia,247,"12,669",18
29,Canada,"442,069","+6,739","13,109",+126,"355,735","+5,724","73,225",530,"11,667",346,"12,317,829","325,097","37,889,723",North America,86,"2,890",3
30,Pakistan,"429,280","+3,138","8,603",+56,"374,301","+2,030","46,376","2,575","1,927",39,"5,906,146","26,510","222,786,615",Asia,519,"25,896",38
31,Morocco,"391,529","+3,345","6,492",+65,"345,934","+4,249","39,103",965,"10,552",175,"4,141,842","111,625","37,105,126",Africa,95,"5,716",9
32,Switzerland,"368,695","+5,041","5,824",+114,"288,400","+5,400","74,471",449,"42,462",671,"2,985,976","343,892","8,682,882",Europe,24,"1,491",3
33,Saudi Arabia,"359,415",+141,"6,012",+10,"349,872",+248,"3,531",537,"10,253",172,"10,032,199","286,191","35,054,178",Asia,98,"5,831",3
34,Israel,"352,397","+2,126","2,961",+27,"333,391","+1,302","16,045",316,"38,314",322,"5,605,071","609,406","9,197,590",Asia,26,"3,106",2
35,Portugal,"335,207","+3,134","5,278",+86,"259,548","+4,848","70,381",509,"32,917",518,"4,899,189","481,099","10,183,322",Europe,30,"1,929",2
36,Sweden,"320,098","+6,051","7,496",+7,,,,252,"31,607",740,"3,718,476","367,170","10,127,409",Europe,32,"1,351",3
37,Austria,"313,688","+2,686","4,163",+107,"269,665","+3,850","39,860",585,"34,741",461,"3,329,997","368,796","9,029,375",Europe,29,"2,169",3
38,Hungary,"265,003","+5,415","6,451",+171,"77,362","+1,092","181,190",645,"27,463",669,"2,216,880","229,745","9,649,309",Europe,36,"1,496",4
39,Jordan,"253,121","+2,902","3,250",+44,"206,638","+4,580","43,233",373,"24,699",317,"2,777,801","271,051","10,248,258",Asia,40,"3,153",4
40,Serbia,"249,224","+7,393","2,172",+56,"31,536",,"215,516",323,"28,576",249,"1,980,272","227,056","8,721,510",Europe,35,"4,015",4
41,Nepal,"245,650","+1,217","1,663",+12,"231,601","+1,064","12,386",,"8,364",57,"1,813,204","61,740","29,368,565",Asia,120,"17,660",16
42,Ecuador,"200,379","+1,151","13,850",+36,"174,188",,"12,341",346,"11,281",780,"682,858","38,445","17,761,840",South America,89,"1,282",26
43,Panama,"185,424","+2,447","3,287",+23,"157,888","+1,018","24,249",173,"42,677",757,"1,020,898","234,966","4,344,867",North America,23,"1,322",4
44,UAE,"181,405","+1,255",602,+4,"161,741",+657,"19,062",,"18,244",61,"17,955,603","1,805,757","9,943,535",Asia,55,"16,518",1
45,Georgia,"178,953","+4,570","1,657",+43,"148,332","+3,045","28,964",,"44,899",416,"1,647,979","413,471","3,985,722",Asia,22,"2,405",2
46,Bulgaria,"174,568","+3,075","5,405",+122,"75,232","+3,154","93,931",542,"25,209",781,"1,049,830","151,604","6,924,808",Europe,40,"1,281",7
47,Japan,"168,573","+2,733","2,465",+45,"143,006","+2,384","23,102",543,"1,335",20,"3,898,969","30,870","126,302,102",Asia,749,"51,238",32
48,Croatia,"163,992","+4,620","2,420",+53,"136,721","+3,466","24,851",296,"40,058",591,"849,714","207,559","4,093,839",Europe,25,"1,692",5
49,Azerbaijan,"162,774","+4,219","1,793",+38,"99,892","+3,562","61,089",,"15,990",176,"1,902,584","186,896","10,179,922",Asia,63,"5,678",5
50,Belarus,"154,392","+1,939","1,238",+8,"132,085","+2,135","21,069",,"16,341",131,"3,517,016","372,253","9,447,926",Europe,61,"7,632",3
51,Dominican Republic,"151,721","+1,560","2,358",+8,"118,770",+762,"30,593",218,"13,924",216,"774,387","71,068","10,896,367",North America,72,"4,621",14
52,Costa Rica,"149,815","+1,127","1,882",+18,"109,855","+2,231","38,078",238,"29,290",368,"427,104","83,503","5,114,855",North America,34,"2,718",12
53,Bolivia,"146,060",+214,"9,004",+2,"125,490",+260,"11,566",71,"12,437",767,"372,072","31,683","11,743,720",South America,80,"1,304",32
54,Kuwait,"145,495",+291,910,+5,"141,259",+270,"3,326",72,"33,847",212,"1,165,434","271,120","4,298,584",Asia,30,"4,724",4
55,Armenia,"145,240","+1,174","2,416",+23,"121,882","+1,350","20,942",,"48,973",815,"539,337","181,857","2,965,727",Asia,20,"1,228",5
56,Lebanon,"142,187","+1,778","1,170",+14,"95,737","+1,695","45,280",371,"20,874",172,"1,745,713","256,283","6,811,665",Asia,48,"5,822",4
57,Qatar,"140,516",+163,240,,"138,033",+152,"2,243",24,"50,045",85,"1,154,919","411,325","2,807,805",Asia,20,"11,699",2
58,Kazakhstan,"139,159",+777,"2,088",,"123,215",+924,"13,856",221,"7,372",111,"4,795,216","254,030","18,876,581",Asia,136,"9,041",4
59,Guatemala,"127,786",+659,"4,345",+34,"116,442",+511,"6,999",5,"7,075",241,"571,129","31,620","18,062,058",North America,141,"4,157",32
60,Oman,"125,669",+179,"1,463",+2,"117,327",+293,"6,879",65,"24,337",283,"571,472","110,672","5,163,656",Asia,41,"3,529",9
61,Slovakia,"124,921","+3,125","1,104",+20,"91,455","+1,686","32,362",286,"22,876",202,"1,177,178","215,568","5,460,830",Europe,44,"4,946",5
62,Moldova,"122,685","+1,715","2,500",+19,"105,238","+1,265","14,947",286,"30,445",620,"496,181","123,130","4,029,743",Europe,33,"1,612",8
63,Greece,"121,253","+1,533","3,370",+81,"9,989",,"107,894",571,"11,659",324,"2,540,044","244,233","10,400,094",Europe,86,"3,086",4
64,Egypt,"120,147",+445,"6,854",+22,"104,281",+207,"9,012",46,"1,164",66,"1,000,000","9,691","103,187,278",Africa,859,"15,055",103
65,Ethiopia,"115,360",+526,"1,779",+10,"88,975","+1,731","24,606",326,993,15,"1,689,299","14,536","116,214,842",Africa,"1,007","65,326",69
66,Honduras,"112,792",+617,"2,961",+9,"50,888",+544,"58,943",112,"11,308",297,"277,350","27,806","9,974,407",North America,88,"3,369",36
67,Tunisia,"107,814",+958,"3,758",+41,"82,193",+989,"21,863",273,"9,080",316,"499,552","42,072","11,873,685",Africa,110,"3,160",24
68,Venezuela,"106,280",+428,938,+5,"101,384",+432,"3,958",35,"3,742",33,"2,337,527","82,308","28,399,663",South America,267,"30,277",12
69,Palestine,"104,879","+1,887",910,+20,"78,715","+1,822","25,254",81,"20,351",177,"753,340","146,177","5,153,598",Asia,49,"5,663",7
70,Myanmar,"104,487","+1,321","2,201",+27,"82,813","+1,098","19,473",,"1,915",40,"1,374,159","25,180","54,572,749",Asia,522,"24,795",40
71,Denmark,"100,489","+3,132",918,+14,"75,664","+1,297","23,907",40,"17,322",158,"8,256,533","1,423,212","5,801,339",Europe,58,"6,320",1
72,Bosnia and Herzegovina,"98,603","+1,286","3,199",+48,"62,592","+1,270","32,812",,"30,139",978,"452,838","138,415","3,271,606",Europe,33,"1,023",7
73,Slovenia,"91,921","+1,848","1,949",+49,"69,170","+1,733","20,802",187,"44,213",937,"577,208","277,629","2,079,066",Europe,23,"1,067",4
74,Paraguay,"90,958",+812,"1,914",+13,"64,527",+636,"24,517",151,"12,683",267,"489,070","68,196","7,171,487",South America,79,"3,747",15
75,Algeria,"90,579",+565,"2,564",+10,"59,135",+989,"28,880",46,"2,049",58,,,"44,201,200",Africa,488,"17,239",
76,Kenya,"90,305",+644,"1,568",+16,"71,254","+1,060","17,483",55,"1,663",29,"945,747","17,419","54,293,103",Africa,601,"34,626",57
77,Libya,"89,183",+661,"1,273",+12,"59,222",+644,"28,688",,"12,901",184,"474,223","68,601","6,912,781",Africa,78,"5,430",15
78,Bahrain,"88,632",+137,347,,"86,684",+166,"1,601",6,"51,312",201,"2,160,368","1,250,713","1,727,309",Asia,19,"4,978",1
79,Lithuania,"83,882","+3,329",735,+31,"34,975","+1,267","48,172",173,"31,010",272,"1,372,990","507,567","2,705,041",Europe,32,"3,680",2
80,Malaysia,"78,499","+2,234",396,+3,"66,236","+1,112","11,867",124,"2,412",12,"2,871,261","88,210","32,550,262",Asia,415,"82,198",11
81,Kyrgyzstan,"76,391",+379,"1,306",+3,"68,894",+527,"6,191",106,"11,624",199,"537,462","81,782","6,571,863",Asia,86,"5,032",12
82,Ireland,"75,203",+303,"2,117",+15,"23,364",,"49,722",36,"15,155",427,"2,063,450","415,823","4,962,331",Europe,66,"2,344",2
83,Uzbekistan,"74,498",+146,611,,"71,740",+131,"2,147",179,"2,212",18,"1,377,915","40,907","33,684,408",Asia,452,"55,130",24
84,Nigeria,"71,344",+675,"1,190",+6,"65,474",+232,"4,680",10,342,6,"829,743","3,982","208,384,521",Africa,"2,921","175,113",251
85,North Macedonia,"70,883",+929,"2,051",+28,"47,364","+1,012","21,468",138,"34,024",984,"357,102","171,409","2,083,336",Europe,29,"1,016",6
86,Singapore,"58,297",+6,29,,"58,188",+6,80,,"9,930",5,"4,834,370","823,450","5,870,876",Asia,101,"202,444",1
87,Ghana,"52,738",+116,326,,"51,518",+94,894,15,"1,682",10,"616,231","19,651","31,359,003",Africa,595,"96,193",51
88,Afghanistan,"48,753",+213,"1,939",+18,"38,221",+71,"8,593",93,"1,240",49,"165,463","4,209","39,314,402",Asia,806,"20,276",238
89,Albania,"46,061",+873,965,+14,"23,609",+537,"21,487",39,"16,014",335,"209,438","72,813","2,876,384",Europe,62,"2,981",14
90,El Salvador,"40,741",,"1,180",+6,"37,172",,"2,389",71,"6,267",182,"572,266","88,029","6,500,846",North America,160,"5,509",11
91,Montenegro,"40,165",+558,566,+10,"29,054",+593,"10,545",68,"63,947",901,"149,825","238,536","628,102",Europe,16,"1,110",4
92,S. Korea,"40,098",+682,564,+8,"30,637",+460,"8,897",172,782,11,"3,277,947","63,911","51,288,993",Asia,"1,279","90,938",16
93,Luxembourg,"40,037",+480,384,+9,"30,898","+1,106","8,755",47,"63,502",609,"1,475,746","2,340,637","630,489",Europe,16,"1,642",0
94,Norway,"40,023",+498,382,+21,"34,463",,"5,178",33,"7,357",70,"2,421,445","445,105","5,440,160",Europe,136,"14,241",2
95,Sri Lanka,"30,613",+541,146,+2,"22,261",+461,"8,206",,"1,427",7,"941,468","43,884","21,453,444",Asia,701,"146,941",23
96,Finland,"29,572",+840,442,+9,"20,000","+1,900","9,130",25,"5,333",80,"2,136,400","385,313","5,544,582",Europe,187,"12,544",3
97,Australia,"28,000",+7,908,,"25,663",+6,"1,429",,"1,092",35,"10,299,601","401,834","25,631,493",Australia/Oceania,915,"28,229",2
98,Uganda,"25,730",+671,220,+1,"9,605",+95,"15,905",,555,5,"666,328","14,369","46,371,521",Africa,"1,802","210,780",70
99,Cameroon,"24,963",,443,,"23,344",,"1,176",52,930,17,"149,000","5,552","26,836,177",Africa,"1,075","60,578",180
100,Latvia,"23,706",+890,304,+11,"1,866",,"21,536",45,"12,631",162,"704,053","375,145","1,876,749",Europe,79,"6,174",3
101,Ivory Coast,"21,590",+43,133,,"21,203",+27,254,,810,5,"229,493","8,606","26,665,291",Africa,"1,235","200,491",116
102,Sudan,"20,468",+172,"1,319",+10,"11,673",+160,"7,476",,462,30,,,"44,299,734",Africa,"2,164","33,586",
103,Zambia,"18,091",+29,364,,"17,307",+12,420,,972,20,"467,787","25,137","18,609,472",Africa,"1,029","51,125",40
104,Madagascar,"17,473",,255,,"16,927",,291,16,624,9,"95,472","3,409","28,003,532",Africa,"1,603","109,818",293
105,Senegal,"16,766",+101,343,+2,"15,950",+46,473,12,990,20,"241,073","14,233","16,937,510",Africa,"1,010","49,380",70
106,Estonia,"16,598",+544,141,+2,"9,945",+85,"6,512",24,"12,509",106,"529,988","399,407","1,326,936",Europe,80,"9,411",3
107,Mozambique,"16,521",+81,139,+1,"14,715",+31,"1,667",,522,4,"243,314","7,690","31,638,991",Africa,"1,915","227,619",130
108,Angola,"15,925",+121,362,+4,"8,679",+100,"6,884",14,478,11,"171,247","5,141","33,312,722",Africa,"2,092","92,024",195
109,Namibia,"15,773",+301,158,+3,"14,218",+23,"1,397",10,"6,158",62,"170,817","66,693","2,561,252",Africa,162,"16,210",15
110,French Polynesia,"15,535",+124,91,+1,"4,842",,"10,602",25,"55,160",323,"26,355","93,579","281,634",Australia/Oceania,18,"3,095",11
111,DRC,"13,997",+154,350,,"12,208",,"1,439",,154,4,,,"90,751,254",Africa,"6,484","259,289",
112,Cyprus,"13,649",+363,70,+2,"2,057",,"11,522",20,"11,268",58,"651,431","537,802","1,211,283",Asia,89,"17,304",2
113,Guinea,"13,368",+43,79,,"12,598",+50,691,24,"1,006",6,"84,951","6,393","13,288,961",Africa,994,"168,215",156
114,Maldives,"13,308",+34,47,,"12,621",+30,640,12,"24,429",86,"263,107","482,981","544,756",Asia,41,"11,591",2
115,Tajikistan,"12,588",+37,88,,"12,009",+41,491,,"1,307",9,,,"9,631,982",Asia,765,"109,454",
116,Botswana,"12,501",+443,37,+1,"9,940",+540,"2,524",1,"5,269",16,"470,387","198,260","2,372,582",Africa,190,"64,124",5
117,French Guiana,"11,677",+77,71,,"9,995",,"1,611",,"38,655",235,"88,135","291,760","302,080",South America,26,"4,255",3
118,Jamaica,"11,443",+74,270,+4,"7,522",+132,"3,651",9,"3,857",91,"122,930","41,433","2,966,952",North America,259,"10,989",24
119,Cabo Verde,"11,203",+11,109,,"10,836",+76,258,23,"20,053",195,"106,885","191,319","558,675",Africa,50,"5,125",5
120,Zimbabwe,"11,081",+74,305,+1,"9,253",+106,"1,523",,741,20,"189,370","12,659","14,958,911",Africa,"1,350","49,046",79
121,Malta,"10,884",+106,164,+4,"8,848",+128,"1,872",18,"24,621",371,"455,897","1,031,278","442,070",Europe,41,"2,696",1
122,Mauritania,"10,268",+163,210,+8,"7,957",+32,"2,101",37,"2,183",45,"108,500","23,069","4,703,281",Africa,458,"22,397",43
123,Haiti,"9,434",,233,,"8,170",,"1,031",,823,20,"34,734","3,030","11,464,328",North America,"1,215","49,203",330
124,Gabon,"9,300",,62,,"9,155",,83,9,"4,135",28,"322,361","143,346","2,248,836",Africa,242,"36,272",7
125,Cuba,"9,181",+75,136,,"8,212",+75,833,11,811,12,"1,218,718","107,627","11,323,509",North America,"1,233","83,261",9
126,Belize,"8,805",+286,183,,"4,141",+66,"4,481",6,"21,967",457,"46,743","116,618","400,820",North America,46,"2,190",9
127,Syria,"8,787",+112,476,+11,"4,174",+60,"4,137",,497,27,,,"17,687,546",Asia,"2,013","37,159",
128,Uruguay,"8,487",+383,90,+3,"5,747",+183,"2,650",33,"2,439",26,"490,659","141,030","3,479,123",South America,410,"38,657",7
129,Guadeloupe,"8,472",,151,,"2,242",,"6,079",7,"21,172",377,"78,966","197,339","400,155",North America,47,"2,650",5
130,Réunion,"8,345",,41,,"7,729",,575,8,"9,291",46,"48,859","54,399","898,165",Africa,108,"21,906",18
131,Bahamas,"7,623",+38,163,,"6,043",+11,"1,417",1,"19,303",413,"45,657","115,611","394,918",North America,52,"2,423",9
132,Hong Kong,"7,292",+112,114,,"5,900",+117,"1,278",43,969,15,"4,382,709","582,488","7,524,120",Asia,"1,032","66,001",2
133,Andorra,"7,190",+28,78,,"6,505",+53,607,17,"92,990","1,009","173,151","2,239,408","77,320",Europe,11,991,0
134,Trinidad and Tobago,"6,833",+25,122,,"6,060",+24,651,2,"4,875",87,"38,077","27,168","1,401,518",North America,205,"11,488",37
135,Eswatini,"6,633",+21,126,+1,"6,221",+46,286,11,"5,691",108,"63,144","54,177","1,165,513",Africa,176,"9,250",18
136,Rwanda,"6,349",+71,53,,"5,789",+74,507,,485,4,"657,995","50,254","13,093,292",Africa,"2,062","247,043",20
137,Malawi,"6,051",,186,,"5,487",,378,4,313,10,"77,323","3,997","19,346,932",Africa,"3,197","104,016",250
138,Congo,"6,049",,99,,"4,988",,962,,"1,084",18,,,"5,577,776",Africa,922,"56,341",
139,Nicaragua,"5,887",,162,,"4,225",,"1,500",,884,24,,,"6,659,604",North America,"1,131","41,109",
140,Guyana,"5,811",+79,154,,"4,925",+37,732,6,"7,372",195,"33,020","41,890","788,250",South America,136,"5,119",24
141,Djibouti,"5,717",,61,,"5,605",+6,51,,"5,749",61,"94,622","95,157","994,374",Africa,174,"16,301",11
142,Mali,"5,576",+107,184,+3,"3,502",+48,"1,890",,272,9,"110,916","5,409","20,506,123",Africa,"3,678","111,446",185
143,Martinique,"5,575",,42,,98,,"5,435",10,"14,861",112,"67,378","179,610","375,134",North America,67,"8,932",6
144,Iceland,"5,524",+8,28,,"5,313",+11,183,3,"16,141",82,"403,640","1,179,430","342,233",Europe,62,"12,223",1
145,Mayotte,"5,499",,51,,"2,964",,"2,484",4,"19,945",185,"27,129","98,397","275,709",Africa,50,"5,406",10
146,Suriname,"5,337",+4,117,,"5,218",+1,2,2,"9,061",199,"22,493","38,190","588,976",South America,110,"5,034",26
147,Equatorial Guinea,"5,183",,85,,"5,048",,50,,"3,642",60,"72,105","50,668","1,423,078",Africa,275,"16,742",20
148,Aruba,"5,011",+15,46,+1,"4,865",+9,100,4,"46,845",430,"54,368","508,259","106,969",North America,21,"2,325",2
149,CAR,"4,927",,63,,"1,924",,"2,940",2,"1,012",13,"32,711","6,721","4,866,924",Africa,988,"77,253",149
150,Somalia,"4,579",,121,,"3,529",,929,,285,8,,,"16,087,463",Africa,"3,513","132,954",
151,Thailand,"4,169",+18,60,,"3,888",+8,221,1,60,0.9,"977,854","13,994","69,878,499",Asia,"16,761","1,164,642",71
152,Gambia,"3,779",+3,123,,"3,645",+14,11,1,"1,545",50,"26,714","10,920","2,446,404",Africa,647,"19,889",92
153,Burkina Faso,"3,579",+110,69,,"2,792",+50,718,,169,3,,,"21,154,482",Africa,"5,911","306,587",
154,Curaçao,"3,404",+79,8,,"1,568",+80,"1,828",19,"20,706",49,"27,211","165,524","164,393",North America,48,"20,549",6
155,Togo,"3,182",+31,66,+1,"2,714",+15,402,,380,8,"157,992","18,889","8,364,089",Africa,"2,629","126,729",53
156,South Sudan,"3,181",,62,,"3,003",,116,1,283,6,"62,494","5,554","11,252,096",Africa,"3,537","181,485",180
157,Benin,"3,090",,44,,"2,972",,74,,252,4,"360,194","29,374","12,262,534",Africa,"3,968","278,694",34
158,Guinea-Bissau,"2,444",,44,,"2,337",,63,5,"1,229",22,"33,033","16,612","1,988,461",Africa,814,"45,192",60
159,Sierra Leone,"2,435",+1,74,,"1,847",,514,,303,9,,,"8,048,564",Africa,"3,305","108,764",
160,Lesotho,"2,178",+14,44,,"1,283",,851,,"1,013",20,"27,391","12,741","2,149,828",Africa,987,"48,860",78
161,Niger,"2,126",+48,80,+1,"1,249",+8,797,9,86,3,"50,488","2,053","24,587,341",Africa,"11,565","307,342",487
162,New Zealand,"2,088",,25,,"2,008",,55,,417,5,"1,321,598","264,209","5,002,100",Australia/Oceania,"2,396","200,084",4
163,Yemen,"2,081",+2,606,,"1,383",,92,23,69,20,"17,404",578,"30,115,363",Asia,"14,472","49,695","1,730"
164,San Marino,"1,868",+34,49,,"1,524",+32,295,7,"55,001","1,443","20,145","593,145","33,963",Europe,18,693,2
165,Channel Islands,"1,844",+58,48,,"1,088",,708,10,"10,563",275,"199,491","1,142,711","174,577",Europe,95,"3,637",1
166,Chad,"1,739",+7,102,,"1,587",+6,50,,105,6,,,"16,632,180",Africa,"9,564","163,061",
167,Liberia,"1,676",,83,,"1,358",,235,2,328,16,"35,957","7,037","5,109,978",Africa,"3,049","61,566",142
168,Liechtenstein,"1,441",+9,19,,"1,282",+12,140,20,"37,745",498,"15,808","414,071","38,177",Europe,26,"2,009",2
169,Vietnam,"1,385",+4,35,,"1,225",,125,,14,0.4,"1,339,465","13,706","97,729,061",Asia,"70,562","2,792,259",73
170,Sint Maarten,"1,185",+24,26,,"1,047",+6,112,4,"27,499",603,"8,306","192,746","43,093",North America,36,"1,657",5
171,Gibraltar,"1,069",+4,5,,"1,015",+6,49,1,"31,734",148,"99,733","2,960,666","33,686",Europe,32,"6,737",0
172,Sao Tome and Principe,"1,009",+4,17,,946,,46,,"4,566",77,"7,498","33,934","220,958",Africa,219,"12,998",29
173,Mongolia,898,+5,,,384,,514,6,272,,"366,851","111,110","3,301,678",Asia,"3,677",,9
174,Saint Martin,801,,12,,675,,114,7,"20,561",308,"7,838","201,191","38,958",North America,49,"3,247",5
175,Turks and Caicos,768,+7,6,,740,,22,1,"19,718",154,"10,171","261,130","38,950",North America,51,"6,492",4
176,Taiwan,724,+4,7,,590,+8,127,,30,0.3,"113,526","4,763","23,836,112",Asia,"32,923","3,405,159",210
177,Burundi,720,,1,,630,,89,,60,0.08,"67,818","5,630","12,045,634",Africa,"16,730","12,045,634",178
178,Diamond Princess,712,,13,,699,,0,,,,,,,,,,
179,Papua New Guinea,684,,7,,601,,76,,76,0.8,"32,221","3,571","9,021,908",Australia/Oceania,"13,190","1,288,844",280
180,Monaco,657,+2,3,,591,+6,63,4,"16,690",76,"51,953","1,319,743","39,366",Europe,60,"13,122",1
181,Eritrea,656,+7,,,525,+8,131,,184,,"22,647","6,347","3,568,210",Africa,"5,439",,158
182,Comoros,617,,7,,605,,5,,703,8,,,"877,767",Africa,"1,423","125,395",
183,Faeroe Islands,519,,,,503,,16,,"10,604",,"174,047","3,555,898","48,946",Europe,94,,0
184,Mauritius,515,,10,,478,,27,,405,8,"289,552","227,507","1,272,715",Africa,"2,471","127,272",4
185,Tanzania,509,,21,,183,,305,7,8,0.3,,,"60,479,130",Africa,"118,820","2,879,959",
186,Bhutan,433,,,,395,+2,38,,558,,"213,442","275,271","775,389",Asia,"1,791",,4
187,Isle of Man,370,,25,,344,,1,,"4,341",293,"19,291","226,330","85,234",Europe,230,"3,409",4
188,Bermuda,364,+24,9,,229,+1,126,2,"5,855",145,"116,258","1,869,881","62,174",North America,171,"6,908",1
189,Cambodia,356,+2,,,307,,49,,21,,"242,754","14,431","16,821,683",Asia,"47,252",,69
190,Cayman Islands,298,+6,2,,267,+1,29,1,"4,511",30,"55,584","841,353","66,065",North America,222,"33,033",1
191,Barbados,291,+1,7,,269,+5,15,1,"1,012",24,"52,152","181,377","287,533",North America,988,"41,076",6
192,Saint Lucia,271,,3,,177,,91,,"1,473",16,"17,063","92,732","184,003",North America,679,"61,334",11
193,Seychelles,184,,,,168,,16,,"1,866",,"5,200","52,728","98,619",Africa,536,,19
194,Caribbean Netherlands,172,,3,,160,,9,,"6,532",114,"3,873","147,083","26,332",North America,153,"8,777",7
195,St. Barth,162,,1,,127,,34,,"16,380",101,"5,315","537,412","9,890",North America,61,"9,890",2
