#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/ 
 1M pop 
196,St. Barth,147,+20,1,+1,105,+11,41,,"14,863",101,"4,767","482,002","9,890",North America,67,"9,890",2
197,Antigua and Barbuda,141,,4,,130,,7,2,"1,435",41,"4,679","47,614","98,269",North America,697,"24,567",21
198,Dominica,85,,,,63,,22,,"1,180",,"5,655","78,475","72,061",North America,848,,13
199,St. Vincent Grenadines,85,,,,79,,6,,765,,"9,555","86,013","111,088",North America,"1,307",,12
200,British Virgin Islands,71,,1,,70,,0,,"2,342",33,"5,193","171,301","30,315",North America,427,"30,315",6
201,Macao,46,,,,46,,0,,70,,"4,238","6,490","653,023",Asia,"14,196",,154
202,Fiji,42,+4,2,,33,,7,,47,2,"16,229","18,049","899,168",Australia/Oceania,"21,409","449,584",55
203,Grenada,41,,,,30,,11,,364,,"6,252","55,454","112,742",North America,"2,750",,18
204,Laos,39,,,,26,+2,13,,5,,"79,000","10,793","7,319,514",Asia,"187,680",,93
205,New Caledonia,33,+1,,,32,,1,,115,,"17,565","61,278","286,646",Australia/Oceania,"8,686",,16
206,Timor-Leste,30,,,,30,,0,,23,,"13,842","10,417","1,328,852",Asia,"44,295",,96
207,Vatican City,27,,,,15,,12,,"33,666",,,,802,Europe,30,,
208,Saint Kitts and Nevis,22,,,,19,,3,,412,,"3,677","68,913","53,357",North America,"2,425",,15
209,Greenland,18,,,,18,,0,,317,,"13,021","229,199","56,811",North America,"3,156",,4
210,Solomon Islands,17,,,,5,,12,,25,,"4,500","6,486","693,826",Australia/Oceania,"40,813",,154
211,Falkland Islands,16,,,,13,,3,,"4,543",,"4,245","1,205,281","3,522",South America,220,,1
212,Saint Pierre Miquelon,16,,,,12,,4,,"2,767",,"2,814","486,683","5,782",North America,361,,2
213,Montserrat,13,,1,,12,,0,,"2,604",200,577,"115,562","4,993",North America,384,"4,993",9
214,Western Sahara,10,,1,,8,,1,,17,2,,,"603,391",Africa,"60,339","603,391",
215,MS Zaandam,9,,2,,,,7,,,,,,,,,,
216,Anguilla,6,+2,,,3,,3,,398,,"2,651","176,041","15,059",North America,"2,510",,6
217,Marshall Islands,4,,,,4,+3,0,,67,,,,"59,358",Australia/Oceania,"14,840",,
218,Wallis and Futuna,3,,,,1,,2,,269,,"1,149","103,003","11,155",Australia/Oceania,"3,718",,10
219,Samoa,2,,,,,,2,,10,,,,"198,967",Australia/Oceania,"99,484",,
220,Vanuatu,1,,,,,,1,,3,,,,"310,106",Australia/Oceania,"310,106",,
