#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/ 
 1M pop 
31,Saudi Arabia,"357,360",+232,"5,896",+12,"346,802",+393,"4,662",659,"10,199",168,"9,615,942","274,433","35,039,355",Asia,98,"5,943",4
32,Morocco,"356,336","+2,533","5,846",+57,"305,291","+2,977","45,199","1,038","9,607",158,"3,953,900","106,594","37,093,176",Africa,104,"6,345",9
33,Israel,"336,846","+1,248","2,865",+1,"323,749",+682,"10,232",260,"36,623",311,"5,605,071","609,406","9,197,590",Asia,27,"3,210",2
34,Switzerland,"327,072","+8,782","4,815",+165,"250,200","+28,100","72,057",490,"37,676",555,"2,734,165","314,954","8,681,155",Europe,27,"1,803",3
35,Portugal,"298,061","+3,262","4,505",+78,"212,942","+3,408","80,614",525,"29,267",442,"4,353,234","427,453","10,184,130",Europe,34,"2,261",2
36,Austria,"282,456","+2,748","3,184",+79,"221,692","+4,694","57,580",701,"31,287",353,"3,098,318","343,191","9,027,973",Europe,32,"2,835",3
37,Sweden,"260,758","+3,159","6,774",+3,,,,221,"25,752",669,"3,174,798","313,539","10,125,691",Europe,39,"1,495",3
38,Nepal,"233,452","+1,474","1,508",+29,"214,521","+1,931","17,423",,"7,953",51,"1,737,747","59,199","29,354,228",Asia,126,"19,466",17
39,Jordan,"219,430","+5,123","2,751",+57,"155,026","+6,454","61,653",462,"21,417",269,"2,551,231","249,010","10,245,492",Asia,47,"3,724",4
40,Hungary,"217,122","+5,595","4,823",+151,"63,860","+8,223","148,439",666,"22,500",500,"1,648,022","170,780","9,649,976",Europe,44,"2,001",6
41,Ecuador,"192,685",+568,"13,461",+38,"169,804",,"9,420",372,"10,853",758,"651,702","36,706","17,754,516",South America,92,"1,319",27
42,Serbia,"175,438","+6,224","1,604",+55,"31,536",,"142,298",253,"20,113",184,"1,777,582","203,793","8,722,467",Europe,50,"5,438",5
43,UAE,"168,860","+1,107",572,+2,"154,899",+714,"13,389",,"16,987",58,"16,727,741","1,682,825","9,940,271",Asia,59,"17,378",1
44,Panama,"165,806","+1,077","3,079",+19,"144,462",+846,"18,265",167,"38,178",709,"907,285","208,907","4,343,010",North America,26,"1,411",5
45,Japan,"146,760","+2,107","2,119",+13,"123,445","+1,554","21,196",472,"1,162",17,"3,502,536","27,729","126,312,634",Asia,861,"59,610",36
46,Bulgaria,"145,300","+2,814","4,035",+221,"50,565","+1,971","90,700",457,"20,978",583,"973,251","140,517","6,926,229",Europe,48,"1,717",7
47,Bolivia,"144,622",+30,"8,952",+3,"121,472",+192,"14,198",71,"12,319",763,"360,189","30,682","11,739,369",South America,81,"1,311",33
48,Dominican Republic,"143,988",+515,"2,331",+1,"115,219",+401,"26,438",192,"13,218",214,"718,735","65,979","10,893,397",North America,76,"4,673",15
49,Kuwait,"142,635",+209,880,+2,"137,071",+658,"4,684",84,"33,195",205,"1,095,574","254,971","4,296,858",Asia,30,"4,883",4
50,Costa Rica,"139,638",+539,"1,726",+11,"87,526","+1,887","50,386",211,"27,307",338,"397,311","77,697","5,113,586",North America,37,"2,963",13
51,Qatar,"138,833",+185,237,,"136,090",+228,"2,506",32,"49,445",84,"1,112,430","396,192","2,807,805",Asia,20,"11,847",3
52,Belarus,"136,647","+1,639","1,158",+7,"114,341",+966,"21,148",,"14,463",123,"3,269,576","346,060","9,448,011",Europe,69,"8,159",3
53,Georgia,"135,584","+3,216","1,267",+37,"113,986","+3,937","20,331",,"34,016",318,"1,183,319","296,874","3,985,930",Asia,29,"3,146",3
54,Armenia,"135,124",+356,"2,164",+22,"108,442","+1,078","24,518",,"45,564",730,"510,127","172,016","2,965,576",Asia,22,"1,370",6
55,Kazakhstan,"131,659",+794,"1,990",,"116,461",+274,"13,208",221,"6,977",105,"4,206,738","222,927","18,870,446",Asia,143,"9,483",4
56,Croatia,"128,442","+1,830","1,786",+74,"105,199","+3,361","21,457",255,"31,369",436,"749,346","183,012","4,094,527",Europe,32,"2,293",5
57,Lebanon,"127,944","+1,000","1,018",+14,"83,034","+6,260","43,892",368,"18,781",149,"1,620,913","237,932","6,812,496",Asia,53,"6,692",4
58,Oman,"123,699",+215,"1,423",+5,"115,216",+253,"7,060",108,"23,972",276,"571,472","110,748","5,160,096",Asia,42,"3,626",9
59,Guatemala,"122,062",+91,"4,171",+5,"110,944",+356,"6,947",5,"6,761",231,"533,871","29,572","18,052,991",North America,148,"4,328",34
60,Azerbaijan,"121,176","+2,981","1,392",+31,"74,902","+1,226","44,882",,"11,906",137,"1,728,577","169,844","10,177,428",Asia,84,"7,311",6
61,Egypt,"115,911",+370,"6,650",+14,"102,718",+122,"6,543",46,"1,124",64,"1,000,000","9,696","103,134,463",Africa,890,"15,509",103
62,Ethiopia,"110,074",+540,"1,706",+6,"73,808","+4,493","34,560",323,948,15,"1,636,729","14,093","116,136,802",Africa,"1,055","68,075",71
63,Honduras,"107,888",+375,"2,909",+4,"47,680",+42,"57,299",128,"10,821",292,"267,616","26,842","9,970,100",North America,92,"3,427",37
64,Moldova,"107,364",+347,"2,304",+14,"95,354",+768,"9,706",303,"26,641",572,"460,937","114,376","4,029,998",Europe,38,"1,749",9
65,Slovakia,"105,929",+196,839,+23,"66,041","+1,844","39,049",241,"19,398",154,"1,074,634","196,792","5,460,758",Europe,52,"6,509",5
66,Greece,"105,271","+1,044","2,406",+85,"9,989",,"92,876",600,"10,121",231,"2,373,566","228,195","10,401,478",Europe,99,"4,323",4
67,Venezuela,"102,394",+354,897,+3,"97,326",+674,"4,171",117,"3,605",32,"2,297,557","80,895","28,401,855",South America,277,"31,663",12
68,Tunisia,"96,769",+518,"3,260",+41,"70,851","+1,227","22,658",295,"8,152",275,"460,624","38,805","11,870,308",Africa,123,"3,641",26
69,Myanmar,"90,713","+1,227","1,941",+23,"70,156","+1,246","18,616",,"1,663",36,"1,163,776","21,329","54,562,799",Asia,601,"28,111",47
70,Bosnia and Herzegovina,"87,901",+527,"2,681",+61,"52,769","+1,290","32,451",,"26,863",819,"418,107","127,777","3,272,161",Europe,37,"1,221",8
71,Bahrain,"86,956",+169,341,,"85,141",+164,"1,474",14,"50,389",198,"2,053,974","1,190,238","1,725,684",Asia,20,"5,061",1
72,Palestine,"85,647","+2,062",732,+15,"64,987","+1,153","19,928",67,"16,629",142,"667,160","129,537","5,150,349",Asia,60,"7,036",8
73,Kenya,"83,618",+302,"1,469",+17,"55,344",+369,"26,805",72,"1,541",27,"888,971","16,383","54,260,667",Africa,649,"36,937",61
74,Algeria,"83,199",+978,"2,431",+21,"53,809",+605,"26,959",46,"1,883",55,,,"44,179,537",Africa,531,"18,173",
75,Libya,"82,809",+379,"1,183",+17,"53,818",+552,"27,808",,"11,984",171,"431,561","62,453","6,910,227",Africa,83,"5,841",16
76,Paraguay,"82,424",+518,"1,756",+13,"58,453",+506,"22,215",133,"11,497",245,"449,057","62,638","7,169,093",South America,87,"4,083",16
77,Denmark,"80,481","+1,129",837,+8,"63,515","+1,001","16,129",44,"13,874",144,"7,426,343","1,280,231","5,800,783",Europe,72,"6,930",1
78,Slovenia,"75,814",+433,"1,435",+51,"54,138",+451,"20,241",202,"36,466",690,"519,120","249,690","2,079,059",Europe,27,"1,449",4
79,Uzbekistan,"73,041",+171,608,,"70,303",+152,"2,130",198,"2,169",18,"1,377,915","40,923","33,671,149",Asia,461,"55,380",24
80,Kyrgyzstan,"72,807",+380,"1,271",+5,"64,149",+360,"7,387",133,"11,084",193,"504,891","76,861","6,568,919",Asia,90,"5,168",13
81,Ireland,"72,544",+303,"2,053",+1,"23,364",,"47,127",30,"14,623",414,"1,964,711","396,045","4,960,824",Europe,68,"2,416",3
82,Nigeria,"67,557",+145,"1,173",,"63,282",+227,"3,102",10,324,6,"756,237","3,631","208,244,503",Africa,"3,083","177,532",275
83,Malaysia,"65,697","+1,212",360,+3,"54,759","+2,112","10,578",113,"2,019",11,"2,667,756","81,987","32,538,932",Asia,495,"90,386",12
84,North Macedonia,"61,878",+335,"1,763",+32,"38,946",+546,"21,169",138,"29,701",846,"332,286","159,497","2,083,338",Europe,34,"1,182",6
85,Lithuania,"61,328","+1,139",506,+13,"14,211",+91,"46,611",132,"22,663",187,"1,256,380","464,282","2,706,071",Europe,44,"5,348",2
86,Singapore,"58,218",+5,29,,"58,134",+10,55,,"9,919",5,"4,448,110","757,819","5,869,621",Asia,101,"202,401",1
87,Ghana,"51,667",+98,323,,"50,547",+97,797,16,"1,649",10,"592,285","18,898","31,341,246",Africa,607,"97,032",53
88,Afghanistan,"46,498",+283,"1,774",+11,"36,788",+57,"7,936",93,"1,183",45,"149,100","3,795","39,290,390",Asia,845,"22,148",264
89,El Salvador,"38,941",,"1,114",+3,"35,078",,"2,749",38,"5,991",171,"542,757","83,502","6,499,954",North America,167,"5,835",12
90,Albania,"38,182",+557,810,+12,"18,849",+368,"18,523",27,"13,274",282,"186,045","64,678","2,876,470",Europe,75,"3,551",15
91,Norway,"36,150",+322,332,+4,"20,956",,"14,862",35,"6,646",61,"2,224,045","408,907","5,439,004",Europe,150,"16,383",2
92,Montenegro,"35,265",+384,499,+12,"24,131",+647,"10,635",68,"56,146",794,"133,604","212,711","628,100",Europe,18,"1,259",5
93,Luxembourg,"34,678",+139,321,+9,"26,086","+2,013","8,271",42,"55,026",509,"1,374,203","2,180,548","630,210",Europe,18,"1,963",0
94,S. Korea,"34,201",+377,526,+3,"27,625",+83,"6,050",76,667,10,"3,061,172","59,686","51,287,791",Asia,"1,500","97,505",17
95,Australia,"27,904",+11,908,+1,"25,598",+9,"1,398",,"1,089",35,"9,999,897","390,264","25,623,412",Australia/Oceania,918,"28,220",3
96,Finland,"24,912",+283,399,+6,"16,800",,"7,713",18,"4,493",72,"1,934,470","348,909","5,544,347",Europe,223,"13,896",3
97,Cameroon,"24,445",+328,437,,"22,177",,"1,831",52,912,16,"149,000","5,556","26,818,067",Africa,"1,097","61,369",180
98,Sri Lanka,"23,987",+503,118,+2,"17,560",+558,"6,309",,"1,118",6,"827,928","38,596","21,450,996",Asia,894,"181,788",26
99,Ivory Coast,"21,331",+21,132,+1,"20,964",+17,235,,800,5,"218,207","8,189","26,647,390",Africa,"1,249","201,874",122
100,Uganda,"20,459",+314,205,+4,"8,989",,"11,265",,442,4,"625,029","13,490","46,331,862",Africa,"2,265","226,009",74
101,Sudan,"17,810",+183,"1,249",+8,"10,302",+94,"6,259",,402,28,,,"44,271,687",Africa,"2,486","35,446",
102,Zambia,"17,647",+39,357,,"16,998",+15,292,,949,19,"404,471","21,751","18,595,351",Africa,"1,054","52,088",46
103,Madagascar,"17,341",,251,,"16,657",,433,16,620,9,"93,734","3,350","27,984,018",Africa,"1,614","111,490",299
104,Latvia,"17,075",+100,206,+9,"1,795",+76,"15,074",36,"9,095",110,"624,539","332,677","1,877,315",Europe,110,"9,113",3
105,Senegal,"16,089",+14,333,,"15,607",+10,149,6,951,20,"230,861","13,640","16,925,413",Africa,"1,052","50,827",73
106,Mozambique,"15,701",+88,131,+1,"13,729",+52,"1,841",,497,4,"231,131","7,311","31,614,973",Africa,"2,014","241,336",137
107,Angola,"15,139",+36,348,+2,"7,851",+88,"6,940",16,455,10,"171,247","5,145","33,284,657",Africa,"2,199","95,646",194
108,Namibia,"14,380",+35,151,,"13,535",+96,694,5,"5,617",59,"156,723","61,220","2,559,994",Africa,178,"16,954",16
109,French Polynesia,"14,372",+276,75,+2,"4,842",,"9,455",24,"51,039",266,"26,355","93,594","281,590",Australia/Oceania,20,"3,755",11
110,Guinea,"13,119",+65,76,,"12,045",+63,998,24,988,6,"73,155","5,509","13,279,193",Africa,"1,012","174,726",182
111,Maldives,"13,011",+17,46,,"11,939",+37,"1,026",12,"23,896",84,"248,889","457,101","544,495",Asia,42,"11,837",2
112,DRC,"12,772",+70,333,,"11,585",,854,,141,4,,,"90,676,524",Africa,"7,100","272,302",
113,Estonia,"12,306",+254,118,+6,"7,078",+68,"5,110",17,"9,274",89,"478,974","360,969","1,326,911",Europe,108,"11,245",3
114,Tajikistan,"12,194",+39,86,,"11,599",+40,509,,"1,267",9,,,"9,626,115",Asia,789,"111,932",
115,French Guiana,"11,204",+25,70,,"9,995",,"1,139",1,"37,116",232,"82,983","274,898","301,868",South America,27,"4,312",4
116,Jamaica,"10,763",+54,257,+1,"6,219",+153,"4,287",9,"3,628",87,"114,694","38,662","2,966,600",North America,276,"11,543",26
117,Cabo Verde,"10,761",+14,105,,"10,329",+100,327,23,"19,267",188,"104,104","186,396","558,510",Africa,52,"5,319",5
118,Botswana,"10,742",+484,34,+3,"7,912",+195,"2,796",1,"4,530",14,"422,359","178,114","2,371,282",Africa,221,"69,744",6
119,Cyprus,"10,565",+182,49,+1,"2,057",,"8,459",15,"8,724",40,"619,420","511,476","1,211,044",Asia,115,"24,715",2
120,Zimbabwe,"10,034",+84,277,+1,"8,489",+7,"1,268",,671,19,"178,913","11,965","14,952,997",Africa,"1,490","53,982",84
121,Malta,"9,873",+121,137,+4,"7,665",+108,"2,071",18,"22,335",310,"428,014","968,274","442,038",Europe,45,"3,227",1
122,Haiti,"9,294",+22,233,+1,"8,023",+72,"1,038",,811,20,"34,734","3,031","11,460,530",North America,"1,233","49,187",330
123,Gabon,"9,214",+23,60,+1,"9,066",+29,88,7,"4,100",27,"303,373","134,989","2,247,398",Africa,244,"37,457",7
124,Mauritania,"8,601",+54,177,+2,"7,732",+15,692,10,"1,830",38,"103,754","22,076","4,699,930",Africa,546,"26,553",45
125,Guadeloupe,"8,344",,149,,"2,242",,"5,953",9,"20,852",372,"74,138","185,274","400,153",North America,48,"2,686",5
126,Cuba,"8,284",+51,135,+1,"7,631",+45,518,3,732,12,"1,115,144","98,479","11,323,697",North America,"1,367","83,879",10
127,Réunion,"8,054",+114,40,,"7,172",,842,17,"8,969",45,"48,859","54,409","897,991",Africa,111,"22,450",18
128,Syria,"7,887",+90,417,+4,"3,560",+60,"3,910",,446,24,,,"17,675,897",Asia,"2,241","42,388",
129,Bahamas,"7,541",+11,163,,"5,889",+22,"1,489",,"19,100",413,"43,593","110,413","394,816",North America,52,"2,422",9
130,Andorra,"6,745",+33,76,,"5,873",+79,796,20,"87,238",983,"168,635","2,181,086","77,317",Europe,11,"1,017",0
131,Trinidad and Tobago,"6,669",+9,120,,"5,771",+26,778,38,"4,759",86,"36,792","26,254","1,401,395",North America,210,"11,678",38
132,Eswatini,"6,419",+9,122,+1,"6,006",+10,291,11,"5,509",105,"62,213","53,393","1,165,185",Africa,182,"9,551",19
133,Hong Kong,"6,315",+76,109,,"5,344",+4,862,11,839,14,"4,153,109","552,095","7,522,460",Asia,"1,191","69,013",2
134,Malawi,"6,028",+3,185,,"5,455",+2,388,4,312,10,"74,010","3,828","19,333,381",Africa,"3,207","104,505",261
135,Rwanda,"5,934",+15,49,+1,"5,516",+36,369,,454,4,"626,311","47,867","13,084,494",Africa,"2,205","267,030",21
136,Uruguay,"5,857",+141,77,+1,"4,357",+90,"1,423",18,"1,684",22,"433,899","124,727","3,478,795",South America,594,"45,179",8
137,Nicaragua,"5,784",,160,,"4,225",,"1,399",,869,24,,,"6,657,451",North America,"1,151","41,609",
138,Congo,"5,774",,94,,"4,988",,692,,"1,036",17,,,"5,574,054",Africa,965,"59,298",
139,Belize,"5,743",+96,147,+3,"3,131",+59,"2,465",7,"14,335",367,"30,542","76,236","400,622",North America,70,"2,725",13
140,Djibouti,"5,679",+2,61,,"5,584",+7,34,,"5,713",61,"91,994","92,551","993,981",Africa,175,"16,295",11
141,Martinique,"5,413",,40,,98,,"5,275",16,"14,429",107,"63,774","170,000","375,142",North America,69,"9,379",6
142,Guyana,"5,406",+30,151,+1,"4,392",+46,863,3,"6,859",192,"30,096","38,186","788,147",South America,146,"5,220",26
143,Iceland,"5,392",+11,26,,"5,179",+11,187,2,"15,758",76,"390,068","1,139,976","342,172",Europe,63,"13,160",1
144,Suriname,"5,312",,117,,"5,194",+2,1,2,"9,021",199,"21,648","36,764","588,832",South America,111,"5,033",27
145,Mayotte,"5,181",,49,,"2,964",,"2,168",4,"18,804",178,"25,231","91,573","275,529",Africa,53,"5,623",11
146,Equatorial Guinea,"5,153",,85,,"5,009",,59,,"3,624",60,"70,345","49,476","1,421,812",Africa,276,"16,727",20
147,CAR,"4,913",,63,,"1,924",,"2,926",2,"1,010",13,"32,711","6,724","4,864,627",Africa,990,"77,216",149
148,Aruba,"4,845",+7,45,,"4,692",+13,108,4,"45,299",421,"50,129","468,684","106,957",North America,22,"2,377",2
149,Mali,"4,710",+22,156,+4,"3,206",+28,"1,348",,230,8,"100,284","4,894","20,490,121",Africa,"4,350","131,347",204
150,Somalia,"4,451",,113,,"3,417",,921,,277,7,,,"16,075,302",Africa,"3,612","142,259",
151,Thailand,"3,998",+21,60,,"3,803",+3,135,1,57,0.9,"977,854","13,995","69,873,727",Asia,"17,477","1,164,562",71
152,Gambia,"3,742",+8,123,,"3,601",+10,18,2,"1,531",50,"25,226","10,319","2,444,542",Africa,653,"19,874",97
153,South Sudan,"3,109",,61,,"2,954",,94,,276,5,"58,576","5,207","11,248,511",Africa,"3,618","184,402",192
154,Benin,"3,015",+41,43,,"2,839",+20,133,,246,4,"336,377","27,451","12,253,828",Africa,"4,064","284,973",36
155,Togo,"2,974",+12,64,,"2,478",+14,432,,356,8,"148,863","17,809","8,358,774",Africa,"2,811","130,606",56
156,Burkina Faso,"2,886",+30,68,,"2,593",,225,,137,3,,,"21,138,763",Africa,"7,325","310,864",
157,Guinea-Bissau,"2,441",+19,44,+1,"2,327",+18,70,5,"1,228",22,"29,037","14,612","1,987,187",Africa,814,"45,163",68
158,Sierra Leone,"2,412",+1,74,,"1,836",,502,,300,9,,,"8,044,123",Africa,"3,335","108,704",
159,Curaçao,"2,379",+15,4,,"1,151",+13,"1,224",16,"14,473",24,"21,902","133,244","164,375",North America,69,"41,094",8
160,Yemen,"2,191",+14,619,+2,"1,510",+6,62,4,73,21,"16,855",560,"30,097,373",Asia,"13,737","48,623","1,786"
161,Lesotho,"2,109",,44,,"1,278",,787,,981,20,"25,687","11,951","2,149,364",Africa,"1,019","48,849",84
162,New Zealand,"2,056",+6,25,,"1,959",+3,72,,411,5,"1,275,525","254,998","5,002,100",Australia/Oceania,"2,433","200,084",4
163,Chad,"1,688",+6,101,,"1,525",+10,62,,102,6,,,"16,619,249",Africa,"9,846","164,547",
164,San Marino,"1,612",+26,46,+1,"1,299",+14,267,8,"47,466","1,354","17,194","506,287","33,961",Europe,21,738,2
165,Liberia,"1,595",,83,,"1,343",,169,2,312,16,"34,105","6,678","5,106,721",Africa,"3,202","61,527",150
166,Niger,"1,548",+32,72,+2,"1,210",+3,266,9,63,3,"46,310","1,885","24,563,254",Africa,"15,868","341,156",530
167,Vietnam,"1,347",+4,35,,"1,179",,133,,14,0.4,"1,339,465","13,709","97,705,157",Asia,"72,535","2,791,576",73
168,Channel Islands,"1,299",+81,48,,"1,012",+37,239,10,"7,443",275,"199,491","1,142,992","174,534",Europe,134,"3,636",1
169,Liechtenstein,"1,270",+17,16,+1,"1,088",+64,166,11,"33,269",419,"14,040","367,790","38,174",Europe,30,"2,386",3
170,Sint Maarten,"1,066",+4,25,,947,,94,6,"24,745",580,"7,200","167,135","43,079",North America,40,"1,723",6
171,Gibraltar,"1,020",+6,5,,939,+7,76,3,"30,279",148,"90,317","2,681,064","33,687",Europe,33,"6,737",0
172,Sao Tome and Principe,991,+2,17,,933,+3,41,,"4,487",77,"7,498","33,951","220,846",Africa,223,"12,991",29
173,Mongolia,791,+7,,,354,,437,6,240,,"175,928","53,308","3,300,234",Asia,"4,172",,19
174,Turks and Caicos,748,,6,,717,+11,25,1,"19,212",154,"8,650","222,165","38,935",North America,52,"6,489",5
175,Saint Martin,717,+27,12,,641,+43,64,7,"18,413",308,"7,149","183,590","38,940",North America,54,"3,245",5
176,Diamond Princess,712,,13,,659,,40,4,,,,,,,,,
177,Burundi,688,+7,1,,575,,112,,57,0.08,"62,215","5,169","12,035,916",Africa,"17,494","12,035,916",193
178,Taiwan,675,+24,7,,565,,103,,28,0.3,"110,332","4,629","23,834,937",Asia,"35,311","3,404,991",216
179,Papua New Guinea,655,,7,,597,+9,51,,73,0.8,"32,221","3,573","9,017,270",Australia/Oceania,"13,767","1,288,181",280
180,Comoros,611,,7,,586,,18,,696,8,,,"877,260",Africa,"1,436","125,323",
181,Monaco,609,+1,3,,556,+19,50,4,"15,473",76,"51,953","1,319,978","39,359",Europe,65,"13,120",1
182,Eritrea,577,,,,498,,79,,162,,"21,655","6,071","3,566,869",Africa,"6,182",,165
183,Tanzania,509,,21,,183,,305,7,8,0.3,,,"60,432,457",Africa,"118,728","2,877,736",
184,Mauritius,504,+3,10,,456,+13,38,,396,8,"289,552","227,518","1,272,657",Africa,"2,525","127,266",4
185,Faeroe Islands,503,+1,,,498,,5,,"10,278",,"167,731","3,427,208","48,941",Europe,97,,0
186,Bhutan,396,,,,377,+4,19,,511,,"201,511","259,962","775,157",Asia,"1,957",,4
187,Isle of Man,369,,25,,338,,6,1,"4,330",293,"18,159","213,079","85,222",Europe,231,"3,409",5
188,Cambodia,323,+8,,,301,,22,,19,,"228,972","13,617","16,815,359",Asia,"52,060",,73
189,Barbados,276,+1,7,,250,,19,,960,24,"47,036","163,590","287,523",North America,"1,042","41,075",6
190,Cayman Islands,274,,2,,252,,20,1,"4,149",30,"52,620","796,742","66,044",North America,241,"33,022",1
191,Bermuda,260,+9,9,,214,+1,37,1,"4,181",145,"107,890","1,735,096","62,181",North America,239,"6,909",1
192,Saint Lucia,259,+2,2,,131,+22,126,,"1,408",11,"16,074","87,368","183,980",North America,710,"91,990",11
193,Seychelles,183,+10,,,162,,21,,"1,856",,"5,200","52,737","98,603",Africa,539,,19
194,Caribbean Netherlands,162,,3,,157,,2,,"6,154",114,"3,637","138,158","26,325",North America,163,"8,775",7
195,Brunei,150,,3,,145,,2,,342,7,"75,916","172,838","439,231",Asia,"2,928","146,410",6
