#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/ 
 1M pop 
54,Armenia,"135,967",+843,"2,193",+29,"110,365","+1,923","23,409",,"45,848",739,"512,617","172,855","2,965,592",Asia,22,"1,352",6
55,Kazakhstan,"132,348",+689,"1,990",,"116,863",+402,"13,495",221,"7,013",105,"4,206,738","222,920","18,871,060",Asia,143,"9,483",4
56,Croatia,"131,342","+2,900","1,861",+75,"108,231","+3,032","21,250",245,"32,078",455,"759,014","185,376","4,094,458",Europe,31,"2,200",5
57,Lebanon,"129,455","+1,511","1,033",+15,"83,034",,"45,388",361,"19,003",152,"1,632,412","239,623","6,812,413",Asia,53,"6,595",4
58,Azerbaijan,"125,602","+4,426","1,433",+41,"76,897","+1,995","47,272",,"12,341",141,"1,746,198","171,571","10,177,677",Asia,81,"7,102",6
59,Oman,"123,908",+209,"1,430",+7,"115,441",+225,"7,037",105,"24,011",277,"571,472","110,741","5,160,452",Asia,42,"3,609",9
60,Guatemala,"122,774",+712,"4,178",+7,"111,574",+630,"7,022",5,"6,800",231,"538,797","29,844","18,053,897",North America,147,"4,321",34
61,Egypt,"116,303",+392,"6,666",+16,"102,816",+98,"6,821",46,"1,128",65,"1,000,000","9,696","103,139,744",Africa,887,"15,473",103
62,Ethiopia,"110,554",+480,"1,709",+3,"74,917","+1,109","33,928",330,952,15,"1,641,697","14,135","116,144,606",Africa,"1,051","67,961",71
63,Moldova,"108,863","+1,499","2,323",+19,"95,918",+564,"10,622",294,"27,013",576,"464,494","115,260","4,029,973",Europe,37,"1,735",9
64,Honduras,"108,253",+365,"2,918",+9,"48,073",+393,"57,262",128,"10,857",293,"267,616","26,841","9,970,530",North America,92,"3,417",37
65,Greece,"107,470","+2,199","2,517",+111,"9,989",,"94,964",596,"10,332",242,"2,394,598","230,220","10,401,340",Europe,97,"4,132",4
66,Slovakia,"107,183","+1,254",868,+29,"68,859","+2,818","37,456",243,"19,628",159,"1,082,625","198,255","5,460,765",Europe,51,"6,291",5
67,Venezuela,"102,621",+227,901,+4,"97,562",+236,"4,158",117,"3,613",32,"2,297,557","80,895","28,401,636",South America,277,"31,522",12
68,Tunisia,"96,769",,"3,260",,"70,851",,"22,658",295,"8,152",275,"460,624","38,804","11,870,646",Africa,123,"3,641",26
69,Myanmar,"92,189","+1,476","1,972",+31,"71,343","+1,187","18,874",,"1,690",36,"1,182,735","21,676","54,563,794",Asia,592,"27,669",46
70,Bosnia and Herzegovina,"89,085","+1,184","2,727",+46,"53,724",+955,"32,634",,"27,226",833,"418,107","127,779","3,272,106",Europe,37,"1,200",8
71,Palestine,"88,004","+2,357",747,+15,"65,938",+951,"21,319",64,"17,086",145,"683,701","132,740","5,150,674",Asia,59,"6,895",8
72,Bahrain,"87,137",+181,341,,"85,357",+216,"1,439",13,"50,489",198,"2,064,477","1,196,211","1,725,847",Asia,20,"5,061",1
73,Kenya,"84,169",+551,"1,474",+5,"55,610",+266,"27,085",71,"1,551",27,"893,646","16,469","54,263,910",Africa,645,"36,814",61
74,Algeria,"84,152",+953,"2,447",+16,"54,405",+596,"27,300",46,"1,905",55,,,"44,181,704",Africa,525,"18,055",
75,Paraguay,"83,479","+1,055","1,771",+15,"58,949",+496,"22,759",142,"11,644",247,"452,851","63,165","7,169,333",South America,86,"4,048",16
76,Libya,"83,417",+608,"1,196",+13,"54,209",+391,"28,012",,"12,071",173,"436,051","63,100","6,910,483",Africa,83,"5,778",16
77,Denmark,"81,949","+1,468",846,+9,"64,757","+1,242","16,346",38,"14,127",146,"7,497,665","1,292,514","5,800,838",Europe,71,"6,857",1
78,Slovenia,"77,135","+1,321","1,490",+55,"55,476","+1,338","20,169",210,"37,101",717,"524,988","252,512","2,079,059",Europe,27,"1,395",4
79,Kyrgyzstan,"73,178",+371,"1,275",+4,"64,711",+562,"7,192",133,"11,140",194,"509,160","77,507","6,569,214",Asia,90,"5,152",13
80,Uzbekistan,"73,145",+104,610,+2,"70,337",+34,"2,198",172,"2,172",18,"1,377,915","40,921","33,672,475",Asia,460,"55,201",24
81,Ireland,"72,798",+254,"2,069",+16,"23,364",,"47,365",31,"14,674",417,"1,974,478","398,002","4,960,975",Europe,68,"2,398",3
82,Nigeria,"67,838",+281,"1,176",+3,"63,430",+148,"3,232",10,326,6,"779,708","3,744","208,258,505",Africa,"3,070","177,091",267
83,Malaysia,"67,169","+1,472",363,+3,"56,311","+1,552","10,495",120,"2,064",11,"2,686,452","82,558","32,540,065",Asia,484,"89,642",12
84,North Macedonia,"62,945","+1,067","1,792",+29,"40,188","+1,242","20,965",138,"30,214",860,"335,298","160,943","2,083,338",Europe,33,"1,163",6
85,Lithuania,"62,512","+1,184",519,+13,"24,000","+2,112","37,993",132,"23,102",192,"1,264,577","467,329","2,705,968",Europe,43,"5,214",2
86,Singapore,"58,228",+10,29,,"58,139",+5,60,,"9,920",5,"4,658,858","793,707","5,869,746",Asia,101,"202,405",1
87,Ghana,"51,667",,323,,"50,547",,797,16,"1,648",10,"592,285","18,897","31,343,022",Africa,607,"97,037",53
88,Afghanistan,"46,717",+219,"1,797",+23,"36,907",+119,"8,013",93,"1,189",46,"150,750","3,837","39,292,791",Asia,841,"21,866",261
89,El Salvador,"39,130",+189,"1,120",+6,"35,839",+761,"2,171",33,"6,020",172,"552,608","85,016","6,500,043",North America,166,"5,804",12
90,Albania,"39,014",+832,822,+12,"19,384",+535,"18,808",27,"13,563",286,"188,221","65,435","2,876,461",Europe,74,"3,499",15
91,Norway,"36,591",+441,334,+2,"27,414","+6,458","8,843",34,"6,727",61,"2,294,651","421,879","5,439,119",Europe,149,"16,285",2
92,Montenegro,"35,849",+584,504,+5,"24,637",+506,"10,708",68,"57,075",802,"135,448","215,647","628,100",Europe,18,"1,246",5
93,Luxembourg,"35,129",+451,330,+9,"26,156",+70,"8,643",42,"55,739",524,"1,383,631","2,195,410","630,238",Europe,18,"1,910",0
94,S. Korea,"34,652",+451,526,,"27,885",+260,"6,241",97,676,10,"3,083,997","60,131","51,287,911",Asia,"1,480","97,506",17
95,Australia,"27,912",+8,908,,"25,602",+4,"1,402",,"1,089",35,"10,026,696","391,298","25,624,220",Australia/Oceania,918,"28,221",3
96,Finland,"25,462",+550,399,,"16,800",,"8,263",18,"4,592",72,"1,960,016","353,515","5,544,371",Europe,218,"13,896",3
97,Sri Lanka,"24,532",+545,122,+4,"17,817",+257,"6,593",,"1,144",6,"835,391","38,944","21,451,241",Asia,874,"175,830",26
98,Cameroon,"24,487",+42,441,+4,"22,177",,"1,869",52,913,16,"149,000","5,556","26,819,878",Africa,"1,095","60,816",180
99,Ivory Coast,"21,334",+3,132,,"20,981",+17,221,,801,5,"218,660","8,205","26,649,180",Africa,"1,249","201,888",122
100,Uganda,"21,035",+576,205,,"9,044",+55,"11,786",,454,4,"630,441","13,606","46,335,828",Africa,"2,203","226,028",73
101,Sudan,"18,045",+235,"1,255",+6,"10,369",+67,"6,421",,408,28,,,"44,274,492",Africa,"2,454","35,278",
102,Latvia,"17,687",+612,210,+4,"1,806",+11,"15,671",36,"9,422",112,"632,349","336,847","1,877,258",Europe,106,"8,939",3
103,Zambia,"17,665",+18,357,,"17,059",+61,249,,950,19,"410,794","22,090","18,596,763",Africa,"1,053","52,092",45
104,Madagascar,"17,341",,251,,"16,657",,433,16,620,9,"93,734","3,349","27,985,969",Africa,"1,614","111,498",299
105,Senegal,"16,107",+18,333,,"15,627",+20,147,6,952,20,"231,541","13,679","16,926,622",Africa,"1,051","50,831",73
106,Mozambique,"15,770",+69,131,,"13,778",+49,"1,861",,499,4,"232,684","7,359","31,617,375",Africa,"2,005","241,354",136
107,Angola,"15,251",+112,350,+2,"7,932",+81,"6,969",14,458,11,"171,247","5,144","33,287,463",Africa,"2,183","95,107",194
108,French Polynesia,"14,559",+187,76,+1,"4,842",,"9,641",24,"51,702",270,"26,355","93,592","281,594",Australia/Oceania,19,"3,705",11
109,Namibia,"14,416",+36,151,,"13,600",+65,665,7,"5,631",59,"157,116","61,371","2,560,119",Africa,178,"16,954",16
110,Guinea,"13,119",,76,,"12,045",,998,24,988,6,"73,155","5,509","13,280,170",Africa,"1,012","174,739",182
111,Maldives,"13,049",+38,47,+1,"11,968",+29,"1,034",12,"23,964",86,"248,889","457,079","544,521",Asia,42,"11,586",2
112,DRC,"12,859",+87,335,+2,"11,663",+78,861,,142,4,,,"90,683,997",Africa,"7,052","270,698",
113,Estonia,"12,495",+189,121,+3,"7,536",+458,"4,838",17,"9,417",91,"483,091","364,071","1,326,914",Europe,106,"10,966",3
114,Tajikistan,"12,231",+37,86,,"11,640",+41,505,,"1,271",9,,,"9,626,702",Asia,787,"111,938",
115,French Guiana,"11,240",+36,70,,"9,995",,"1,175",1,"37,232",232,"83,475","276,509","301,889",South America,27,"4,313",4
116,Cyprus,"10,883",+318,49,,"2,057",,"8,777",15,"8,986",40,"622,653","514,135","1,211,068",Asia,111,"24,716",2
117,Cabo Verde,"10,816",+55,106,+1,"10,366",+37,344,23,"19,365",190,"104,510","187,117","558,527",Africa,52,"5,269",5
118,Jamaica,"10,810",+47,258,+1,"6,364",+145,"4,188",9,"3,644",87,"115,536","38,945","2,966,635",North America,274,"11,499",26
119,Botswana,"10,742",,34,,"7,912",,"2,796",1,"4,530",14,"422,359","178,104","2,371,412",Africa,221,"69,747",6
120,Zimbabwe,"10,129",+95,277,,"8,643",+154,"1,209",,677,19,"179,942","12,033","14,953,588",Africa,"1,476","53,984",83
121,Malta,"9,975",+102,141,+4,"7,748",+83,"2,086",18,"22,566",319,"430,782","974,530","442,041",Europe,44,"3,135",1
122,Haiti,"9,296",+2,233,,"8,023",,"1,040",,811,20,"34,734","3,031","11,460,910",North America,"1,233","49,188",330
123,Gabon,"9,214",,60,,"9,066",,88,7,"4,100",27,"303,373","134,980","2,247,541",Africa,244,"37,459",7
124,Mauritania,"8,710",+109,177,,"7,764",+32,769,10,"1,853",38,"104,875","22,313","4,700,266",Africa,540,"26,555",45
125,Guadeloupe,"8,427",+83,149,,"2,242",,"6,036",7,"21,059",372,"77,192","192,906","400,153",North America,47,"2,686",5
126,Cuba,"8,381",+97,136,+1,"7,658",+27,587,4,740,12,"1,115,144","98,479","11,323,678",North America,"1,351","83,262",10
127,Réunion,"8,054",,40,,"7,172",,842,17,"8,969",45,"48,859","54,408","898,008",Africa,111,"22,450",18
128,Syria,"7,973",+86,422,+5,"3,624",+64,"3,927",,451,24,,,"17,677,061",Asia,"2,217","41,889",
129,Bahamas,"7,543",+2,163,,"5,934",+45,"1,446",,"19,105",413,"43,794","110,920","394,826",North America,52,"2,422",9
130,Andorra,"6,790",+45,76,,"5,940",+67,774,20,"87,820",983,"168,635","2,181,086","77,317",Europe,11,"1,017",0
131,Trinidad and Tobago,"6,685",+16,120,,"5,807",+36,758,38,"4,770",86,"36,858","26,301","1,401,407",North America,210,"11,678",38
132,Eswatini,"6,442",+23,122,,"6,017",+11,303,11,"5,529",105,"62,213","53,392","1,165,218",Africa,181,"9,551",19
133,Hong Kong,"6,397",+82,109,,"5,360",+16,928,14,850,14,"4,153,109","552,082","7,522,626",Asia,"1,176","69,015",2
134,Malawi,"6,028",,185,,"5,465",+10,378,4,312,10,"74,032","3,829","19,334,736",Africa,"3,207","104,512",261
135,Uruguay,"6,024",+167,78,+1,"4,483",+126,"1,463",22,"1,732",22,"437,520","125,766","3,478,828",South America,577,"44,600",8
136,Rwanda,"5,948",+14,49,,"5,544",+28,355,,455,4,"629,131","48,079","13,085,373",Africa,"2,200","267,048",21
137,Belize,"5,854",+111,148,+1,"3,151",+20,"2,555",7,"14,612",369,"30,881","77,079","400,642",North America,68,"2,707",13
138,Nicaragua,"5,838",+54,161,+1,"4,225",,"1,452",,877,24,,,"6,657,666",North America,"1,140","41,352",
139,Congo,"5,774",,94,,"4,988",,692,,"1,036",17,,,"5,574,426",Africa,965,"59,302",
140,Djibouti,"5,680",+1,61,,"5,587",+3,32,,"5,714",61,"92,180","92,734","994,021",Africa,175,"16,295",11
141,Martinique,"5,520",+107,41,+1,98,,"5,381",9,"14,714",109,"65,748","175,262","375,141",North America,68,"9,150",6
142,Guyana,"5,423",+17,151,,"4,436",+44,836,3,"6,881",192,"30,355","38,514","788,157",South America,145,"5,220",26
143,Iceland,"5,413",+21,27,+1,"5,187",+8,199,2,"15,819",79,"391,989","1,145,570","342,178",Europe,63,"12,673",1
144,Suriname,"5,319",+7,117,,"5,197",+3,5,1,"9,033",199,"21,747","36,932","588,846",South America,111,"5,033",27
145,Mayotte,"5,181",,49,,"2,964",,"2,168",4,"18,803",178,"25,231","91,567","275,547",Africa,53,"5,623",11
146,Equatorial Guinea,"5,156",+3,85,,"5,009",,62,,"3,626",60,"70,718","49,733","1,421,939",Africa,276,"16,729",20
147,CAR,"4,918",+5,63,,"1,924",,"2,931",2,"1,011",13,"32,711","6,724","4,864,857",Africa,989,"77,220",149
148,Aruba,"4,872",+27,45,,"4,705",+13,122,4,"45,551",421,"50,598","473,064","106,958",North America,22,"2,377",2
149,Mali,"4,762",+52,160,+4,"3,241",+35,"1,361",,232,8,"100,284","4,894","20,491,721",Africa,"4,303","128,073",204
150,Somalia,"4,451",,113,,"3,417",,921,,277,7,,,"16,076,518",Africa,"3,612","142,270",
151,Thailand,"4,008",+10,60,,"3,811",+8,137,1,57,0.9,"977,854","13,994","69,874,204",Asia,"17,434","1,164,570",71
152,Gambia,"3,743",+1,123,,"3,607",+6,13,2,"1,531",50,"25,282","10,341","2,444,728",Africa,653,"19,876",97
153,South Sudan,"3,111",+2,61,,"2,954",,96,,277,5,"59,081","5,252","11,248,870",Africa,"3,616","184,408",190
154,Benin,"3,015",,43,,"2,839",,133,,246,4,"336,377","27,449","12,254,699",Africa,"4,065","284,993",36
155,Togo,"2,997",+23,64,,"2,515",+37,418,,359,8,"150,210","17,969","8,359,305",Africa,"2,789","130,614",56
156,Burkina Faso,"2,931",+45,68,,"2,644",+51,219,,139,3,,,"21,140,335",Africa,"7,213","310,887",
157,Curaçao,"2,503",+124,7,+3,"1,191",+40,"1,305",15,"15,227",43,"22,531","137,069","164,377",North America,66,"23,482",7
158,Guinea-Bissau,"2,441",,44,,"2,327",,70,5,"1,228",22,"29,037","14,611","1,987,314",Africa,814,"45,166",68
159,Sierra Leone,"2,413",+1,74,,"1,838",+2,501,,300,9,,,"8,044,567",Africa,"3,334","108,710",
160,Yemen,"2,197",+6,619,,"1,514",+4,64,4,73,21,"16,855",560,"30,099,172",Asia,"13,700","48,625","1,786"
161,Lesotho,"2,137",+28,44,,"1,278",,815,,994,20,"26,082","12,134","2,149,411",Africa,"1,006","48,850",82
162,New Zealand,"2,059",+3,25,,"1,962",+3,72,,412,5,"1,278,690","255,631","5,002,100",Australia/Oceania,"2,429","200,084",4
163,Chad,"1,700",+12,102,+1,"1,532",+7,66,,102,6,,,"16,620,542",Africa,"9,777","162,946",
164,San Marino,"1,650",+38,46,,"1,334",+35,270,9,"48,585","1,354","17,645","519,567","33,961",Europe,21,738,2
165,Liberia,"1,595",,83,,"1,343",,169,2,312,16,"34,105","6,678","5,107,047",Africa,"3,202","61,531",150
166,Niger,"1,586",+38,75,+3,"1,219",+9,292,9,65,3,"46,310","1,885","24,565,663",Africa,"15,489","327,542",530
167,Vietnam,"1,351",+4,35,,"1,195",+16,121,,14,0.4,"1,339,465","13,709","97,707,547",Asia,"72,322","2,791,644",73
168,Channel Islands,"1,341",+42,48,,"1,012",,281,10,"7,683",275,"199,491","1,142,966","174,538",Europe,130,"3,636",1
169,Liechtenstein,"1,286",+16,16,,"1,110",+22,160,11,"33,688",419,"14,040","367,790","38,174",Europe,30,"2,386",3
170,Sint Maarten,"1,069",+3,25,,964,+17,80,6,"24,814",580,"7,586","176,087","43,081",North America,40,"1,723",6
171,Gibraltar,"1,030",+10,5,,950,+11,75,3,"30,576",148,"91,501","2,716,211","33,687",Europe,33,"6,737",0
172,Sao Tome and Principe,996,+5,17,,934,+1,45,,"4,510",77,"7,498","33,949","220,858",Africa,222,"12,992",29
173,Mongolia,801,+10,,,358,+4,443,6,243,,"188,044","56,976","3,300,379",Asia,"4,120",,18
174,Turks and Caicos,750,+2,6,,720,+3,24,1,"19,262",154,"8,770","225,236","38,937",North America,52,"6,490",4
175,Saint Martin,717,,12,,641,,64,7,"18,412",308,"7,149","183,581","38,942",North America,54,"3,245",5
176,Diamond Princess,712,,13,,659,,40,4,,,,,,,,,
177,Burundi,689,+1,1,,575,,113,,57,0.08,"62,215","5,169","12,036,888",Africa,"17,470","12,036,888",193
178,Taiwan,679,+4,7,,568,+3,104,,28,0.3,"110,685","4,644","23,835,055",Asia,"35,103","3,405,008",215
179,Papua New Guinea,656,+1,7,,597,,52,,73,0.8,"32,221","3,573","9,017,734",Australia/Oceania,"13,747","1,288,248",280
180,Monaco,617,+8,3,,559,+3,55,4,"15,676",76,"51,953","1,319,978","39,359",Europe,64,"13,120",1
181,Comoros,613,+2,7,,586,,20,,699,8,,,"877,311",Africa,"1,431","125,330",
182,Eritrea,577,,,,498,,79,,162,,"21,655","6,071","3,567,003",Africa,"6,182",,165
183,Tanzania,509,,21,,183,,305,7,8,0.3,,,"60,437,124",Africa,"118,737","2,877,958",
184,Mauritius,505,+1,10,,463,+7,32,,397,8,"289,552","227,517","1,272,663",Africa,"2,520","127,266",4
185,Faeroe Islands,503,,,,500,+2,3,,"10,277",,"168,493","3,442,708","48,942",Europe,97,,0
186,Bhutan,410,+14,,,381,+4,29,,529,,"202,849","261,680","775,181",Asia,"1,891",,4
187,Isle of Man,369,,25,,340,+2,4,1,"4,330",293,"18,610","218,368","85,223",Europe,231,"3,409",5
188,Cambodia,326,+3,,,304,+3,22,,19,,"231,443","13,763","16,815,991",Asia,"51,583",,73
189,Cayman Islands,285,+11,2,,254,+2,29,1,"4,315",30,"53,350","807,770","66,046",North America,232,"33,023",1
190,Barbados,278,+2,7,,255,+5,16,,967,24,"47,649","165,722","287,524",North America,"1,034","41,075",6
191,Bermuda,262,+2,9,,214,,39,1,"4,214",145,"108,950","1,752,171","62,180",North America,237,"6,909",1
192,Saint Lucia,259,,2,,138,+7,119,,"1,408",11,"16,195","88,025","183,982",North America,710,"91,991",11
193,Seychelles,183,,,,162,,21,,"1,856",,"5,200","52,736","98,604",Africa,539,,19
194,Caribbean Netherlands,162,,3,,157,,2,,"6,154",114,"3,637","138,152","26,326",North America,163,"8,775",7
195,Brunei,151,+1,3,,145,,3,,344,7,"77,493","176,424","439,243",Asia,"2,909","146,414",6
