#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/ 
 1M pop 
196,St. Barth,147,,1,,105,,41,,"14,863",101,"4,767","482,002","9,890",North America,67,"9,890",2
197,Antigua and Barbuda,142,+1,4,,130,,8,1,"1,445",41,"4,752","48,356","98,271",North America,692,"24,568",21
198,Dominica,85,,,,63,,22,,"1,180",,"5,655","78,474","72,062",North America,848,,13
199,St. Vincent Grenadines,85,,,,80,+1,5,,765,,"10,072","90,666","111,089",North America,"1,307",,11
200,British Virgin Islands,72,+1,1,,71,+1,0,,"2,375",33,"6,431","212,132","30,316",North America,421,"30,316",5
201,Macao,46,,,,46,,0,,70,,"4,238","6,490","653,048",Asia,"14,197",,154
202,Fiji,42,,2,,33,,7,,47,2,"16,229","18,049","899,186",Australia/Oceania,"21,409","449,593",55
203,Grenada,41,,,,30,,11,,364,,"6,252","55,453","112,744",North America,"2,750",,18
204,Laos,39,,,,26,,13,,5,,"79,557","10,869","7,319,802",Asia,"187,687",,92
205,New Caledonia,33,,,,32,,1,,115,,"17,565","61,276","286,654",Australia/Oceania,"8,686",,16
206,Timor-Leste,30,,,,30,,0,,23,,"13,842","10,416","1,328,921",Asia,"44,297",,96
207,Vatican City,27,,,,15,,12,,"33,666",,,,802,Europe,30,,
208,Saint Kitts and Nevis,22,,,,19,,3,,412,,"3,677","68,912","53,358",North America,"2,425",,15
209,Greenland,18,,,,18,,0,,317,,"13,021","229,195","56,812",North America,"3,156",,4
210,Solomon Islands,17,,,,5,,12,,25,,"4,500","6,485","693,872",Australia/Oceania,"40,816",,154
211,Falkland Islands,16,,,,13,,3,,"4,543",,"4,245","1,205,281","3,522",South America,220,,1
212,Saint Pierre Miquelon,16,,,,14,+2,2,,"2,767",,"2,882","498,443","5,782",North America,361,,2
213,Montserrat,13,,1,,12,,0,,"2,604",200,577,"115,562","4,993",North America,384,"4,993",9
214,Western Sahara,10,,1,,8,,1,,17,2,,,"603,431",Africa,"60,343","603,431",
215,MS Zaandam,9,,2,,,,7,,,,,,,,,,
216,Anguilla,6,,,,3,,3,,398,,"2,651","176,041","15,059",North America,"2,510",,6
217,Marshall Islands,4,,,,4,,0,,67,,,,"59,359",Australia/Oceania,"14,840",,
218,Wallis and Futuna,3,,,,1,,2,,269,,"1,149","103,012","11,154",Australia/Oceania,"3,718",,10
219,Samoa,2,,,,,,2,,10,,,,"198,971",Australia/Oceania,"99,486",,
220,Vanuatu,1,,,,1,+1,0,,3,,,,"310,126",Australia/Oceania,"310,126",,
