#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/ 
 1M pop 
35,Portugal,"318,640","+6,087","4,876",+73,"240,203","+6,165","73,561",517,"31,289",479,"4,722,013","463,682","10,183,726",Europe,32,"2,089",2
36,Austria,"300,689","+3,444","3,757",+106,"249,441","+5,666","47,491",646,"33,304",416,"3,229,393","357,682","9,028,674",Europe,30,"2,403",3
37,Sweden,"278,912",,"7,067",,,,,249,"27,543",698,"3,457,247","341,404","10,126,550",Europe,36,"1,433",3
38,Hungary,"243,581","+5,525","5,706",+193,"70,396","+1,871","167,479",637,"25,242",591,"1,918,043","198,768","9,649,643",Europe,40,"1,691",5
39,Nepal,"239,885","+1,024","1,577",+10,"224,053","+2,206","14,255",,"8,170",54,"1,778,024","60,557","29,361,396",Asia,122,"18,619",17
40,Jordan,"237,513","+3,160","3,010",+50,"182,463","+5,268","52,040",406,"23,179",294,"2,667,541","260,327","10,246,875",Asia,43,"3,404",4
41,Serbia,"213,843","+6,903","1,891",+57,"31,536",,"180,416",279,"24,518",217,"1,885,460","216,173","8,721,989",Europe,41,"4,612",5
42,Ecuador,"197,391",+909,"13,756",+60,"169,804",,"13,831",356,"11,115",775,"669,871","37,722","17,758,178",South America,90,"1,291",27
43,Panama,"175,907","+2,300","3,173",+19,"151,247","+1,196","21,487",161,"40,495",730,"970,591","223,436","4,343,939",North America,25,"1,369",4
44,UAE,"175,276","+1,214",589,+3,"158,498",+670,"16,189",,"17,630",59,"17,323,578","1,742,481","9,941,903",Asia,57,"16,879",1
45,Bulgaria,"160,844","+2,037","4,729",+79,"60,673",+996,"95,442",516,"23,225",683,"1,015,383","146,615","6,925,518",Europe,43,"1,464",7
46,Georgia,"158,154","+5,450","1,462",+37,"129,210","+2,306","27,482",,"39,679",367,"1,586,536","398,044","3,985,826",Asia,25,"2,726",3
47,Japan,"157,674","+2,442","2,283",+43,"133,443","+2,267","21,948",520,"1,248",18,"3,715,130","29,413","126,307,368",Asia,801,"55,325",34
48,Dominican Republic,"147,655",+975,"2,345",+2,"116,329",+160,"28,981",185,"13,553",215,"746,654","68,533","10,894,882",North America,74,"4,646",15
49,Croatia,"147,454","+4,084","2,102",+70,"120,857","+3,709","24,495",259,"36,015",513,"801,545","195,777","4,094,183",Europe,28,"1,948",5
50,Bolivia,"145,325",+139,"8,987",+5,"124,390",+375,"11,948",71,"12,377",765,"367,150","31,269","11,741,545",South America,81,"1,307",32
51,Belarus,"145,279","+1,896","1,198",+8,"122,339","+1,768","21,742",,"15,377",127,"3,398,759","359,734","9,447,969",Europe,65,"7,886",3
52,Kuwait,"144,164",+247,889,+3,"139,610",+462,"3,665",83,"33,544",207,"1,137,692","264,720","4,297,721",Asia,30,"4,834",4
53,Costa Rica,"143,685",,"1,773",,"95,789",,"46,123",212,"28,095",347,"404,440","79,081","5,114,220",North America,36,"2,885",13
54,Azerbaijan,"142,323","+4,323","1,593",+42,"85,980","+2,180","54,750",,"13,982",157,"1,817,804","178,589","10,178,675",Asia,72,"6,390",6
55,Armenia,"140,959","+1,267","2,309",+32,"116,066","+1,076","22,584",,"47,531",779,"526,148","177,414","2,965,652",Asia,21,"1,284",6
56,Qatar,"139,783",+140,239,,"137,060",+188,"2,484",36,"49,784",85,"1,133,075","403,545","2,807,805",Asia,20,"11,748",2
57,Lebanon,"135,876","+1,581","1,090",+12,"88,096","+2,077","46,690",379,"19,946",160,"1,672,623","245,538","6,812,081",Asia,50,"6,250",4
58,Kazakhstan,"135,498",+792,"2,034",,"119,419",+776,"14,045",221,"7,179",108,"4,206,738","222,891","18,873,514",Asia,139,"9,279",4
59,Guatemala,"125,352",+547,"4,239",+15,"113,870",+597,"7,243",5,"6,942",235,"555,213","30,747","18,057,524",North America,144,"4,260",33
60,Oman,"124,329",,"1,435",,"115,866",,"7,028",106,"24,086",278,"571,472","110,710","5,161,876",Asia,42,"3,597",9
61,Egypt,"118,014",+431,"6,750",+18,"103,324",+133,"7,940",46,"1,144",65,"1,000,000","9,694","103,160,870",Africa,874,"15,283",103
62,Moldova,"115,557","+1,728","2,403",+19,"99,606","+1,330","13,548",269,"28,675",596,"480,248","119,172","4,029,871",Europe,35,"1,677",8
63,Slovakia,"115,462","+2,070",981,+24,"79,956","+2,814","34,525",246,"21,144",180,"1,127,916","206,548","5,460,794",Europe,47,"5,567",5
64,Greece,"114,568","+1,383","2,902",+98,"9,989",,"101,677",594,"11,015",279,"2,469,947","237,477","10,400,786",Europe,91,"3,584",4
65,Ethiopia,"112,740",+649,"1,745",+11,"79,579",+960,"31,416",317,970,15,"1,664,375","14,326","116,175,822",Africa,"1,030","66,576",70
66,Honduras,"109,960",+200,"2,941",+3,"49,096",+143,"57,923",121,"11,027",295,"271,223","27,198","9,972,253",North America,91,"3,391",37
67,Venezuela,"104,177",+300,916,+3,"98,879",,"4,382",117,"3,668",32,"2,317,442","81,598","28,400,759",South America,273,"31,005",12
68,Tunisia,"102,991","+1,091","3,526",+45,"76,441",+977,"23,024",288,"8,675",297,"481,662","40,571","11,871,996",Africa,115,"3,367",25
69,Myanmar,"98,047","+1,527","2,081",+22,"76,382","+1,409","19,584",,"1,797",38,"1,269,824","23,271","54,567,774",Asia,557,"26,222",43
70,Palestine,"96,098","+1,422",812,+15,"71,236","+1,030","24,050",69,"18,653",158,"722,951","140,325","5,151,974",Asia,54,"6,345",7
71,Bosnia and Herzegovina,"93,768",+975,"2,922",+57,"58,034",+489,"32,812",,"28,659",893,"435,795","133,194","3,271,884",Europe,35,"1,120",8
72,Denmark,"88,858","+2,115",878,+11,"69,869","+1,237","18,111",39,"15,318",151,"7,824,928","1,348,879","5,801,061",Europe,65,"6,607",1
73,Kenya,"87,984",+735,"1,518",+12,"68,532",+422,"17,934",76,"1,621",28,"927,082","17,081","54,276,885",Africa,617,"35,756",59
74,Bahrain,"87,732",+132,341,,"85,876",+166,"1,515",10,"50,815",198,"2,108,301","1,221,144","1,726,497",Asia,20,"5,063",1
75,Algeria,"87,502",+772,"2,501",+9,"56,617",+538,"28,384",46,"1,980",57,,,"44,190,369",Africa,505,"17,669",
76,Paraguay,"87,213",+714,"1,833",+20,"61,283",+639,"24,097",140,"12,163",256,"469,346","65,457","7,170,290",South America,82,"3,912",15
77,Libya,"85,529",,"1,219",,"56,048",,"28,262",,"12,375",176,"450,525","65,185","6,911,504",Africa,81,"5,670",15
78,Slovenia,"84,775","+1,636","1,700",+47,"62,600","+1,643","20,475",193,"40,776",818,"552,142","265,573","2,079,062",Europe,25,"1,223",4
79,Kyrgyzstan,"74,774",+401,"1,290",+5,"66,538",+425,"6,946",133,"11,380",196,"519,585","79,080","6,570,391",Asia,88,"5,093",13
80,Ireland,"73,948",+456,"2,099",+13,"23,364",,"48,485",28,"14,904",423,"2,010,334","405,180","4,961,577",Europe,67,"2,364",2
81,Uzbekistan,"73,751",+159,611,,"71,002",+141,"2,138",174,"2,190",18,"1,377,915","40,915","33,677,779",Asia,457,"55,119",24
82,Lithuania,"72,430","+2,848",611,+21,"30,277","+2,517","41,542",132,"26,771",226,"1,317,637","487,012","2,705,556",Europe,37,"4,428",2
83,Malaysia,"71,359","+1,123",380,+4,"60,204","+1,143","10,775",130,"2,193",12,"2,769,720","85,105","32,544,597",Asia,456,"85,644",12
84,Nigeria,"68,937",+310,"1,180",+1,"64,650",+183,"3,107",10,331,6,"791,539","3,800","208,314,512",Africa,"3,022","176,538",263
85,North Macedonia,"67,311",+981,"1,901",+24,"42,872",+631,"22,538",138,"32,309",912,"347,080","166,598","2,083,337",Europe,31,"1,096",6
86,Singapore,"58,255",+13,29,,"58,158",+6,68,,"9,924",5,"4,658,858","793,639","5,870,248",Asia,101,"202,422",1
87,Ghana,"52,096",,325,,"50,924",,847,19,"1,662",10,"601,007","19,171","31,350,125",Africa,602,"96,462",52
88,Afghanistan,"47,641",+253,"1,865",+18,"37,485",+138,"8,291",93,"1,212",47,"157,316","4,003","39,302,396",Asia,825,"21,074",250
89,Albania,"42,148",+846,889,+19,"21,286",+312,"19,973",27,"14,653",309,"197,235","68,569","2,876,427",Europe,68,"3,236",15
90,El Salvador,"39,930",+212,"1,153",+11,"36,402",+116,"2,375",48,"6,143",177,"562,432","86,523","6,500,400",North America,163,"5,638",12
91,Norway,"38,073",+272,354,,"27,414",,"10,305",37,"6,999",65,"2,350,736","432,154","5,439,582",Europe,143,"15,366",2
92,Montenegro,"37,879",+412,530,+8,"26,809",+395,"10,540",68,"60,307",844,"142,221","226,430","628,101",Europe,17,"1,185",4
93,Luxembourg,"37,684",+667,350,+5,"28,029",,"9,305",40,"59,783",555,"1,418,680","2,250,623","630,350",Europe,17,"1,801",0
94,S. Korea,"36,915",+583,540,+4,"28,917",+306,"7,458",121,720,11,"3,180,496","62,012","51,288,392",Asia,"1,389","94,979",16
95,Australia,"27,956",+7,908,,"25,636",+6,"1,412",,"1,091",35,"10,160,853","396,483","25,627,453",Australia/Oceania,917,"28,224",3
96,Sri Lanka,"27,228",+669,137,+7,"20,090",+652,"7,001",,"1,269",6,"876,044","40,837","21,452,220",Asia,788,"156,586",24
97,Finland,"27,218",+460,415,,"18,100",,"8,703",21,"4,909",75,"2,047,284","369,248","5,544,465",Europe,204,"13,360",3
98,Cameroon,"24,752",,443,,"23,344",,965,52,923,17,"149,000","5,554","26,827,122",Africa,"1,084","60,558",180
99,Uganda,"22,188",+290,206,,"9,117",,"12,865",,479,4,"638,787","13,781","46,351,691",Africa,"2,089","225,008",73
100,Ivory Coast,"21,441",+29,132,,"21,090",+36,219,,804,5,"223,877","8,399","26,656,340",Africa,"1,243","201,942",119
101,Latvia,"20,787",+794,253,+11,"1,866",+17,"18,668",46,"11,074",135,"666,781","355,232","1,877,032",Europe,90,"7,419",3
102,Sudan,"19,196",+312,"1,290",+10,"10,942",+136,"6,964",,433,29,,,"44,285,711",Africa,"2,307","34,330",
103,Zambia,"17,898",+41,364,,"17,168",+23,366,,962,20,"436,525","23,466","18,602,411",Africa,"1,039","51,106",43
104,Madagascar,"17,513",,255,,"16,927",+270,331,16,626,9,"95,472","3,410","27,993,775",Africa,"1,598","109,780",293
105,Senegal,"16,397",+100,337,+1,"15,731",+24,329,8,968,20,"235,788","13,926","16,931,461",Africa,"1,033","50,242",72
106,Mozambique,"16,133",+95,133,,"14,343",+183,"1,657",,510,4,"237,408","7,507","31,626,982",Africa,"1,960","237,797",133
107,Angola,"15,536",+43,354,+1,"8,335",+36,"6,847",14,467,11,"171,247","5,143","33,298,689",Africa,"2,143","94,064",194
108,French Polynesia,"15,107",,79,,"4,842",,"10,186",25,"53,645",281,"26,355","93,586","281,612",Australia/Oceania,19,"3,565",11
109,Namibia,"14,950",+170,152,,"13,908",+34,890,5,"5,838",59,"163,135","63,709","2,560,623",Africa,171,"16,846",16
110,Estonia,"14,499",+560,126,+1,"8,919",+370,"5,454",17,"10,927",95,"505,904","381,261","1,326,923",Europe,92,"10,531",3
111,DRC,"13,413",+132,342,+5,"11,857",+104,"1,214",,148,4,,,"90,713,889",Africa,"6,763","265,245",
112,Guinea,"13,233",+47,76,,"12,355",+85,802,24,996,6,"79,810","6,008","13,284,077",Africa,"1,004","174,790",166
113,Maldives,"13,159",+16,47,,"12,264",+65,848,12,"24,162",86,"248,889","456,992","544,625",Asia,41,"11,588",2
114,Tajikistan,"12,389",+40,87,,"11,796",+38,506,,"1,287",9,,,"9,629,049",Asia,777,"110,679",
115,Cyprus,"12,181",+369,57,,"2,057",,"10,067",15,"10,057",47,"632,950","522,596","1,211,164",Asia,99,"21,248",2
116,Botswana,"11,531",,34,,"8,978",,"2,519",1,"4,861",14,"438,332","184,800","2,371,932",Africa,206,"69,763",5
117,French Guiana,"11,407",+73,71,,"9,995",,"1,341",1,"37,775",235,"85,265","282,359","301,974",South America,26,"4,253",4
118,Jamaica,"11,063",+76,261,+1,"6,866",+136,"3,936",7,"3,729",88,"118,398","39,908","2,966,776",North America,268,"11,367",25
119,Cabo Verde,"11,036",+40,109,+1,"10,541",+45,386,23,"19,757",195,"105,444","188,767","558,593",Africa,51,"5,125",5
120,Zimbabwe,"10,617",+70,291,+10,"8,844",+42,"1,482",,710,19,"186,397","12,463","14,955,954",Africa,"1,409","51,395",80
121,Malta,"10,423",+103,149,,"8,289",+169,"1,985",18,"23,579",337,"442,487","1,000,980","442,054",Europe,42,"2,967",1
122,Haiti,"9,370",+23,233,,"8,146",+22,991,,817,20,"34,734","3,030","11,462,429",North America,"1,223","49,195",330
123,Mauritania,"9,359",+178,184,+2,"7,835",+23,"1,340",30,"1,991",39,"106,996","22,757","4,701,606",Africa,502,"25,552",44
124,Gabon,"9,254",,60,,"9,106",,88,6,"4,116",27,"311,091","138,378","2,248,117",Africa,243,"37,469",7
125,Cuba,"8,714",+104,136,,"7,909",+51,669,4,770,12,"1,166,513","103,016","11,323,603",North America,"1,299","83,262",10
126,Guadeloupe,"8,427",,149,,"2,242",,"6,036",7,"21,059",372,"77,192","192,906","400,154",North America,47,"2,686",5
127,Syria,"8,320",+87,442,+5,"3,879",+68,"3,999",,471,25,,,"17,681,721",Asia,"2,125","40,004",
128,Réunion,"8,200",,41,,"7,729",,430,17,"9,131",46,"48,859","54,404","898,078",Africa,110,"21,904",18
129,Belize,"7,601",+218,172,+2,"3,752",+27,"3,677",4,"18,968",429,"42,424","105,869","400,721",North America,53,"2,330",9
130,Bahamas,"7,570",+5,163,,"5,995",+19,"1,412",,"19,171",413,"44,502","112,701","394,867",North America,52,"2,422",9
131,Andorra,"7,005",+50,78,+1,"6,171",+41,756,20,"90,599","1,009","168,635","2,181,029","77,319",Europe,11,991,0
132,Uruguay,"6,965",+234,81,+1,"4,946",+120,"1,938",28,"2,002",23,"460,820","132,459","3,478,959",South America,499,"42,950",8
133,Hong Kong,"6,803",+101,112,,"5,511",+46,"1,180",29,904,15,"4,382,709","582,552","7,523,290",Asia,"1,106","67,172",2
134,Trinidad and Tobago,"6,751",+16,122,+1,"5,907",+23,722,38,"4,817",87,"37,410","26,694","1,401,457",North America,208,"11,487",37
135,Eswatini,"6,495",+15,122,,"6,078",+12,295,11,"5,573",105,"63,144","54,185","1,165,349",Africa,179,"9,552",18
136,Rwanda,"6,084",+41,51,,"5,696",+24,337,,465,4,"642,657","49,099","13,088,893",Africa,"2,151","256,645",20
137,Malawi,"6,049",+2,185,,"5,476",+4,388,4,313,10,"75,984","3,929","19,340,157",Africa,"3,197","104,541",255
138,Nicaragua,"5,838",,161,,"4,225",,"1,452",,877,24,,,"6,658,528",North America,"1,141","41,357",
139,Congo,"5,774",,94,,"4,988",,692,,"1,036",17,,,"5,575,915",Africa,966,"59,318",
140,Djibouti,"5,692",+2,61,,"5,592",,39,,"5,725",61,"93,286","93,832","994,178",Africa,175,"16,298",11
141,Guyana,"5,637",+36,151,,"4,733",+38,753,5,"7,152",192,"31,684","40,198","788,199",South America,140,"5,220",25
142,Martinique,"5,520",,41,,98,,"5,381",9,"14,715",109,"65,748","175,264","375,138",North America,68,"9,150",6
143,Iceland,"5,476",+14,27,,"5,253",+30,196,2,"16,002",79,"397,527","1,161,674","342,202",Europe,62,"12,674",1
144,Suriname,"5,324",+2,117,,"5,207",+2,0,2,"9,041",199,"22,171","37,648","588,904",South America,111,"5,033",27
145,Mayotte,"5,181",,49,,"2,964",,"2,168",4,"18,798",178,"25,231","91,543","275,619",Africa,53,"5,625",11
146,Equatorial Guinea,"5,159",,85,,"5,023",,51,,"3,627",60,"70,998","49,913","1,422,445",Africa,276,"16,735",20
147,Mali,"5,062",+124,163,,"3,334",+27,"1,565",,247,8,"104,321","5,089","20,498,122",Africa,"4,049","125,755",196
148,Aruba,"4,957",+15,45,,"4,763",+17,149,4,"46,343",421,"52,200","488,019","106,963",North America,22,"2,377",2
149,CAR,"4,922",+4,63,,"1,924",,"2,935",2,"1,012",13,"32,711","6,723","4,865,775",Africa,989,"77,235",149
150,Somalia,"4,525",,121,,"3,480",,924,,281,8,,,"16,081,382",Africa,"3,554","132,904",
151,Thailand,"4,072",+19,60,,"3,848",+9,164,1,58,0.9,"977,854","13,994","69,876,113",Asia,"17,160","1,164,602",71
152,Gambia,"3,770",+2,123,,"3,615",+2,32,2,"1,542",50,"26,072","10,661","2,445,473",Africa,649,"19,882",94
153,South Sudan,"3,166",+12,62,,"2,977",,127,1,281,6,"61,964","5,508","11,250,304",Africa,"3,553","181,457",182
154,Burkina Faso,"3,156",+65,68,,"2,697",+10,391,,149,3,,,"21,146,623",Africa,"6,700","310,980",
155,Togo,"3,085",+34,65,,"2,624",+25,396,,369,8,"153,945","18,411","8,361,432",Africa,"2,710","128,637",54
156,Benin,"3,055",,44,,"2,907",,104,,249,4,"345,560","28,190","12,258,181",Africa,"4,012","278,595",35
157,Curaçao,"3,011",+121,7,,"1,328",+36,"1,676",13,"18,317",43,"25,045","152,357","164,384",North America,55,"23,483",7
158,Guinea-Bissau,"2,441",,44,,"2,327",,70,5,"1,228",22,"29,037","14,607","1,987,824",Africa,814,"45,178",68
159,Sierra Leone,"2,420",,74,,"1,843",+1,503,,301,9,,,"8,046,344",Africa,"3,325","108,734",
160,Yemen,"2,304",+37,633,+6,"1,547",+13,124,4,77,21,"17,157",570,"30,106,368",Asia,"13,067","47,561","1,755"
161,Lesotho,"2,150",,44,,"1,278",,828,,"1,000",20,"26,557","12,354","2,149,596",Africa,"1,000","48,854",81
162,New Zealand,"2,078",+9,25,,"1,994",+11,59,,415,5,"1,304,502","260,791","5,002,100",Australia/Oceania,"2,407","200,084",4
163,Niger,"1,789",+63,77,,"1,237",,475,9,73,3,"47,907","1,949","24,575,298",Africa,"13,737","319,160",513
164,San Marino,"1,789",+33,48,+1,"1,412",+31,329,8,"52,677","1,413","19,028","560,273","33,962",Europe,19,708,2
165,Chad,"1,722",+3,102,,"1,561",+6,59,,104,6,,,"16,625,715",Africa,"9,655","162,997",
166,Liberia,"1,676",,83,,"1,358",,235,2,328,16,"35,957","7,039","5,108,349",Africa,"3,048","61,546",142
167,Channel Islands,"1,549",+23,48,,"1,012",,489,10,"8,874",275,"199,491","1,142,855","174,555",Europe,113,"3,637",1
168,Liechtenstein,"1,378",+27,17,,"1,183",,178,16,"36,096",445,"15,235","399,073","38,176",Europe,28,"2,246",3
169,Vietnam,"1,365",+4,35,,"1,220",,110,,14,0.4,"1,339,465","13,708","97,717,109",Asia,"71,588","2,791,917",73
170,Sint Maarten,"1,120",+15,26,+1,"1,007",+14,87,6,"25,995",603,"7,893","183,192","43,086",North America,38,"1,657",5
171,Gibraltar,"1,048",+6,5,,980,+11,63,1,"31,110",148,"95,790","2,843,530","33,687",Europe,32,"6,737",0
172,Sao Tome and Principe,999,,17,,937,,45,,"4,522",77,"7,498","33,943","220,902",Africa,221,"12,994",29
173,Mongolia,842,+11,,,368,+3,474,2,255,,"256,509","77,707","3,300,956",Asia,"3,920",,13
174,Turks and Caicos,756,+1,6,,740,+2,10,1,"19,413",154,"9,247","237,456","38,942",North America,52,"6,490",4
175,Saint Martin,717,,12,,641,,64,7,"18,409",308,"7,149","183,548","38,949",North America,54,"3,246",5
176,Diamond Princess,712,,13,,699,,0,,,,,,,,,,
177,Burundi,694,+2,1,,575,,118,,58,0.08,"62,215","5,167","12,040,775",Africa,"17,350","12,040,775",194
178,Taiwan,693,+3,7,,574,+2,112,,29,0.3,"112,412","4,716","23,835,525",Asia,"34,395","3,405,075",212
179,Papua New Guinea,671,,7,,597,,67,,74,0.8,"32,221","3,572","9,019,589",Australia/Oceania,"13,442","1,288,513",280
180,Monaco,637,+7,3,,572,+1,62,4,"16,183",76,"51,953","1,319,877","39,362",Europe,62,"13,121",1
181,Eritrea,632,,,,508,,124,,177,,"21,655","6,070","3,567,540",Africa,"5,645",,165
182,Comoros,616,+1,7,,600,+10,9,,702,8,,,"877,514",Africa,"1,425","125,359",
183,Tanzania,509,,21,,183,,305,7,8,0.3,,,"60,455,793",Africa,"118,774","2,878,847",
184,Mauritius,508,,10,,465,,33,,399,8,"289,552","227,513","1,272,686",Africa,"2,505","127,269",4
185,Faeroe Islands,506,+1,,,500,,6,,"10,338",,"170,817","3,490,050","48,944",Europe,97,,0
186,Bhutan,424,+6,,,387,+1,37,,547,,"207,557","267,721","775,273",Asia,"1,828",,4
187,Isle of Man,370,,25,,344,,1,,"4,341",293,"18,834","220,984","85,228",Europe,230,"3,409",5
188,Cambodia,345,+10,,,305,+1,40,,21,,"238,478","14,179","16,818,521",Asia,"48,749",,71
189,Bermuda,288,+10,9,,216,,63,1,"4,632",145,"111,870","1,799,218","62,177",North America,216,"6,909",1
190,Cayman Islands,288,,2,,257,,29,1,"4,360",30,"53,727","813,368","66,055",North America,229,"33,028",1
191,Barbados,285,+1,7,,260,+3,18,1,991,24,"49,307","171,486","287,528",North America,"1,009","41,075",6
192,Saint Lucia,265,+3,2,,158,+17,105,,"1,440",11,"16,641","90,445","183,991",North America,694,"91,996",11
193,Seychelles,184,,,,168,,16,,"1,866",,"5,200","52,732","98,611",Africa,536,,19
194,Caribbean Netherlands,164,,3,,158,,3,,"6,229",114,"3,681","139,813","26,328",North America,161,"8,776",7
195,Brunei,151,,3,,146,,2,,344,7,"77,829","177,170","439,289",Asia,"2,909","146,430",6
196,St. Barth,147,,1,,105,,41,,"14,863",101,"4,767","482,002","9,890",North America,67,"9,890",2
