#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/ 
 1M pop 
46,Japan,"155,232","+2,405","2,240",+27,"131,176","+1,935","21,816",505,"1,229",18,"3,675,244","29,097","126,308,421",Asia,814,"56,388",34
47,Georgia,"152,704","+5,068","1,425",+38,"126,904","+2,336","24,375",,"38,312",358,"1,207,234","302,880","3,985,847",Asia,26,"2,797",3
48,Dominican Republic,"146,680",+671,"2,343",+8,"116,169",+177,"28,168",182,"13,464",215,"738,156","67,754","10,894,585",North America,74,"4,650",15
49,Bolivia,"145,186",+192,"8,982",+10,"124,015",+342,"12,189",71,"12,366",765,"365,758","31,152","11,741,110",South America,81,"1,307",32
50,Kuwait,"143,917",+343,886,+2,"139,148",+474,"3,883",84,"33,488",206,"1,130,744","263,114","4,297,548",Asia,30,"4,851",4
51,Costa Rica,"143,685","+1,180","1,773",+16,"95,789","+4,365","46,123",212,"28,096",347,"404,440","79,083","5,114,093",North America,36,"2,884",13
52,Belarus,"143,383","+1,774","1,190",+9,"120,571","+1,647","21,622",,"15,176",126,"3,367,889","356,467","9,447,977",Europe,66,"7,939",3
53,Croatia,"143,370","+3,955","2,032",+68,"117,148","+3,639","24,190",262,"35,017",496,"790,883","193,169","4,094,251",Europe,29,"2,015",5
54,Armenia,"139,692","+1,184","2,277",+23,"114,990","+1,762","22,425",,"47,104",768,"522,843","176,300","2,965,637",Asia,21,"1,302",6
55,Qatar,"139,643",+166,239,,"136,872",+131,"2,532",33,"49,734",85,"1,129,685","402,337","2,807,805",Asia,20,"11,748",2
56,Azerbaijan,"138,000","+4,267","1,551",+41,"83,800","+2,566","52,649",,"13,558",152,"1,797,026","176,552","10,178,426",Asia,74,"6,562",6
57,Kazakhstan,"134,706",+819,"2,034",,"118,643",+639,"14,029",221,"7,138",108,"4,206,738","222,898","18,872,900",Asia,140,"9,279",4
58,Lebanon,"134,295","+1,478","1,078",+11,"86,019","+1,877","47,198",374,"19,714",158,"1,672,623","245,535","6,812,164",Asia,51,"6,319",4
59,Guatemala,"124,805",+752,"4,224",+15,"113,273",+554,"7,308",5,"6,912",234,"551,173","30,525","18,056,618",North America,145,"4,275",33
60,Oman,"124,329",,"1,435",,"115,866",,"7,028",106,"24,088",278,"571,472","110,718","5,161,520",Asia,42,"3,597",9
61,Egypt,"117,583",+427,"6,732",+19,"103,191",+109,"7,660",46,"1,140",65,"1,000,000","9,694","103,155,589",Africa,877,"15,323",103
62,Moldova,"113,829","+1,522","2,384",+21,"98,276",+727,"13,169",267,"28,246",592,"476,316","118,196","4,029,896",Europe,35,"1,690",8
63,Slovakia,"113,392","+2,184",957,+27,"77,142","+2,869","35,293",246,"20,765",175,"1,115,246","204,228","5,460,786",Europe,48,"5,706",5
64,Greece,"113,185","+1,648","2,804",+98,"9,989",,"100,392",612,"10,882",270,"2,450,855","235,638","10,400,924",Europe,92,"3,709",4
65,Ethiopia,"112,091",+512,"1,734",+10,"78,619","+1,234","31,738",317,965,15,"1,658,190","14,274","116,168,018",Africa,"1,036","66,994",70
66,Honduras,"109,760",+616,"2,938",+8,"48,953",+76,"57,869",121,"11,007",295,"271,223","27,199","9,971,823",North America,91,"3,394",37
67,Venezuela,"103,877",+329,913,+4,"98,879",+358,"4,085",117,"3,658",32,"2,317,442","81,597","28,400,979",South America,273,"31,107",12
68,Tunisia,"101,900","+1,217","3,481",+66,"75,464",+951,"22,955",299,"8,583",293,"477,656","40,235","11,871,659",Africa,117,"3,410",25
69,Myanmar,"96,520","+1,502","2,059",+31,"74,973","+1,225","19,488",,"1,769",38,"1,246,524","22,844","54,566,779",Asia,565,"26,502",44
70,Palestine,"94,676","+1,968",797,+17,"70,206","+1,956","23,673",71,"18,378",155,"714,525","138,698","5,151,649",Asia,54,"6,464",7
71,Bosnia and Herzegovina,"92,793","+1,254","2,865",+53,"57,545","+1,495","32,383",,"28,360",876,"432,980","132,331","3,271,939",Europe,35,"1,142",8
72,Bahrain,"87,600",+168,341,,"85,710",+112,"1,549",12,"50,743",198,"2,099,301","1,216,046","1,726,334",Asia,20,"5,063",1
73,Kenya,"87,249",+866,"1,506",+6,"68,110",+322,"17,633",77,"1,608",28,"919,411","16,940","54,273,641",Africa,622,"36,038",59
74,Denmark,"86,743","+1,603",867,+9,"68,632","+1,216","17,244",40,"14,953",149,"7,731,119","1,332,721","5,801,005",Europe,67,"6,691",1
75,Algeria,"86,730",+803,"2,492",+12,"56,079",+541,"28,159",46,"1,963",56,,,"44,188,203",Africa,509,"17,732",
76,Paraguay,"86,499","+1,022","1,813",+17,"60,644",+558,"24,042",144,"12,064",253,"465,266","64,890","7,170,051",South America,83,"3,955",15
77,Libya,"85,529",+680,"1,219",+7,"56,048",+744,"28,262",,"12,375",176,"450,525","65,187","6,911,249",Africa,81,"5,670",15
78,Slovenia,"83,139","+1,790","1,653",+61,"60,957","+1,488","20,529",199,"39,989",795,"538,770","259,141","2,079,062",Europe,25,"1,258",4
79,Kyrgyzstan,"74,373",+440,"1,285",+4,"66,113",+524,"6,975",133,"11,320",196,"509,160","77,497","6,570,097",Asia,88,"5,113",13
80,Uzbekistan,"73,592",+161,611,,"70,861",+149,"2,120",174,"2,185",18,"1,377,915","40,916","33,676,453",Asia,458,"55,117",24
81,Ireland,"73,492",+264,"2,086",+6,"23,364",,"48,042",29,"14,813",420,"2,010,334","405,193","4,961,427",Europe,68,"2,378",2
82,Malaysia,"70,236","+1,141",376,,"59,061","+1,144","10,799",129,"2,158",12,"2,748,881","84,468","32,543,464",Asia,463,"86,552",12
83,Lithuania,"69,582","+2,518",590,+26,"27,760",+924,"41,232",132,"25,717",218,"1,304,400","482,101","2,705,659",Europe,39,"4,586",2
84,Nigeria,"68,627",+324,"1,179",,"64,467",+176,"2,981",10,329,6,"791,539","3,800","208,300,510",Africa,"3,035","176,676",263
85,North Macedonia,"66,330","+1,099","1,877",+30,"42,241",+585,"22,212",138,"31,838",901,"344,085","165,161","2,083,337",Europe,31,"1,110",6
86,Singapore,"58,242",+3,29,,"58,152",+7,61,,"9,922",5,"4,658,858","793,656","5,870,123",Asia,101,"202,418",1
87,Ghana,"52,096",+429,325,+2,"50,924",+377,847,19,"1,662",10,"601,007","19,172","31,348,349",Africa,602,"96,456",52
88,Afghanistan,"47,388",+130,"1,847",+6,"37,347",+45,"8,194",93,"1,206",47,"155,916","3,967","39,299,994",Asia,829,"21,278",252
89,Albania,"41,302",+801,870,+18,"20,974",+490,"19,458",27,"14,359",302,"194,927","67,767","2,876,435",Europe,70,"3,306",15
90,El Salvador,"39,718",+203,"1,142",+8,"36,286",+201,"2,290",48,"6,110",176,"560,018","86,152","6,500,311",North America,164,"5,692",12
91,Norway,"37,801",+430,354,+1,"27,414",,"10,033",38,"6,949",65,"2,350,736","432,163","5,439,466",Europe,144,"15,366",2
92,Montenegro,"37,467",+535,522,+6,"26,414",+548,"10,531",68,"59,651",831,"140,874","224,286","628,100",Europe,17,"1,203",4
93,Luxembourg,"37,017",+588,345,+6,"28,029",+673,"8,643",41,"58,727",547,"1,418,680","2,250,723","630,322",Europe,17,"1,827",0
94,S. Korea,"36,332",+629,536,+7,"28,611",+259,"7,185",116,708,10,"3,157,410","61,562","51,288,272",Asia,"1,412","95,687",16
95,Australia,"27,949",+10,908,,"25,630",+12,"1,411",,"1,091",35,"10,133,929","395,445","25,626,645",Australia/Oceania,917,"28,223",3
96,Finland,"26,758",+336,415,+7,"18,100",,"8,243",21,"4,826",75,"2,033,123","366,696","5,544,441",Europe,207,"13,360",3
97,Sri Lanka,"26,559",+521,130,+1,"19,438",+406,"6,991",,"1,238",6,"876,044","40,837","21,451,975",Asia,808,"165,015",24
98,Cameroon,"24,752",+265,443,+2,"23,344","+1,167",965,52,923,17,"149,000","5,554","26,825,311",Africa,"1,084","60,554",180
99,Uganda,"21,898",+286,206,,"9,117",+7,"12,575",,472,4,"637,124","13,747","46,347,726",Africa,"2,117","224,989",73
100,Ivory Coast,"21,412",+23,132,,"21,054",+32,226,,803,5,"222,462","8,346","26,654,550",Africa,"1,245","201,928",120
101,Latvia,"19,993",+686,242,+7,"1,849",+1,"17,902",46,"10,651",129,"658,086","350,589","1,877,089",Europe,94,"7,757",3
102,Sudan,"18,884",+349,"1,280",+9,"10,806",+134,"6,798",,426,29,,,"44,282,906",Africa,"2,345","34,596",
103,Zambia,"17,857",+127,364,+7,"17,145",+43,348,,960,20,"430,655","23,152","18,600,999",Africa,"1,042","51,102",43
104,Madagascar,"17,513",,255,,"16,657",,601,16,626,9,"93,734","3,349","27,991,823",Africa,"1,598","109,772",299
105,Senegal,"16,297",+80,336,+1,"15,707",+10,254,7,963,20,"234,564","13,855","16,930,251",Africa,"1,039","50,388",72
106,Mozambique,"16,038",+120,133,+1,"14,160",+130,"1,745",,507,4,"236,555","7,480","31,624,580",Africa,"1,972","237,779",134
107,Angola,"15,493",+132,353,+1,"8,299",+55,"6,841",14,465,11,"171,247","5,143","33,295,883",Africa,"2,149","94,323",194
108,French Polynesia,"15,107",+210,79,+1,"4,842",,"10,186",25,"53,646",281,"26,355","93,588","281,607",Australia/Oceania,19,"3,565",11
109,Namibia,"14,780",+181,152,+1,"13,874",+100,754,8,"5,772",59,"161,479","63,065","2,560,497",Africa,173,"16,845",16
110,Estonia,"13,939",+470,125,+2,"8,549",+367,"5,265",17,"10,505",94,"499,566","376,485","1,326,921",Europe,95,"10,615",3
111,DRC,"13,281",+149,337,,"11,753",,"1,191",,146,4,,,"90,706,416",Africa,"6,830","269,159",
112,Guinea,"13,186",+19,76,,"12,270",+66,840,24,993,6,"78,418","5,904","13,283,100",Africa,"1,007","174,778",169
113,Maldives,"13,143",+37,47,,"12,199",+45,897,12,"24,133",86,"248,889","457,013","544,599",Asia,41,"11,587",2
114,Tajikistan,"12,349",+41,87,,"11,758",+40,504,,"1,283",9,,,"9,628,462",Asia,780,"110,672",
115,Cyprus,"11,812",+289,57,+3,"2,057",,"9,698",15,"9,753",47,"632,950","522,607","1,211,140",Asia,103,"21,248",2
116,Botswana,"11,531",,34,,"8,978",,"2,519",1,"4,862",14,"438,332","184,810","2,371,802",Africa,206,"69,759",5
117,French Guiana,"11,334",+16,71,+1,"9,995",,"1,268",1,"37,536",235,"84,570","280,077","301,953",South America,27,"4,253",4
118,Cabo Verde,"10,996",+58,108,+1,"10,496",+42,392,23,"19,686",193,"105,008","187,992","558,576",Africa,51,"5,172",5
119,Jamaica,"10,987",+76,260,+1,"6,730",+116,"3,997",10,"3,703",88,"117,668","39,662","2,966,741",North America,270,"11,411",25
120,Zimbabwe,"10,547",+123,281,+1,"8,802",+48,"1,464",,705,19,"184,820","12,358","14,955,363",Africa,"1,418","53,222",81
121,Malta,"10,320",+123,149,+1,"8,120",+105,"2,051",18,"23,346",337,"439,477","994,177","442,051",Europe,43,"2,967",1
122,Haiti,"9,347",+16,233,,"8,124",+10,990,,815,20,"34,734","3,030","11,462,049",North America,"1,226","49,193",330
123,Gabon,"9,254",+15,60,,"9,106",+17,88,6,"4,117",27,"311,091","138,387","2,247,973",Africa,243,"37,466",7
124,Mauritania,"9,181",+176,182,+1,"7,812",+27,"1,187",30,"1,953",39,"106,996","22,759","4,701,271",Africa,512,"25,831",44
125,Cuba,"8,610",+79,136,,"7,858",+88,616,4,760,12,"1,157,127","102,187","11,323,622",North America,"1,315","83,262",10
126,Guadeloupe,"8,427",,149,,"2,242",,"6,036",7,"21,059",372,"77,192","192,906","400,154",North America,47,"2,686",5
127,Syria,"8,233",+86,437,+5,"3,811",+63,"3,985",,466,25,,,"17,680,556",Asia,"2,148","40,459",
128,Réunion,"8,200",+98,41,+1,"7,729",+557,430,17,"9,131",46,"48,859","54,405","898,061",Africa,110,"21,904",18
129,Bahamas,"7,565",+16,163,,"5,976",+42,"1,426",,"19,159",413,"44,273","112,124","394,857",North America,52,"2,422",9
130,Belize,"7,383",+147,170,+6,"3,725",+154,"3,488",4,"18,425",424,"41,868","104,487","400,701",North America,54,"2,357",10
131,Andorra,"6,955",+51,77,,"6,130",+64,748,20,"89,953",996,"168,635","2,181,057","77,318",Europe,11,"1,004",0
132,Trinidad and Tobago,"6,735",+10,121,,"5,884",+23,730,38,"4,806",86,"37,279","26,600","1,401,444",North America,208,"11,582",38
133,Uruguay,"6,731",+276,80,,"4,826",+119,"1,825",25,"1,935",23,"455,859","131,034","3,478,926",South America,517,"43,487",8
134,Hong Kong,"6,702",+112,112,+1,"5,465",+42,"1,125",23,891,15,"4,382,709","582,565","7,523,124",Asia,"1,123","67,171",2
135,Eswatini,"6,480",+6,122,,"6,066",+22,292,11,"5,561",105,"63,144","54,186","1,165,317",Africa,180,"9,552",18
136,Malawi,"6,047",+4,185,,"5,472",,390,4,313,10,"75,634","3,911","19,338,802",Africa,"3,198","104,534",256
137,Rwanda,"6,043",+32,51,+1,"5,672",+76,320,,462,4,"638,972","48,821","13,088,013",Africa,"2,166","256,628",20
138,Nicaragua,"5,838",,161,,"4,225",,"1,452",,877,24,,,"6,658,312",North America,"1,141","41,356",
139,Congo,"5,774",,94,,"4,988",,692,,"1,036",17,,,"5,575,542",Africa,966,"59,314",
140,Djibouti,"5,690",+1,61,,"5,592",+1,37,,"5,724",61,"93,060","93,609","994,138",Africa,175,"16,297",11
141,Guyana,"5,601",+73,151,,"4,695",+77,755,5,"7,106",192,"31,270","39,673","788,188",South America,141,"5,220",25
142,Martinique,"5,520",,41,,98,,"5,381",9,"14,715",109,"65,748","175,263","375,139",North America,68,"9,150",6
143,Iceland,"5,462",+14,27,,"5,223",+7,212,2,"15,962",79,"396,283","1,158,059","342,196",Europe,63,"12,674",1
144,Suriname,"5,322",,117,,"5,205",+2,0,2,"9,037",199,"22,054","37,450","588,889",South America,111,"5,033",27
145,Mayotte,"5,181",,49,,"2,964",,"2,168",4,"18,799",178,"25,231","91,549","275,601",Africa,53,"5,625",11
146,Equatorial Guinea,"5,159",,85,,"5,023",,51,,"3,627",60,"70,998","49,917","1,422,319",Africa,276,"16,733",20
147,Aruba,"4,942",+19,45,,"4,746",+13,151,4,"46,203",421,"51,728","483,611","106,962",North America,22,"2,377",2
148,Mali,"4,938",+58,163,+1,"3,307",+26,"1,468",,241,8,"104,321","5,090","20,496,522",Africa,"4,151","125,746",196
149,CAR,"4,918",,63,,"1,924",,"2,931",2,"1,011",13,"32,711","6,723","4,865,546",Africa,989,"77,231",149
150,Somalia,"4,525",,121,,"3,480",,924,,281,8,,,"16,080,166",Africa,"3,554","132,894",
151,Thailand,"4,053",+14,60,,"3,839",+7,154,1,58,0.9,"977,854","13,994","69,875,636",Asia,"17,240","1,164,594",71
152,Gambia,"3,768",+1,123,,"3,613",+3,32,2,"1,541",50,"25,812","10,556","2,445,287",Africa,649,"19,880",95
153,South Sudan,"3,154",,62,,"2,977",,115,,280,6,"61,101","5,431","11,249,945",Africa,"3,567","181,451",184
154,Burkina Faso,"3,091",+29,68,,"2,687",+8,336,,146,3,,,"21,145,051",Africa,"6,841","310,957",
155,Benin,"3,055",,44,,"2,907",,104,,249,4,"345,560","28,192","12,257,311",Africa,"4,012","278,575",35
156,Togo,"3,051",+12,65,,"2,599",+32,387,,365,8,"152,789","18,274","8,360,900",Africa,"2,740","128,629",55
157,Curaçao,"2,890",+150,7,,"1,292",+47,"1,591",12,"17,581",43,"24,381","148,319","164,382",North America,57,"23,483",7
158,Guinea-Bissau,"2,441",,44,,"2,327",,70,5,"1,228",22,"29,037","14,608","1,987,697",Africa,814,"45,175",68
159,Sierra Leone,"2,420",+4,74,,"1,842",+2,504,,301,9,,,"8,045,900",Africa,"3,325","108,728",
160,Yemen,"2,267",+28,627,+3,"1,534",+9,106,4,75,21,"16,855",560,"30,104,569",Asia,"13,279","48,014","1,786"
161,Lesotho,"2,150",+5,44,,"1,278",,828,,"1,000",20,"26,557","12,355","2,149,550",Africa,"1,000","48,853",81
162,New Zealand,"2,069",,25,,"1,983",+9,61,,414,5,"1,298,455","259,582","5,002,100",Australia/Oceania,"2,418","200,084",4
163,San Marino,"1,756",+42,47,+1,"1,381",+25,328,8,"51,705","1,384","18,682","550,085","33,962",Europe,19,723,2
164,Niger,"1,726",+86,77,+1,"1,237",+10,412,9,70,3,"47,907","1,950","24,572,889",Africa,"14,237","319,128",513
165,Chad,"1,719",+11,102,,"1,555",+16,62,,103,6,,,"16,624,422",Africa,"9,671","162,985",
166,Liberia,"1,676",+13,83,,"1,358",,235,2,328,16,"35,957","7,039","5,108,024",Africa,"3,048","61,542",142
167,Channel Islands,"1,526",+68,48,,"1,012",,466,10,"8,742",275,"199,491","1,142,881","174,551",Europe,114,"3,636",1
168,Vietnam,"1,361",,35,,"1,220",+11,106,,14,0.4,"1,339,465","13,708","97,714,718",Asia,"71,796","2,791,849",73
169,Liechtenstein,"1,351",+12,17,,"1,183",+14,151,16,"35,390",445,"14,040","367,780","38,175",Europe,28,"2,246",3
170,Sint Maarten,"1,105",+13,25,,993,+17,87,6,"25,647",580,"7,893","183,196","43,085",North America,39,"1,723",5
171,Gibraltar,"1,042",+4,5,,969,+9,68,,"30,932",148,"94,777","2,813,459","33,687",Europe,32,"6,737",0
172,Sao Tome and Principe,999,+2,17,,937,,45,,"4,523",77,"7,498","33,944","220,891",Africa,221,"12,994",29
173,Mongolia,831,+12,,,365,,466,3,252,,"236,269","71,579","3,300,812",Asia,"3,972",,14
174,Turks and Caicos,755,+4,6,,738,+5,11,1,"19,388",154,"9,247","237,462","38,941",North America,52,"6,490",4
175,Saint Martin,717,,12,,641,,64,7,"18,410",308,"7,149","183,557","38,947",North America,54,"3,246",5
176,Diamond Princess,712,,13,,699,,0,,,,,,,,,,
177,Burundi,692,,1,,575,,116,,57,0.08,"62,215","5,167","12,039,804",Africa,"17,399","12,039,804",194
178,Taiwan,690,+4,7,,572,,111,,29,0.3,"112,125","4,704","23,835,407",Asia,"34,544","3,405,058",213
179,Papua New Guinea,671,+2,7,,597,,67,,74,0.8,"32,221","3,573","9,019,125",Australia/Oceania,"13,441","1,288,446",280
180,Eritrea,632,+38,,,508,+10,124,,177,,"21,655","6,070","3,567,406",Africa,"5,645",,165
181,Monaco,630,,3,,571,+1,56,4,"16,005",76,"51,953","1,319,877","39,362",Europe,62,"13,121",1
182,Comoros,615,,7,,590,,18,,701,8,,,"877,463",Africa,"1,427","125,352",
183,Tanzania,509,,21,,183,,305,7,8,0.3,,,"60,451,126",Africa,"118,764","2,878,625",
184,Mauritius,508,,10,,465,,33,,399,8,"289,552","227,514","1,272,680",Africa,"2,505","127,268",4
185,Faeroe Islands,505,,,,500,,5,,"10,318",,"169,645","3,466,175","48,943",Europe,97,,0
186,Bhutan,418,+3,,,386,,32,,539,,"206,639","266,545","775,250",Asia,"1,855",,4
187,Isle of Man,370,+1,25,,344,,1,,"4,341",293,"18,834","220,986","85,227",Europe,230,"3,409",5
188,Cambodia,335,+4,,,304,,31,,20,,"237,040","14,095","16,817,889",Asia,"50,203",,71
189,Cayman Islands,288,,2,,257,,29,1,"4,360",30,"53,727","813,392","66,053",North America,229,"33,027",1
190,Barbados,284,+3,7,,257,,20,,988,24,"48,896","170,057","287,527",North America,"1,012","41,075",6
191,Bermuda,278,+6,9,,216,,53,1,"4,471",145,"110,808","1,782,109","62,178",North America,224,"6,909",1
192,Saint Lucia,262,,2,,141,,119,,"1,424",11,"16,500","89,679","183,989",North America,702,"91,995",11
193,Seychelles,184,+1,,,168,+6,16,,"1,866",,"5,200","52,734","98,609",Africa,536,,19
194,Caribbean Netherlands,164,,3,,158,,3,,"6,229",114,"3,681","139,813","26,328",North America,161,"8,776",7
195,Brunei,151,,3,,146,+1,2,,344,7,"77,829","177,175","439,277",Asia,"2,909","146,426",6
