#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/ 
 1M pop 
24,Czechia,"533,042","+4,568","8,515",+108,"461,599","+6,422","62,928",689,"49,736",794,"3,109,602","290,144","10,717,460",Europe,20,"1,259",3
25,Netherlands,"532,444","+4,921","9,504",+66,,,,501,"31,044",554,"4,043,482","235,757","17,151,047",Europe,32,"1,805",4
26,Romania,"484,550","+4,916","11,665",+135,"371,231","+10,297","101,654","1,260","25,260",608,"4,137,893","215,712","19,182,526",Europe,40,"1,644",5
27,Bangladesh,"469,403","+2,178","6,713",+38,"385,786","+2,562","76,904",,"2,838",41,"2,804,174","16,955","165,384,463",Asia,352,"24,636",59
28,Philippines,"434,352","+1,433","8,436",+18,"398,997",+224,"26,919","1,401","3,942",77,"5,836,021","52,960","110,196,978",Asia,254,"13,063",19
29,Pakistan,"403,311","+2,829","8,166",+75,"345,365","+2,079","49,780","2,244","1,811",37,"5,584,976","25,079","222,692,708",Asia,552,"27,271",40
30,Canada,"389,775","+6,307","12,325",+114,"309,886","+4,998","67,564",530,"10,289",325,"11,652,814","307,604","37,882,498",North America,97,"3,074",3
31,Morocco,"364,190","+4,346","5,985",+70,"314,237","+4,044","43,968",991,"9,818",161,"3,995,885","107,719","37,095,566",Africa,102,"6,198",9
32,Saudi Arabia,"357,872",+249,"5,919",+12,"347,513",+337,"4,440",632,"10,213",169,"9,709,651","277,084","35,042,319",Asia,98,"5,920",4
33,Israel,"339,619","+1,492","2,883",+6,"325,260",+811,"11,476",280,"36,925",313,"5,605,071","609,406","9,197,590",Asia,27,"3,190",2
34,Switzerland,"335,660","+4,786","5,045",+105,"257,600","+7,400","73,015",491,"38,664",581,"2,780,856","320,320","8,681,501",Europe,26,"1,721",3
35,Portugal,"303,846","+3,384","4,645",+68,"223,446","+2,569","75,755",525,"29,836",456,"4,640,505","455,668","10,183,969",Europe,34,"2,192",2
36,Austria,"289,461","+3,972","3,446",+121,"233,657","+6,160","52,358",674,"32,062",382,"3,149,372","348,835","9,028,254",Europe,31,"2,620",3
37,Sweden,"272,643","+5,741","6,981",+1,,,,221,"26,925",689,"3,174,798","313,528","10,126,035",Europe,37,"1,451",3
38,Nepal,"236,246","+1,490","1,538",+9,"218,161","+1,567","16,547",,"8,047",52,"1,754,630","59,769","29,357,095",Asia,124,"19,088",17
39,Jordan,"227,208","+3,591","2,854",+52,"168,429","+5,470","55,925",426,"22,175",279,"2,601,896","253,941","10,246,046",Asia,45,"3,590",4
40,Hungary,"225,209","+4,136","5,142",+165,"65,888","+1,086","154,179",649,"23,338",533,"1,850,230","191,737","9,649,843",Europe,43,"1,877",5
41,Ecuador,"194,876","+1,203","13,562",+61,"169,804",,"11,510",360,"10,975",764,"658,661","37,095","17,755,981",South America,91,"1,309",27
42,Serbia,"191,356","+7,919","1,704",+52,"31,536",,"158,116",270,"21,939",195,"1,822,488","208,946","8,722,276",Europe,46,"5,119",5
43,UAE,"171,434","+1,285",580,+4,"156,380",+713,"14,474",,"17,245",58,"16,994,124","1,709,512","9,940,924",Asia,58,"17,140",1
44,Panama,"169,339","+2,028","3,114",+16,"146,576","+1,058","19,649",164,"38,988",717,"927,315","213,501","4,343,382",North America,26,"1,395",5
45,Bulgaria,"151,913","+3,138","4,347",+159,"55,206","+2,206","92,360",523,"21,934",628,"990,785","143,054","6,925,945",Europe,46,"1,593",7
46,Japan,"150,386","+1,692","2,172",+33,"127,304","+1,834","20,910",488,"1,191",17,"3,591,597","28,435","126,310,527",Asia,840,"58,154",35
47,Dominican Republic,"145,197",+895,"2,334",+1,"115,611",+81,"27,252",185,"13,328",214,"727,606","66,790","10,893,991",North America,75,"4,668",15
48,Bolivia,"144,810",+102,"8,963",+6,"122,495",+793,"13,352",71,"12,335",763,"362,662","30,891","11,740,239",South America,81,"1,310",32
49,Georgia,"143,376","+4,033","1,342",+39,"121,621","+4,061","20,413",,"35,971",337,"1,207,234","302,877","3,985,889",Asia,28,"2,970",3
50,Kuwait,"143,260",+268,882,+1,"138,134",+509,"4,244",79,"33,338",205,"1,107,581","257,745","4,297,203",Asia,30,"4,872",4
51,Costa Rica,"141,340","+1,168","1,739",+8,"88,226",+505,"51,375",224,"27,639",340,"398,784","77,981","5,113,840",North America,36,"2,941",13
52,Belarus,"139,908","+1,689","1,174",+8,"117,195","+1,608","21,539",,"14,808",124,"3,306,693","349,989","9,447,994",Europe,68,"8,048",3
53,Qatar,"139,256",+255,239,+1,"136,513",+207,"2,504",29,"49,596",85,"1,120,706","399,140","2,807,805",Asia,20,"11,748",3
54,Armenia,"137,231","+1,264","2,228",+35,"111,795","+1,430","23,208",,"46,274",751,"515,992","173,992","2,965,607",Asia,22,"1,331",6
55,Croatia,"134,881","+3,539","1,916",+55,"110,355","+2,124","22,610",252,"32,943",468,"769,091","187,840","4,094,389",Europe,30,"2,137",5
56,Kazakhstan,"133,118",+770,"1,990",,"117,362",+499,"13,766",221,"7,054",105,"4,206,738","222,913","18,871,673",Asia,142,"9,483",4
57,Lebanon,"131,297","+1,842","1,055",+22,"83,034",,"47,208",368,"19,273",155,"1,646,418","241,682","6,812,330",Asia,52,"6,457",4
58,Azerbaijan,"129,544","+3,942","1,470",+37,"79,162","+2,265","48,912",,"12,728",144,"1,763,609","173,278","10,177,927",Asia,79,"6,924",6
59,Oman,"124,145",+237,"1,430",,"115,613",+172,"7,102",105,"24,055",277,"571,472","110,733","5,160,808",Asia,42,"3,609",9
60,Guatemala,"123,460",+686,"4,191",+13,"112,181",+607,"7,088",5,"6,838",232,"543,324","30,093","18,054,804",North America,146,"4,308",33
61,Egypt,"116,724",+421,"6,694",+28,"102,949",+133,"7,081",46,"1,132",65,"1,000,000","9,695","103,145,026",Africa,884,"15,409",103
62,Ethiopia,"110,984",+430,"1,715",+6,"76,067","+1,150","33,202",331,956,15,"1,645,995","14,171","116,152,410",Africa,"1,047","67,727",71
63,Moldova,"110,580","+1,717","2,343",+20,"96,711",+793,"11,526",279,"27,440",581,"468,776","116,323","4,029,947",Europe,36,"1,720",9
64,Greece,"109,655","+2,185","2,606",+89,"9,989",,"97,060",613,"10,543",251,"2,413,710","232,061","10,401,201",Europe,95,"3,991",4
65,Slovakia,"109,226","+2,043",898,+30,"71,738","+2,879","36,590",245,"20,002",164,"1,093,761","200,294","5,460,772",Europe,50,"6,081",5
66,Honduras,"108,641",+388,"2,927",+9,"48,556",+483,"57,158",128,"10,896",294,"269,711","27,050","9,970,961",North America,92,"3,407",37
67,Venezuela,"103,067",+446,905,+4,"98,030",+468,"4,132",117,"3,629",32,"2,297,557","80,896","28,401,417",South America,276,"31,383",12
68,Tunisia,"99,280","+2,511","3,359",+99,"73,607","+2,756","22,314",310,"8,363",283,"468,749","39,487","11,870,983",Africa,120,"3,534",25
69,Myanmar,"93,600","+1,411","1,998",+26,"72,601","+1,258","19,001",,"1,715",37,"1,202,415","22,036","54,564,789",Asia,583,"27,310",45
70,Bosnia and Herzegovina,"90,378","+1,293","2,773",+46,"54,967","+1,243","32,638",,"27,621",847,"425,012","129,892","3,272,050",Europe,36,"1,180",8
71,Palestine,"90,192","+2,188",763,+16,"66,989","+1,051","22,440",67,"17,510",148,"693,362","134,607","5,150,999",Asia,57,"6,751",7
72,Bahrain,"87,270",+133,341,,"85,463",+106,"1,466",12,"50,562",198,"2,075,343","1,202,394","1,726,009",Asia,20,"5,062",1
73,Kenya,"85,130",+961,"1,484",+10,"56,464",+854,"27,182",74,"1,569",27,"901,426","16,611","54,267,154",Africa,637,"36,568",60
74,Algeria,"85,084",+932,"2,464",+17,"54,990",+585,"27,630",46,"1,926",56,,,"44,183,870",Africa,519,"17,932",
75,Paraguay,"84,482","+1,003","1,783",+12,"59,465",+516,"23,234",143,"11,783",249,"456,916","63,730","7,169,572",South America,85,"4,021",16
76,Libya,"84,087",+670,"1,200",+4,"54,712",+503,"28,175",,"12,168",174,"440,899","63,799","6,910,738",Africa,82,"5,759",16
77,Denmark,"83,535","+1,586",852,+6,"66,086","+1,329","16,597",36,"14,400",147,"7,575,946","1,305,996","5,800,894",Europe,69,"6,809",1
78,Slovenia,"79,566","+2,431","1,547",+57,"57,447","+1,971","20,572",197,"38,270",744,"532,166","255,965","2,079,060",Europe,26,"1,344",4
79,Kyrgyzstan,"73,513",+335,"1,277",+2,"65,189",+478,"7,047",133,"11,190",194,"509,160","77,504","6,569,508",Asia,89,"5,144",13
80,Uzbekistan,"73,335",+190,611,+1,"70,534",+197,"2,190",177,"2,178",18,"1,377,915","40,919","33,673,801",Asia,459,"55,113",24
81,Ireland,"73,066",+268,"2,074",+5,"23,364",,"47,628",31,"14,728",418,"1,986,285","400,370","4,961,126",Europe,68,"2,392",2
82,Malaysia,"68,020",+851,365,+2,"56,969",+658,"10,686",122,"2,090",11,"2,707,207","83,193","32,541,198",Asia,478,"89,154",12
83,Nigeria,"67,960",+122,"1,177",+1,"63,839",+409,"2,944",10,326,6,"779,708","3,744","208,272,507",Africa,"3,065","176,952",267
84,Lithuania,"64,616","+2,104",547,+28,"25,278","+1,278","38,791",132,"23,880",202,"1,277,043","471,954","2,705,865",Europe,42,"4,947",2
85,North Macedonia,"63,890",+945,"1,825",+33,"40,977",+789,"21,088",138,"30,667",876,"337,862","162,173","2,083,337",Europe,33,"1,142",6
86,Singapore,"58,230",+2,29,,"58,144",+5,57,,"9,920",5,"4,658,858","793,690","5,869,872",Asia,101,"202,409",1
87,Ghana,"51,667",,323,,"50,547",,797,16,"1,648",10,"592,285","18,896","31,344,797",Africa,607,"97,043",53
88,Afghanistan,"46,980",+263,"1,822",+25,"37,026",+119,"8,132",93,"1,196",46,"152,108","3,871","39,295,192",Asia,836,"21,567",258
89,Albania,"39,719",+705,839,+17,"19,912",+528,"18,968",27,"13,808",292,"190,407","66,195","2,876,453",Europe,72,"3,428",15
90,El Salvador,"39,130",,"1,129",+9,"35,839",,"2,162",33,"6,020",174,"552,608","85,015","6,500,132",North America,166,"5,757",12
91,Norway,"36,969",+378,351,+17,"27,414",,"9,204",37,"6,797",65,"2,294,651","421,870","5,439,235",Europe,147,"15,496",2
92,Montenegro,"36,351",+502,510,+6,"25,409",+772,"10,432",68,"57,875",812,"137,304","218,602","628,100",Europe,17,"1,232",5
93,Luxembourg,"35,802",+673,334,+4,"26,497",+341,"8,971",41,"56,805",530,"1,395,562","2,214,243","630,266",Europe,18,"1,887",0
94,S. Korea,"35,163",+511,526,,"28,065",+180,"6,572",101,686,10,"3,106,970","60,579","51,288,031",Asia,"1,459","97,506",17
95,Australia,"27,923",+11,908,,"25,612",+10,"1,403",,"1,090",35,"10,067,637","392,883","25,625,028",Australia/Oceania,918,"28,221",3
96,Finland,"25,882",+420,408,+9,"18,100","+1,300","7,374",21,"4,668",74,"1,971,368","355,561","5,544,394",Europe,214,"13,589",3
97,Sri Lanka,"25,410",+878,124,+2,"18,304",+487,"6,982",,"1,185",6,"848,814","39,569","21,451,486",Asia,844,"172,996",25
98,Cameroon,"24,487",,441,,"22,177",,"1,869",52,913,16,"149,000","5,555","26,821,689",Africa,"1,095","60,820",180
99,Uganda,"21,409",+374,206,+1,"9,044",,"12,159",,462,4,"633,932","13,680","46,339,794",Africa,"2,165","224,950",73
100,Ivory Coast,"21,361",+27,132,,"21,010",+29,219,,802,5,"219,775","8,246","26,650,970",Africa,"1,248","201,901",121
101,Latvia,"18,377",+690,224,+14,"1,823",+17,"16,330",39,"9,790",119,"641,351","341,653","1,877,202",Europe,102,"8,380",3
102,Sudan,"18,254",+209,"1,265",+10,"10,493",+124,"6,496",,412,29,,,"44,277,296",Africa,"2,426","35,002",
103,Zambia,"17,700",+35,357,,"17,086",+27,257,,952,19,"416,206","22,379","18,598,175",Africa,"1,051","52,096",45
104,Madagascar,"17,341",,251,,"16,657",,433,16,620,9,"93,734","3,349","27,987,921",Africa,"1,614","111,506",299
105,Senegal,"16,173",+66,334,+1,"15,657",+30,182,6,955,20,"232,594","13,740","16,927,832",Africa,"1,047","50,682",73
106,Mozambique,"15,866",+96,132,+1,"14,014",+236,"1,720",,502,4,"234,514","7,417","31,619,776",Africa,"1,993","239,544",135
107,Angola,"15,319",+68,351,+1,"8,139",+207,"6,829",14,460,11,"171,247","5,144","33,290,270",Africa,"2,173","94,844",194
108,French Polynesia,"14,716",+157,77,+1,"4,842",,"9,797",23,"52,259",273,"26,355","93,591","281,599",Australia/Oceania,19,"3,657",11
109,Namibia,"14,477",+61,151,,"13,697",+97,629,8,"5,655",59,"158,582","61,940","2,560,245",Africa,177,"16,955",16
110,Guinea,"13,143",+24,76,,"12,154",+109,913,24,990,6,"74,560","5,614","13,281,146",Africa,"1,011","174,752",178
111,Maldives,"13,070",+21,47,,"12,001",+33,"1,022",12,"24,002",86,"248,889","457,057","544,547",Asia,42,"11,586",2
112,Estonia,"13,018",+523,122,+1,"7,608",+72,"5,288",17,"9,811",92,"489,497","368,898","1,326,916",Europe,102,"10,876",3
113,DRC,"12,987",+128,336,+1,"11,694",+31,957,,143,4,,,"90,691,470",Africa,"6,983","269,915",
114,Tajikistan,"12,269",+38,87,+1,"11,677",+37,505,,"1,274",9,,,"9,627,289",Asia,785,"110,658",
115,French Guiana,"11,283",+43,70,,"9,995",,"1,218",1,"37,372",232,"83,906","277,917","301,910",South America,27,"4,313",4
116,Cyprus,"11,175",+292,52,+3,"2,057",,"9,066",15,"9,227",43,"625,577","516,540","1,211,092",Asia,108,"23,290",2
117,Cabo Verde,"10,867",+51,106,,"10,422",+56,339,23,"19,456",190,"105,008","188,003","558,543",Africa,51,"5,269",5
118,Jamaica,"10,864",+54,258,,"6,500",+136,"4,106",10,"3,662",87,"116,201","39,169","2,966,671",North America,273,"11,499",26
119,Botswana,"10,742",,34,,"7,912",,"2,796",1,"4,530",14,"422,359","178,095","2,371,542",Africa,221,"69,751",6
120,Zimbabwe,"10,243",+114,277,,"8,671",+28,"1,295",,685,19,"181,804","12,157","14,954,180",Africa,"1,460","53,986",82
121,Malta,"10,101",+126,146,+5,"7,887",+139,"2,068",18,"22,851",330,"433,468","980,599","442,044",Europe,44,"3,028",1
122,Haiti,"9,313",+17,233,,"8,091",+68,989,,813,20,"34,734","3,031","11,461,290",North America,"1,231","49,190",330
123,Gabon,"9,239",+25,60,,"9,089",+23,90,7,"4,110",27,"303,373","134,971","2,247,685",Africa,243,"37,461",7
124,Mauritania,"8,863",+153,179,+2,"7,780",+16,904,10,"1,886",38,"105,867","22,522","4,700,601",Africa,530,"26,260",44
125,Cuba,"8,456",+75,136,,"7,714",+56,606,4,747,12,"1,115,144","98,479","11,323,659",North America,"1,339","83,262",10
126,Guadeloupe,"8,427",,149,,"2,242",,"6,036",7,"21,059",372,"77,192","192,906","400,153",North America,47,"2,686",5
127,Réunion,"8,102",+48,40,,"7,172",,890,17,"9,022",45,"48,859","54,407","898,026",Africa,111,"22,451",18
128,Syria,"8,059",+86,426,+4,"3,689",+65,"3,944",,456,24,,,"17,678,226",Asia,"2,194","41,498",
129,Bahamas,"7,543",,163,,"5,934",,"1,446",,"19,104",413,"43,794","110,917","394,836",North America,52,"2,422",9
130,Andorra,"6,842",+52,76,,"5,988",+48,778,20,"88,492",983,"168,635","2,181,057","77,318",Europe,11,"1,017",0
131,Trinidad and Tobago,"6,704",+19,121,+1,"5,843",+36,740,38,"4,784",86,"37,075","26,455","1,401,420",North America,209,"11,582",38
132,Hong Kong,"6,500",+103,110,+1,"5,394",+34,996,17,864,15,"4,153,109","552,070","7,522,792",Asia,"1,157","68,389",2
133,Eswatini,"6,455",+13,122,,"6,032",+15,301,11,"5,540",105,"62,652","53,767","1,165,251",Africa,181,"9,551",19
134,Uruguay,"6,225",+201,80,+2,"4,584",+101,"1,561",24,"1,789",23,"442,787","127,279","3,478,860",South America,559,"43,486",8
135,Malawi,"6,040",+12,185,,"5,471",+6,384,4,312,10,"74,996","3,879","19,336,091",Africa,"3,201","104,519",258
136,Rwanda,"5,994",+46,50,+1,"5,575",+31,369,,458,4,"631,598","48,264","13,086,253",Africa,"2,183","261,725",21
137,Belize,"5,854",,148,,"3,151",,"2,555",7,"14,611",369,"30,881","77,075","400,662",North America,68,"2,707",13
138,Nicaragua,"5,838",,161,,"4,225",,"1,452",,877,24,,,"6,657,882",North America,"1,140","41,353",
139,Congo,"5,774",,94,,"4,988",,692,,"1,036",17,,,"5,574,798",Africa,966,"59,306",
140,Djibouti,"5,682",+2,61,,"5,587",,34,,"5,716",61,"92,384","92,936","994,060",Africa,175,"16,296",11
141,Martinique,"5,520",,41,,98,,"5,381",9,"14,714",109,"65,748","175,262","375,141",North America,68,"9,150",6
142,Guyana,"5,449",+26,151,,"4,530",+94,768,3,"6,914",192,"30,736","38,997","788,167",South America,145,"5,220",26
143,Iceland,"5,433",+20,27,,"5,202",+15,204,2,"15,877",79,"393,396","1,149,662","342,184",Europe,63,"12,673",1
144,Suriname,"5,320",+1,117,,"5,200",+3,3,1,"9,034",199,"21,840","37,089","588,861",South America,111,"5,033",27
145,Mayotte,"5,181",,49,,"2,964",,"2,168",4,"18,801",178,"25,231","91,561","275,565",Africa,53,"5,624",11
146,Equatorial Guinea,"5,156",,85,,"5,009",,62,,"3,626",60,"70,718","49,729","1,422,065",Africa,276,"16,730",20
147,CAR,"4,918",,63,,"1,924",,"2,931",2,"1,011",13,"32,711","6,724","4,865,086",Africa,989,"77,224",149
148,Aruba,"4,902",+30,45,,"4,718",+13,139,4,"45,831",421,"50,953","476,379","106,959",North America,22,"2,377",2
149,Mali,"4,837",+75,161,+1,"3,263",+22,"1,413",,236,8,"101,908","4,973","20,493,322",Africa,"4,237","127,288",201
150,Somalia,"4,525",+74,121,+8,"3,480",+63,924,,281,8,,,"16,077,734",Africa,"3,553","132,874",
151,Thailand,"4,026",+18,60,,"3,822",+11,144,1,58,0.9,"977,854","13,994","69,874,681",Asia,"17,356","1,164,578",71
152,Gambia,"3,765",+22,123,,"3,609",+2,33,2,"1,540",50,"25,431","10,402","2,444,914",Africa,649,"19,877",96
153,South Sudan,"3,118",+7,61,,"2,966",+12,91,,277,5,"59,677","5,305","11,249,228",Africa,"3,608","184,414",189
154,Benin,"3,055",+40,44,+1,"2,839",,172,,249,4,"336,377","27,447","12,255,570",Africa,"4,012","278,536",36
155,Togo,"3,014",+17,65,+1,"2,543",+28,406,,361,8,"151,073","18,071","8,359,837",Africa,"2,774","128,613",55
156,Burkina Faso,"3,010",+79,68,,"2,667",+23,275,,142,3,,,"21,141,907",Africa,"7,024","310,910",
157,Curaçao,"2,658",+155,7,,"1,218",+27,"1,433",2,"16,170",43,"23,152","140,845","164,379",North America,62,"23,483",7
158,Guinea-Bissau,"2,441",,44,,"2,327",,70,5,"1,228",22,"29,037","14,610","1,987,442",Africa,814,"45,169",68
159,Sierra Leone,"2,416",+3,74,,"1,838",,504,,300,9,,,"8,045,011",Africa,"3,330","108,716",
160,Yemen,"2,217",+20,621,+2,"1,518",+4,78,4,74,21,"16,855",560,"30,100,971",Asia,"13,577","48,472","1,786"
161,Lesotho,"2,142",+5,44,,"1,278",,820,,997,20,"26,392","12,278","2,149,457",Africa,"1,003","48,851",81
162,New Zealand,"2,060",+1,25,,"1,963",+1,72,,412,5,"1,285,766","257,045","5,002,100",Australia/Oceania,"2,428","200,084",4
163,Chad,"1,705",+5,102,,"1,539",+7,64,,103,6,,,"16,621,836",Africa,"9,749","162,959",
164,San Marino,"1,687",+37,46,,"1,340",+6,301,11,"49,675","1,354","18,063","531,875","33,961",Europe,20,738,2
165,Niger,"1,640",+54,76,+1,"1,227",+8,337,9,67,3,"47,083","1,916","24,568,072",Africa,"14,981","323,264",522
166,Liberia,"1,595",,83,,"1,343",,169,2,312,16,"34,105","6,678","5,107,372",Africa,"3,202","61,535",150
167,Channel Islands,"1,397",+56,48,,"1,012",,337,10,"8,004",275,"199,491","1,142,940","174,542",Europe,125,"3,636",1
168,Vietnam,"1,358",+7,35,,"1,201",+6,122,,14,0.4,"1,339,465","13,709","97,709,938",Asia,"71,951","2,791,713",73
169,Liechtenstein,"1,318",+32,16,,"1,149",+39,153,11,"34,525",419,"14,040","367,780","38,175",Europe,29,"2,386",3
170,Sint Maarten,"1,072",+3,25,,973,+9,74,6,"24,883",580,"7,586","176,083","43,082",North America,40,"1,723",6
171,Gibraltar,"1,035",+5,5,,954,+4,76,3,"30,724",148,"92,652","2,750,378","33,687",Europe,33,"6,737",0
172,Sao Tome and Principe,997,+1,17,,934,,46,,"4,514",77,"7,498","33,948","220,869",Africa,222,"12,992",29
173,Mongolia,812,+11,,,358,,454,3,246,,"200,059","60,614","3,300,523",Asia,"4,065",,16
174,Turks and Caicos,750,,6,,720,,24,1,"19,261",154,"8,770","225,230","38,938",North America,52,"6,490",4
175,Saint Martin,717,,12,,641,,64,7,"18,412",308,"7,149","183,576","38,943",North America,54,"3,245",5
176,Diamond Princess,712,,13,,699,,0,,,,,,,,,,
177,Burundi,689,,1,,575,,113,,57,0.08,"62,215","5,168","12,037,860",Africa,"17,471","12,037,860",193
178,Taiwan,685,+6,7,,570,+2,108,,29,0.3,"111,045","4,659","23,835,172",Asia,"34,796","3,405,025",215
179,Papua New Guinea,669,+13,7,,597,,65,,74,0.8,"32,221","3,573","9,018,198",Australia/Oceania,"13,480","1,288,314",280
180,Monaco,621,+4,3,,563,+4,55,4,"15,777",76,"51,953","1,319,944","39,360",Europe,63,"13,120",1
181,Comoros,613,,7,,586,,20,,699,8,,,"877,362",Africa,"1,431","125,337",
182,Eritrea,577,,,,498,,79,,162,,"21,655","6,071","3,567,137",Africa,"6,182",,165
183,Tanzania,509,,21,,183,,305,7,8,0.3,,,"60,441,791",Africa,"118,746","2,878,181",
184,Mauritius,508,+3,10,,465,+2,33,,399,8,"289,552","227,516","1,272,669",Africa,"2,505","127,267",4
185,Faeroe Islands,503,,,,500,,3,,"10,277",,"168,493","3,442,708","48,942",Europe,97,,0
186,Bhutan,414,+4,,,386,+5,28,,534,,"204,328","263,580","775,204",Asia,"1,872",,4
187,Isle of Man,369,,25,,344,+4,0,1,"4,330",293,"18,691","219,316","85,224",Europe,231,"3,409",5
188,Cambodia,329,+3,,,304,,25,,20,,"231,443","13,763","16,816,624",Asia,"51,114",,73
189,Cayman Islands,285,,2,,256,+2,27,1,"4,315",30,"53,497","809,972","66,048",North America,232,"33,024",1
190,Barbados,279,+1,7,,255,,17,,970,24,"48,176","167,554","287,525",North America,"1,031","41,075",6
191,Bermuda,267,+5,9,,215,+1,43,1,"4,294",145,"109,448","1,760,208","62,179",North America,233,"6,909",1
192,Saint Lucia,261,+2,2,,141,+3,118,,"1,419",11,"16,302","88,606","183,984",North America,705,"91,992",11
193,Seychelles,183,,,,162,,21,,"1,856",,"5,200","52,735","98,606",Africa,539,,19
194,Caribbean Netherlands,162,,3,,157,,2,,"6,154",114,"3,637","138,152","26,326",North America,163,"8,775",7
195,Brunei,151,,3,,145,,3,,344,7,"77,493","176,420","439,254",Asia,"2,909","146,418",6
