#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/ 
 1M pop 
21,Indonesia,"575,796","+6,089","17,740",+151,"474,771","+4,322","83,285",,"2,095",65,"6,032,542","21,954","274,779,789",Asia,477,"15,489",46
22,Iraq,"564,200","+1,680","12,432",+21,"493,567","+1,910","58,201",235,"13,893",306,"3,671,654","90,412","40,610,089",Asia,72,"3,267",11
23,Chile,"560,382","+1,714","15,628",+36,"534,789","+3,246","9,965",658,"29,205",814,"5,537,774","288,612","19,187,597",South America,34,"1,228",3
24,Netherlands,"557,224","+6,779","9,687",+25,,,,495,"32,488",565,"5,077,285","296,026","17,151,460",Europe,31,"1,771",3
25,Czechia,"546,833","+1,116","8,902",+72,"478,094","+1,422","59,837",576,"51,022",831,"3,190,257","297,663","10,717,676",Europe,20,"1,204",3
26,Romania,"513,576","+5,231","12,320",+134,"405,612","+6,405","95,644","1,289","26,775",642,"4,255,481","221,858","19,181,131",Europe,37,"1,557",5
27,Bangladesh,"477,545","+1,666","6,838",+31,"395,960","+2,552","74,747",,"2,887",41,"2,863,169","17,310","165,402,381",Asia,346,"24,189",58
28,Philippines,"439,825","+1,759","8,554",+29,"408,622","+9,050","22,649","1,401","3,991",78,"5,979,315","54,252","110,212,920",Asia,251,"12,884",18
29,Pakistan,"416,499","+3,308","8,361",+58,"355,012","+2,483","53,126","2,436","1,870",38,"5,754,986","25,837","222,739,662",Asia,535,"26,640",39
30,Canada,"415,182","+6,261","12,665",+76,"329,138","+4,256","73,379",530,"10,959",334,"11,977,563","316,147","37,886,111",North America,91,"2,991",3
31,Morocco,"379,657","+2,919","6,245",+61,"331,301","+3,608","42,111",940,"10,233",168,"4,074,451","109,822","37,100,346",Africa,98,"5,941",9
32,Saudi Arabia,"358,713",+187,"5,965",+11,"348,879",+317,"3,869",600,"10,235",170,"9,863,493","281,426","35,048,249",Asia,98,"5,876",4
33,Israel,"344,906","+1,080","2,917",+8,"329,368","+1,619","12,621",336,"37,500",317,"5,605,071","609,406","9,197,590",Asia,27,"3,153",2
34,Switzerland,"344,497",,"5,349",+25,"260,600",,"78,548",465,"39,679",616,"2,836,245","326,674","8,682,191",Europe,25,"1,623",3
35,Portugal,"322,474","+3,834","4,963",+87,"243,055","+2,852","74,456",514,"31,666",487,"4,722,013","463,686","10,183,645",Europe,32,"2,052",2
36,Austria,"303,430","+2,741","3,840",+83,"252,765","+3,324","46,825",632,"33,607",425,"3,247,511","359,683","9,028,814",Europe,30,"2,351",3
37,Sweden,"278,912",,"7,067",,,,,249,"27,542",698,"3,457,247","341,398","10,126,722",Europe,36,"1,433",3
38,Hungary,"250,278","+6,697","5,868",+162,"71,682","+1,286","172,728",656,"25,937",608,"1,941,724","201,224","9,649,576",Europe,39,"1,644",5
39,Nepal,"240,981","+1,096","1,594",+17,"225,805","+1,752","13,582",,"8,207",54,"1,784,519","60,775","29,362,830",Asia,122,"18,421",16
40,Jordan,"240,089","+2,576","3,056",+46,"187,444","+4,981","49,589",401,"23,430",298,"2,684,520","261,977","10,247,152",Asia,43,"3,353",4
41,Serbia,"219,652","+5,809","1,949",+58,"31,536",,"186,167",278,"25,184",223,"1,899,946","217,836","8,721,893",Europe,40,"4,475",5
42,Ecuador,"197,998",+607,"13,778",+22,"174,188","+4,384","10,032",356,"11,149",776,"672,259","37,855","17,758,911",South America,90,"1,289",26
43,Panama,"177,719","+1,812","3,193",+20,"152,890","+1,643","21,636",161,"40,910",735,"980,089","225,613","4,344,125",North America,24,"1,361",4
44,UAE,"176,429","+1,153",592,+3,"159,132",+634,"16,705",,"17,745",60,"17,415,725","1,751,692","9,942,229",Asia,56,"16,794",1
45,Georgia,"162,475","+4,321","1,504",+42,"133,511","+4,301","27,460",,"40,763",377,"1,586,536","398,047","3,985,805",Asia,25,"2,650",3
46,Bulgaria,"161,421",+577,"4,797",+68,"62,246","+1,573","94,378",516,"23,309",693,"1,016,807","146,823","6,925,376",Europe,43,"1,444",7
47,Japan,"160,098","+2,424","2,315",+32,"135,277","+1,834","22,506",519,"1,268",18,"3,740,146","29,612","126,306,315",Asia,789,"54,560",34
48,Croatia,"150,353","+2,899","2,174",+72,"124,439","+3,582","23,740",264,"36,724",531,"810,885","198,061","4,094,114",Europe,27,"1,883",5
49,Dominican Republic,"148,453",+798,"2,345",,"116,873",+544,"29,235",187,"13,626",215,"753,133","69,125","10,895,179",North America,73,"4,646",14
50,Belarus,"147,157","+1,878","1,207",+9,"124,774","+2,435","21,176",,"15,576",128,"3,430,515","363,096","9,447,960",Europe,64,"7,828",3
51,Azerbaijan,"146,679","+4,356","1,632",+39,"88,497","+2,517","56,550",,"14,410",160,"1,837,001","180,471","10,178,925",Asia,69,"6,237",6
52,Costa Rica,"145,845",+954,"1,810",+17,"100,920","+2,310","43,115",212,"28,517",354,"404,440","79,079","5,114,347",North America,35,"2,826",13
53,Bolivia,"145,492",+167,"8,992",+5,"124,596",+206,"11,904",71,"12,391",766,"368,251","31,362","11,741,980",South America,81,"1,306",32
54,Kuwait,"144,369",+205,891,+2,"140,035",+425,"3,443",83,"33,591",207,"1,141,794","265,664","4,297,894",Asia,30,"4,824",4
55,Armenia,"141,937",+978,"2,326",+17,"116,796",+730,"22,815",,"47,860",784,"528,876","178,333","2,965,667",Asia,21,"1,275",6
56,Qatar,"139,908",+125,239,,"137,276",+216,"2,393",33,"49,828",85,"1,136,425","404,738","2,807,805",Asia,20,"11,748",2
57,Lebanon,"137,112","+1,236","1,099",+9,"90,229","+2,133","45,784",374,"20,128",161,"1,697,089","249,132","6,811,998",Asia,50,"6,198",4
58,Kazakhstan,"136,271",+773,"2,034",,"120,178",+759,"14,059",221,"7,220",108,"4,206,738","222,884","18,874,127",Asia,139,"9,279",4
59,Guatemala,"125,550",+198,"4,250",+11,"114,315",+445,"6,985",5,"6,952",235,"556,522","30,818","18,058,431",North America,144,"4,249",32
60,Oman,"124,886",+557,"1,444",+9,"116,354",+488,"7,088",88,"24,192",280,"571,472","110,703","5,162,232",Asia,41,"3,575",9
61,Egypt,"118,432",+418,"6,771",+21,"103,501",+177,"8,160",46,"1,148",66,"1,000,000","9,693","103,166,152",Africa,871,"15,236",103
62,Slovakia,"116,731","+1,269",996,+15,"82,666","+2,710","33,069",247,"21,376",182,"1,135,111","207,865","5,460,801",Europe,47,"5,483",5
63,Moldova,"116,365",+808,"2,419",+16,"101,244","+1,638","12,702",281,"28,876",600,"482,229","119,664","4,029,845",Europe,35,"1,666",8
64,Greece,"115,471",+903,"3,003",+101,"9,989",,"102,479",600,"11,102",289,"2,479,161","238,366","10,400,647",Europe,90,"3,463",4
65,Ethiopia,"113,295",+555,"1,747",+2,"80,831","+1,252","30,717",317,975,15,"1,669,754","14,372","116,183,626",Africa,"1,025","66,505",70
66,Honduras,"110,723",+763,"2,945",+4,"49,311",+215,"58,467",121,"11,103",295,"271,223","27,197","9,972,684",North America,90,"3,386",37
67,Venezuela,"104,442",+265,919,+3,"99,494",+615,"4,029",117,"3,677",32,"2,325,906","81,897","28,400,540",South America,272,"30,904",12
68,Tunisia,"104,002","+1,011","3,561",+35,"76,441",,"24,000",298,"8,760",300,"485,097","40,859","11,872,334",Africa,114,"3,334",24
69,Myanmar,"99,155","+1,108","2,110",+29,"77,636","+1,254","19,409",,"1,817",39,"1,288,365","23,610","54,568,769",Asia,550,"25,862",42
70,Palestine,"98,038","+1,940",828,+16,"72,773","+1,537","24,437",69,"19,028",161,"728,444","141,382","5,152,299",Asia,53,"6,223",7
71,Bosnia and Herzegovina,"94,507",+739,"2,952",+30,"58,625",+591,"32,930",,"28,885",902,"438,057","133,888","3,271,828",Europe,35,"1,108",7
72,Denmark,"90,603","+1,745",885,+7,"70,876","+1,007","18,842",42,"15,618",153,"7,897,759","1,361,421","5,801,116",Europe,64,"6,555",1
73,Kenya,"88,380",+396,"1,526",+8,"68,929",+397,"17,925",76,"1,628",28,"927,082","17,080","54,280,128",Africa,614,"35,570",59
74,Algeria,"88,252",+750,"2,516",+15,"57,146",+529,"28,590",46,"1,997",57,,,"44,192,535",Africa,501,"17,565",
75,Bahrain,"87,930",+198,341,,"86,030",+154,"1,559",10,"50,925",197,"2,119,355","1,227,431","1,726,659",Asia,20,"5,064",1
76,Paraguay,"87,920",+707,"1,853",+20,"61,948",+665,"24,119",139,"12,261",258,"473,438","66,026","7,170,530",South America,82,"3,870",15
77,Libya,"86,580","+1,051","1,231",+12,"56,702",+654,"28,647",,"12,526",178,"458,079","66,275","6,911,759",Africa,80,"5,615",15
78,Slovenia,"85,805","+1,030","1,744",+44,"63,580",+980,"20,481",197,"41,271",839,"555,886","267,373","2,079,063",Europe,24,"1,192",4
79,Kyrgyzstan,"74,973",+199,"1,295",+5,"66,993",+455,"6,685",133,"11,410",197,"519,585","79,076","6,570,685",Asia,88,"5,074",13
80,Lithuania,"74,650","+2,220",626,+15,"30,390",+113,"43,634",132,"27,592",231,"1,327,648","490,730","2,705,453",Europe,36,"4,322",2
81,Ireland,"74,246",+298,"2,099",,"23,364",,"48,783",28,"14,964",423,"2,010,334","405,168","4,961,728",Europe,67,"2,364",2
82,Uzbekistan,"73,904",+153,611,,"71,173",+171,"2,120",177,"2,194",18,"1,377,915","40,913","33,679,104",Asia,456,"55,121",24
83,Malaysia,"72,694","+1,335",382,+2,"61,273","+1,069","11,039",126,"2,234",12,"2,787,102","85,636","32,545,730",Asia,448,"85,198",12
84,Nigeria,"69,255",+318,"1,180",,"64,774",+124,"3,301",10,332,6,"803,621","3,857","208,328,514",Africa,"3,008","176,550",259
85,North Macedonia,"67,968",+657,"1,924",+23,"43,646",+774,"22,398",138,"32,625",924,"348,795","167,421","2,083,337",Europe,31,"1,083",6
86,Singapore,"58,260",+5,29,,"58,160",+2,71,,"9,924",5,"4,658,858","793,622","5,870,374",Asia,101,"202,427",1
87,Ghana,"52,274",+178,325,,"51,063",+139,886,20,"1,667",10,"606,736","19,352","31,351,900",Africa,600,"96,467",52
88,Afghanistan,"47,901",+260,"1,875",+10,"37,782",+297,"8,244",93,"1,219",48,"158,811","4,040","39,304,797",Asia,821,"20,963",247
89,Albania,"42,988",+840,905,+16,"21,617",+331,"20,466",27,"14,945",315,"199,609","69,395","2,876,418",Europe,67,"3,178",14
90,El Salvador,"40,131",+201,"1,159",+6,"36,525",+123,"2,447",65,"6,174",178,"564,906","86,902","6,500,489",North America,162,"5,609",12
91,Norway,"38,323",+250,354,,"27,414",,"10,555",37,"7,045",65,"2,350,736","432,145","5,439,698",Europe,142,"15,366",2
92,Montenegro,"38,246",+367,533,+3,"26,999",+190,"10,714",68,"60,891",849,"143,533","228,519","628,101",Europe,16,"1,178",4
93,Luxembourg,"38,215",+531,353,+3,"28,029",,"9,833",40,"60,622",560,"1,418,680","2,250,523","630,378",Europe,16,"1,786",0
94,S. Korea,"37,546",+631,545,+5,"29,128",+211,"7,873",125,732,11,"3,194,867","62,292","51,288,512",Asia,"1,366","94,107",16
95,Australia,"27,965",+9,908,,"25,639",+3,"1,418",,"1,091",35,"10,184,257","397,384","25,628,261",Australia/Oceania,916,"28,225",3
96,Sri Lanka,"27,877",+649,140,+3,"20,460",+370,"7,277",,"1,299",7,"903,280","42,106","21,452,465",Asia,770,"153,232",24
97,Finland,"27,631",+413,415,,"18,100",,"9,116",21,"4,984",75,"2,049,857","369,711","5,544,488",Europe,201,"13,360",3
98,Cameroon,"24,752",,443,,"23,344",,965,52,923,17,"149,000","5,554","26,828,933",Africa,"1,084","60,562",180
99,Uganda,"22,499",+311,206,,"9,175",+58,"13,118",,485,4,"641,893","13,847","46,355,657",Africa,"2,060","225,027",72
100,Ivory Coast,"21,485",+44,132,,"21,109",+19,244,,806,5,"225,399","8,455","26,658,131",Africa,"1,241","201,956",118
101,Latvia,"21,313",+526,262,+9,"1,866",,"19,185",46,"11,355",140,"672,603","358,344","1,876,975",Europe,88,"7,164",3
102,Sudan,"19,468",+272,"1,295",+5,"11,021",+79,"7,152",,440,29,,,"44,288,515",Africa,"2,275","34,200",
103,Zambia,"17,916",+18,364,,"17,173",+5,379,,963,20,"440,644","23,686","18,603,824",Africa,"1,038","51,109",42
104,Madagascar,"17,513",,255,,"16,927",,331,16,626,9,"95,472","3,410","27,995,726",Africa,"1,599","109,787",293
105,Senegal,"16,477",+80,338,+1,"15,776",+45,363,8,973,20,"236,713","13,980","16,932,671",Africa,"1,028","50,097",72
106,Mozambique,"16,244",+111,133,,"14,416",+73,"1,695",,514,4,"238,362","7,536","31,629,384",Africa,"1,947","237,815",133
107,Angola,"15,591",+55,354,,"8,338",+3,"6,899",14,468,11,"171,247","5,142","33,301,496",Africa,"2,136","94,072",194
108,French Polynesia,"15,107",,79,,"4,842",,"10,186",25,"53,644",281,"26,355","93,585","281,616",Australia/Oceania,19,"3,565",11
109,Namibia,"15,078",+128,152,,"13,939",+31,987,5,"5,888",59,"164,815","64,362","2,560,749",Africa,170,"16,847",16
110,Estonia,"14,978",+479,131,+5,"8,959",+40,"5,888",17,"11,288",99,"511,618","385,566","1,326,926",Europe,89,"10,129",3
111,DRC,"13,527",+114,344,+2,"11,947",+90,"1,236",,149,4,,,"90,721,362",Africa,"6,707","263,725",
112,Guinea,"13,246",+13,77,+1,"12,415",+60,754,24,997,6,"79,810","6,008","13,285,054",Africa,"1,003","172,533",166
113,Maldives,"13,198",+39,47,,"12,321",+57,830,12,"24,232",86,"251,156","461,131","544,652",Asia,41,"11,588",2
114,Cyprus,"12,451",+270,61,+4,"2,057",,"10,333",15,"10,280",50,"639,047","527,620","1,211,188",Asia,97,"19,856",2
115,Tajikistan,"12,428",+39,87,,"11,833",+37,508,,"1,291",9,,,"9,629,636",Asia,775,"110,685",
116,Botswana,"11,531",,34,,"8,978",,"2,519",1,"4,861",14,"438,332","184,789","2,372,062",Africa,206,"69,767",5
117,French Guiana,"11,407",,71,,"9,995",,"1,341",1,"37,772",235,"85,265","282,339","301,995",South America,26,"4,253",4
118,Jamaica,"11,120",+57,265,+4,"6,998",+132,"3,857",7,"3,748",89,"119,099","40,144","2,966,811",North America,267,"11,196",25
119,Cabo Verde,"11,063",+27,109,,"10,596",+55,358,23,"19,805",195,"105,672","189,170","558,609",Africa,50,"5,125",5
120,Zimbabwe,"10,718",+101,291,,"8,880",+36,"1,547",,717,19,"186,397","12,463","14,956,546",Africa,"1,395","51,397",80
121,Malta,"10,520",+97,151,+2,"8,396",+107,"1,973",18,"23,798",342,"445,394","1,007,549","442,057",Europe,42,"2,928",1
122,Mauritania,"9,516",+157,188,+4,"7,849",+14,"1,479",30,"2,024",40,"106,996","22,756","4,701,941",Africa,494,"25,010",44
123,Haiti,"9,370",,233,,"8,146",,991,,817,20,"34,734","3,030","11,462,809",North America,"1,223","49,197",330
124,Gabon,"9,254",,60,,"9,106",,88,6,"4,116",27,"311,091","138,370","2,248,261",Africa,243,"37,471",7
125,Cuba,"8,782",+68,136,,"7,963",+54,683,8,776,12,"1,176,522","103,900","11,323,584",North America,"1,289","83,262",10
126,Guadeloupe,"8,427",,149,,"2,242",,"6,036",7,"21,059",372,"77,192","192,906","400,154",North America,47,"2,686",5
127,Syria,"8,403",+83,447,+5,"3,943",+64,"4,013",,475,25,,,"17,682,886",Asia,"2,104","39,559",
128,Réunion,"8,200",,41,,"7,729",,430,17,"9,130",46,"48,859","54,403","898,096",Africa,110,"21,905",18
129,Belize,"7,769",+168,173,+1,"3,849",+97,"3,747",4,"19,387",432,"43,194","107,785","400,741",North America,52,"2,316",9
130,Bahamas,"7,570",,163,,"5,995",,"1,412",,"19,171",413,"44,502","112,698","394,877",North America,52,"2,423",9
131,Uruguay,"7,303",+338,82,+1,"5,062",+116,"2,159",26,"2,099",24,"468,182","134,574","3,478,992",South America,476,"42,427",7
132,Andorra,"7,050",+45,78,,"6,238",+67,734,20,"91,181","1,009","168,635","2,181,029","77,319",Europe,11,991,0
133,Hong Kong,"6,898",+95,112,,"5,567",+56,"1,219",31,917,15,"4,382,709","582,539","7,523,456",Asia,"1,091","67,174",2
134,Trinidad and Tobago,"6,767",+16,122,,"5,937",+30,708,38,"4,829",87,"37,482","26,745","1,401,469",North America,207,"11,487",37
135,Eswatini,"6,501",+6,122,,"6,090",+12,289,11,"5,578",105,"63,144","54,183","1,165,382",Africa,179,"9,552",18
136,Rwanda,"6,129",+45,51,,"5,696",,382,,468,4,"644,631","49,247","13,089,773",Africa,"2,136","256,662",20
137,Malawi,"6,051",+2,185,,"5,476",,390,4,313,10,"76,148","3,937","19,341,512",Africa,"3,196","104,549",254
138,Nicaragua,"5,838",,161,,"4,225",,"1,452",,877,24,,,"6,658,743",North America,"1,141","41,359",
139,Congo,"5,774",,94,,"4,988",,692,,"1,035",17,,,"5,576,287",Africa,966,"59,322",
140,Djibouti,"5,701",+9,61,,"5,593",+1,47,,"5,734",61,"93,540","94,084","994,217",Africa,174,"16,299",11
141,Guyana,"5,665",+28,153,+2,"4,759",+26,753,4,"7,187",194,"32,011","40,612","788,209",South America,139,"5,152",25
142,Martinique,"5,520",,41,,98,,"5,381",9,"14,715",109,"65,748","175,264","375,137",North America,68,"9,150",6
143,Iceland,"5,482",+6,27,,"5,269",+16,186,2,"16,019",79,"398,627","1,164,868","342,208",Europe,62,"12,674",1
144,Suriname,"5,324",,117,,"5,210",+3,-3,2,"9,040",199,"22,195","37,688","588,918",South America,111,"5,033",27
145,Mayotte,"5,181",,49,,"2,964",,"2,168",4,"18,796",178,"25,231","91,537","275,637",Africa,53,"5,625",11
146,Equatorial Guinea,"5,159",,85,,"5,023",,51,,"3,627",60,"70,998","49,908","1,422,572",Africa,276,"16,736",20
147,Mali,"5,135",+73,164,+1,"3,369",+35,"1,602",,250,8,"108,259","5,281","20,499,722",Africa,"3,992","124,998",189
148,Aruba,"4,965",+8,45,,"4,788",+25,132,4,"46,417",421,"52,719","492,867","106,964",North America,22,"2,377",2
149,CAR,"4,922",,63,,"1,924",,"2,935",2,"1,012",13,"32,711","6,722","4,866,005",Africa,989,"77,238",149
150,Somalia,"4,525",,121,,"3,480",,924,,281,8,,,"16,082,598",Africa,"3,554","132,914",
151,Thailand,"4,086",+14,60,,"3,853",+5,173,1,58,0.9,"977,854","13,994","69,876,590",Asia,"17,101","1,164,610",71
152,Gambia,"3,770",,123,,"3,615",,32,2,"1,542",50,"26,072","10,661","2,445,659",Africa,649,"19,883",94
153,Burkina Faso,"3,212",+56,68,,"2,711",+14,433,,152,3,,,"21,148,195",Africa,"6,584","311,003",
154,South Sudan,"3,181",+15,62,,"2,977",,142,1,283,6,"62,494","5,555","11,250,662",Africa,"3,537","181,462",180
155,Curaçao,"3,136",+125,7,,"1,337",+9,"1,792",15,"19,077",43,"25,522","155,257","164,386",North America,52,"23,484",6
156,Togo,"3,095",+10,65,,"2,653",+29,377,,370,8,"154,616","18,490","8,361,963",Africa,"2,702","128,646",54
157,Benin,"3,055",,44,,"2,907",,104,,249,4,"345,560","28,188","12,259,052",Africa,"4,013","278,615",35
158,Guinea-Bissau,"2,441",,44,,"2,327",,70,5,"1,228",22,"31,569","15,880","1,987,952",Africa,814,"45,181",63
159,Sierra Leone,"2,426",+6,74,,"1,846",+3,506,,301,9,,,"8,046,788",Africa,"3,317","108,740",
160,Yemen,"2,337",+33,639,+6,"1,549",+2,149,4,78,21,"17,157",570,"30,108,167",Asia,"12,883","47,118","1,755"
161,Lesotho,"2,150",,44,,"1,278",,828,,"1,000",20,"26,557","12,354","2,149,642",Africa,"1,000","48,856",81
162,New Zealand,"2,078",,25,,"1,997",+3,56,,415,5,"1,309,992","261,888","5,002,100",Australia/Oceania,"2,407","200,084",4
163,Niger,"1,856",+67,77,,"1,237",,542,9,76,3,"47,907","1,949","24,577,706",Africa,"13,242","319,191",513
164,San Marino,"1,789",,48,,"1,412",,329,8,"52,677","1,413","19,028","560,273","33,962",Europe,19,708,2
165,Chad,"1,725",+3,102,,"1,564",+3,59,,104,6,,,"16,627,008",Africa,"9,639","163,010",
166,Liberia,"1,676",,83,,"1,358",,235,2,328,16,"35,957","7,038","5,108,675",Africa,"3,048","61,550",142
167,Channel Islands,"1,645",+96,48,,"1,088",+76,509,10,"9,424",275,"199,491","1,142,822","174,560",Europe,106,"3,637",1
168,Liechtenstein,"1,396",+18,17,,"1,183",,196,16,"36,567",445,"15,235","399,073","38,176",Europe,27,"2,246",3
169,Vietnam,"1,366",+1,35,,"1,220",,111,,14,0.4,"1,339,465","13,707","97,719,499",Asia,"71,537","2,791,986",73
170,Sint Maarten,"1,139",+19,26,,"1,017",+10,96,6,"26,435",603,"7,893","183,188","43,087",North America,38,"1,657",5
171,Gibraltar,"1,053",+5,5,,990,+10,58,1,"31,258",148,"96,075","2,851,990","33,687",Europe,32,"6,737",0
172,Sao Tome and Principe,999,,17,,937,,45,,"4,522",77,"7,498","33,941","220,913",Africa,221,"12,995",29
173,Mongolia,849,+7,,,384,+16,465,2,257,,"270,528","81,951","3,301,100",Asia,"3,888",,12
174,Turks and Caicos,756,,6,,740,,10,1,"19,412",154,"9,247","237,444","38,944",North America,52,"6,491",4
175,Saint Martin,717,,12,,641,,64,7,"18,408",308,"7,149","183,538","38,951",North America,54,"3,246",5
176,Taiwan,716,+23,7,,574,,135,,30,0.3,"112,558","4,722","23,835,642",Asia,"33,290","3,405,092",212
177,Diamond Princess,712,,13,,699,,0,,,,,,,,,,
178,Burundi,694,,1,,575,,118,,58,0.08,"62,215","5,167","12,041,747",Africa,"17,351","12,041,747",194
179,Papua New Guinea,671,,7,,597,,67,,74,0.8,"32,221","3,572","9,020,053",Australia/Oceania,"13,443","1,288,579",280
180,Monaco,638,+1,3,,574,+2,61,4,"16,208",76,"51,953","1,319,844","39,363",Europe,62,"13,121",1
181,Eritrea,632,,,,508,,124,,177,,"21,655","6,070","3,567,674",Africa,"5,645",,165
182,Comoros,616,,7,,600,,9,,702,8,,,"877,565",Africa,"1,425","125,366",
183,Faeroe Islands,510,+4,,,501,+1,9,,"10,420",,"171,175","3,497,364","48,944",Europe,96,,0
184,Tanzania,509,,21,,183,,305,7,8,0.3,,,"60,460,460",Africa,"118,783","2,879,070",
185,Mauritius,508,,10,,465,,33,,399,8,"289,552","227,511","1,272,692",Africa,"2,505","127,269",4
186,Bhutan,426,+2,,,387,,39,,549,,"208,728","269,223","775,297",Asia,"1,820",,4
187,Isle of Man,370,,25,,344,,1,,"4,341",293,"18,834","220,981","85,229",Europe,230,"3,409",5
188,Cambodia,346,+1,,,306,+1,40,,21,,"240,491","14,299","16,819,153",Asia,"48,610",,70
189,Bermuda,288,,9,,216,,63,1,"4,632",145,"111,870","1,799,218","62,177",North America,216,"6,909",1
190,Cayman Islands,288,,2,,257,,29,1,"4,360",30,"53,727","813,343","66,057",North America,229,"33,029",1
191,Barbados,285,,7,,260,,18,1,991,24,"49,307","171,485","287,529",North America,"1,009","41,076",6
192,Saint Lucia,265,,2,,158,,105,,"1,440",11,"16,641","90,444","183,993",North America,694,"91,997",11
193,Seychelles,184,,,,168,,16,,"1,866",,"5,200","52,732","98,612",Africa,536,,19
194,Caribbean Netherlands,164,,3,,158,,3,,"6,229",114,"3,681","139,808","26,329",North America,161,"8,776",7
195,Brunei,151,,3,,147,+1,1,,344,7,"77,829","177,166","439,300",Asia,"2,909","146,433",6
196,St. Barth,147,,1,,105,,41,,"14,863",101,"4,767","482,002","9,890",North America,67,"9,890",2
