#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/ 
 1M pop 
55,Lebanon,"146,520","+1,275","1,200",+10,"101,334","+2,750","43,986",391,"21,511",176,"1,783,660","261,863","6,811,416",Asia,46,"5,676",4
56,Kuwait,"146,218",+174,911,,"142,094",+269,"3,213",62,"34,011",212,"1,180,662","274,630","4,299,102",Asia,29,"4,719",4
57,Kazakhstan,"141,578",+794,"2,088",,"125,380",+651,"14,110",221,"7,499",111,"4,871,752","258,059","18,878,422",Asia,133,"9,041",4
58,Qatar,"140,961",+134,240,,"138,490",+143,"2,231",24,"50,203",85,"1,167,017","415,633","2,807,805",Asia,20,"11,699",2
59,Slovakia,"132,984","+2,190","1,175",+27,"97,068","+1,652","34,741",282,"24,352",215,"1,216,063","222,687","5,460,851",Europe,41,"4,648",4
60,Guatemala,"129,282",+183,"4,423",+18,"117,923",+308,"6,936",5,"7,157",245,"581,401","32,184","18,064,779",North America,140,"4,084",31
61,Moldova,"126,518",+795,"2,572",+25,"108,901","+1,168","15,045",290,"31,397",638,"505,420","125,425","4,029,667",Europe,32,"1,567",8
62,Oman,"126,240",+571,"1,471",+8,"118,048",+721,"6,721",57,"24,443",285,"571,472","110,649","5,164,724",Asia,41,"3,511",9
63,Greece,"124,534",+692,"3,625",+85,"9,989",,"110,920",552,"11,975",349,"2,582,260","248,302","10,399,679",Europe,84,"2,869",4
64,Egypt,"121,575",+486,"6,920",+22,"104,875",+165,"9,780",67,"1,178",67,"1,000,000","9,690","103,203,122",Africa,849,"14,914",103
65,Ethiopia,"116,769",+472,"1,806",+3,"93,890","+1,441","21,073",314,"1,005",16,"1,706,321","14,680","116,238,254",Africa,995,"64,362",68
66,Honduras,"114,043",+335,"2,974",+3,"51,410",+166,"59,659",112,"11,432",298,"284,003","28,469","9,975,699",North America,87,"3,354",35
67,Tunisia,"111,361",+968,"3,894",+58,"84,741",+523,"22,726",280,"9,378",328,"512,738","43,179","11,874,698",Africa,107,"3,049",23
68,Denmark,"109,758","+2,642",941,+6,"79,394","+1,158","29,423",58,"18,919",162,"8,569,655","1,477,143","5,801,506",Europe,53,"6,165",1
69,Palestine,"109,738","+1,639",978,+17,"85,110","+1,987","23,650",93,"21,289",190,"772,485","149,864","5,154,573",Asia,47,"5,271",7
70,Myanmar,"108,342","+1,127","2,268",+23,"86,795","+1,389","19,279",,"1,985",42,"1,437,751","26,344","54,575,734",Asia,504,"24,063",38
71,Venezuela,"107,786",+609,954,+5,"102,289",,"4,543",46,"3,795",34,"2,347,543","82,663","28,399,006",South America,263,"29,768",12
72,Bosnia and Herzegovina,"101,117",+811,"3,336",+38,"65,758",+469,"32,023",,"30,909","1,020","465,140","142,182","3,271,440",Europe,32,981,7
73,Slovenia,"96,314",+830,"2,063",+22,"73,377","+1,087","20,874",200,"46,326",992,"592,436","284,953","2,079,069",Europe,22,"1,008",4
74,Paraguay,"93,582",+669,"1,953",+16,"66,543",+691,"25,086",143,"13,048",272,"500,744","69,817","7,172,205",South America,77,"3,672",14
75,Lithuania,"93,100","+2,848",815,+24,"38,893",+125,"53,392",191,"34,421",301,"1,414,224","522,870","2,704,732",Europe,29,"3,319",2
76,Algeria,"92,102",+464,"2,596",+12,"60,457",+429,"29,049",46,"2,083",59,,,"44,207,699",Africa,480,"17,029",
77,Kenya,"91,892",+366,"1,587",+1,"73,028",+432,"17,277",48,"1,692",29,"971,522","17,891","54,302,834",Africa,591,"34,217",56
78,Libya,"90,779",+899,"1,299",+21,"60,895","+1,056","28,585",,"13,131",188,"483,652","69,957","6,913,547",Africa,76,"5,322",14
79,Bahrain,"89,143",+178,348,,"87,182",+157,"1,613",7,"51,593",201,"2,191,887","1,268,602","1,727,797",Asia,19,"4,965",1
80,Malaysia,"83,475","+1,229",415,+4,"69,393","+1,309","13,667",115,"2,564",13,"2,940,782","90,336","32,553,661",Asia,390,"78,443",11
81,Kyrgyzstan,"77,356",+297,"1,307",,"70,192",+398,"5,857",94,"11,769",199,"546,791","83,191","6,572,746",Asia,85,"5,029",12
82,Ireland,"76,185",+429,"2,124",+1,"23,364",,"50,697",31,"15,351",428,"2,101,317","423,415","4,962,783",Europe,65,"2,337",2
83,Uzbekistan,"74,956",+145,612,,"72,243",+159,"2,101",177,"2,225",18,"1,377,915","40,902","33,688,385",Asia,449,"55,046",24
84,North Macedonia,"73,638",+613,"2,121",+25,"49,414",+688,"22,103",138,"35,346","1,018","364,858","175,132","2,083,335",Europe,28,982,6
85,Nigeria,"73,175",+418,"1,197",+3,"66,090",+240,"5,888",10,351,6,"845,458","4,056","208,426,526",Africa,"2,848","174,124",247
86,Singapore,"58,320",+7,29,,"58,208",+11,83,,"9,933",5,"4,834,370","823,397","5,871,253",Asia,101,"202,457",1
87,Ghana,"52,933",,327,,"51,676",,930,15,"1,688",10,"620,148","19,772","31,364,331",Africa,593,"95,915",51
88,Afghanistan,"49,273",+321,"1,971",+11,"38,384",+56,"8,918",93,"1,253",50,"169,413","4,308","39,321,605",Asia,798,"19,950",232
89,Albania,"48,530",+788,"1,003",+14,"24,820",+300,"22,707",39,"16,872",349,"217,277","75,539","2,876,358",Europe,59,"2,868",13
90,S. Korea,"42,766","+1,030",580,+2,"31,814",+321,"10,372",179,834,11,"3,374,595","65,795","51,289,353",Asia,"1,199","88,430",15
91,Luxembourg,"41,718",+446,402,+6,"31,678",,"9,638",46,"66,159",638,"1,507,746","2,391,077","630,572",Europe,15,"1,569",0
92,El Salvador,"41,631",+237,"1,200",+7,"37,888",+221,"2,543",78,"6,404",185,"582,161","89,548","6,501,114",North America,156,"5,418",11
93,Montenegro,"41,426",+478,582,+4,"30,493",+879,"10,351",68,"65,954",927,"154,233","245,554","628,102",Europe,15,"1,079",4
94,Norway,"41,003",+200,387,,"34,463",,"6,153",33,"7,537",71,"2,421,445","445,077","5,440,507",Europe,133,"14,058",2
95,Sri Lanka,"32,790",+655,152,+3,"23,793",+489,"8,845",,"1,528",7,"1,004,203","46,807","21,454,178",Asia,654,"141,146",21
96,Finland,"30,810",+360,453,,"20,000",,"10,357",26,"5,557",82,"2,169,345","391,250","5,544,652",Europe,180,"12,240",3
97,Australia,"28,031",+6,908,,"25,675",+4,"1,448",,"1,094",35,"10,379,994","404,932","25,633,918",Australia/Oceania,914,"28,231",2
98,Uganda,"27,532",+461,221,+1,"9,826",+82,"17,485",,594,5,"680,709","14,676","46,383,419",Africa,"1,685","209,880",68
99,Latvia,"25,675",+629,349,+25,"16,778",+541,"8,548",37,"13,682",186,"728,736","388,332","1,876,579",Europe,73,"5,377",3
100,Cameroon,"25,143",,443,,"23,851",,849,50,937,17,"149,000","5,551","26,841,610",Africa,"1,068","60,591",180
101,Ivory Coast,"21,680",+41,133,,"21,298",+37,249,,813,5,"234,067","8,776","26,670,661",Africa,"1,230","200,531",114
102,Sudan,"21,386",+239,"1,347",+3,"12,313",+86,"7,726",,483,30,,,"44,308,148",Africa,"2,072","32,894",
103,Zambia,"18,274",+57,367,+1,"17,388",+49,519,,982,20,"484,299","26,018","18,613,709",Africa,"1,019","50,719",38
104,Estonia,"18,054",+343,149,+1,"11,037",+411,"6,868",24,"13,606",112,"544,683","410,480","1,326,943",Europe,73,"8,906",2
105,Madagascar,"17,587",,259,,"16,992",,336,16,628,9,"96,565","3,448","28,009,386",Africa,"1,593","108,144",290
106,Senegal,"17,075",+78,349,,"16,094",+35,632,17,"1,008",21,"245,025","14,463","16,941,139",Africa,992,"48,542",69
107,Mozambique,"16,954",+142,142,+2,"14,818",+23,"1,994",,536,4,"248,476","7,852","31,646,196",Africa,"1,867","222,861",127
108,Namibia,"16,536",+267,160,,"14,684",+102,"1,692",15,"6,455",62,"175,923","68,676","2,561,630",Africa,155,"16,010",15
109,Angola,"16,188",+27,371,+5,"8,898",+57,"6,919",14,486,11,"171,247","5,139","33,321,141",Africa,"2,058","89,814",195
110,French Polynesia,"15,618",,91,,"4,842",,"10,685",25,"55,452",323,"26,355","93,575","281,647",Australia/Oceania,18,"3,095",11
111,Cyprus,"15,101",+625,78,+3,"2,057",,"12,966",20,"12,466",64,"663,696","547,896","1,211,355",Asia,80,"15,530",2
112,DRC,"14,461",+119,352,,"12,465",,"1,644",,159,4,,,"90,773,673",Africa,"6,277","257,880",
113,Guinea,"13,420",,79,,"12,657",,684,24,"1,010",6,"84,951","6,391","13,291,891",Africa,990,"168,252",156
114,Maldives,"13,368",+20,48,,"12,706",+47,614,12,"24,536",88,"269,425","494,508","544,834",Asia,41,"11,351",2
115,Tajikistan,"12,704",+80,88,,"12,133",+83,483,,"1,319",9,,,"9,633,743",Asia,758,"109,474",
116,Botswana,"12,501",,37,,"9,940",,"2,524",1,"5,268",16,"470,387","198,227","2,372,972",Africa,190,"64,134",5
117,French Guiana,"11,800",,71,,"9,995",,"1,734",,"39,054",235,"89,832","297,315","302,144",South America,26,"4,256",3
118,Jamaica,"11,710",+102,273,+2,"7,954",+155,"3,483",12,"3,947",92,"125,320","42,237","2,967,058",North America,253,"10,868",24
119,Cabo Verde,"11,357",+55,110,,"10,962",+40,285,23,"20,327",197,"107,404","192,231","558,724",Africa,49,"5,079",5
120,Zimbabwe,"11,246",+27,307,,"9,451",+92,"1,488",,752,21,"189,370","12,658","14,960,685",Africa,"1,330","48,732",79
121,Malta,"11,153",+52,169,+3,"9,169",+90,"1,815",18,"25,228",382,"464,429","1,050,554","442,080",Europe,40,"2,616",1
122,Mauritania,"10,971",+191,225,+3,"8,076",+54,"2,670",37,"2,332",48,"121,358","25,797","4,704,286",Africa,429,"20,908",39
123,Uruguay,"9,708",+528,92,+1,"6,358",+203,"3,258",38,"2,790",26,"510,031","146,593","3,479,221",South America,358,"37,818",7
124,Haiti,"9,565",+74,234,+1,"8,274",+33,"1,057",,834,20,"34,734","3,029","11,465,467",North America,"1,199","48,998",330
125,Cuba,"9,423",+69,137,,"8,434",+63,852,10,832,12,"1,251,767","110,546","11,323,452",North America,"1,202","82,653",9
126,Gabon,"9,330",,63,,"9,182",,85,5,"4,148",28,"329,481","146,484","2,249,268",Africa,241,"35,703",7
127,Belize,"9,295",+122,195,+3,"4,321",+42,"4,779",3,"23,187",486,"48,864","121,892","400,879",North America,43,"2,056",8
128,Syria,"9,166",+125,518,+12,"4,376",+57,"4,272",,518,29,,,"17,691,041",Asia,"1,930","34,153",
129,Guadeloupe,"8,472",,151,,"2,242",,"6,079",7,"21,172",377,"78,966","197,339","400,155",North America,47,"2,650",5
130,Réunion,"8,431",,41,,"8,037",,353,8,"9,386",46,"48,859","54,395","898,218",Africa,107,"21,908",18
131,Bahamas,"7,659",+11,163,,"6,069",+26,"1,427",1,"19,392",413,"46,272","117,159","394,949",North America,52,"2,423",9
132,Hong Kong,"7,542",+95,117,+2,"6,202",+88,"1,223",46,"1,002",16,"4,656,410","618,823","7,524,618",Asia,998,"64,313",2
133,Andorra,"7,338",+50,79,+1,"6,629",,630,17,"94,903","1,022","173,151","2,239,379","77,321",Europe,11,979,0
134,Trinidad and Tobago,"6,879",+15,122,,"6,145",+19,612,2,"4,908",87,"38,390","27,391","1,401,556",North America,204,"11,488",37
135,Eswatini,"6,768",+54,127,,"6,379",+48,262,11,"5,806",109,"63,144","54,172","1,165,612",Africa,172,"9,178",18
136,Rwanda,"6,659",+131,56,,"5,955",+63,648,,508,4,"667,894","51,000","13,095,932",Africa,"1,967","233,856",20
137,Malawi,"6,066",+3,187,+1,"5,491",,388,4,313,10,"78,962","4,081","19,350,997",Africa,"3,190","103,481",245
138,Congo,"6,049",,99,,"4,988",,962,,"1,084",18,,,"5,578,892",Africa,922,"56,352",
139,Guyana,"5,920",+41,155,+1,"5,073",+29,692,6,"7,510",197,"33,898","43,002","788,281",South America,133,"5,086",23
140,Nicaragua,"5,887",,162,,"4,225",,"1,500",,884,24,,,"6,660,250",North America,"1,131","41,113",
141,Mali,"5,814",+93,194,+5,"3,591",+25,"2,029",,283,9,"115,350","5,624","20,510,923",Africa,"3,528","105,726",178
142,Djibouti,"5,728",+3,61,,"5,618",+6,49,,"5,760",61,"95,261","95,789","994,492",Africa,174,"16,303",10
143,Martinique,"5,575",,42,,98,,"5,435",10,"14,861",112,"67,378","179,611","375,132",North America,67,"8,932",6
144,Iceland,"5,557",+5,28,,"5,366",+20,163,3,"16,237",82,"407,409","1,190,381","342,251",Europe,62,"12,223",1
145,Mayotte,"5,551",,52,,"2,964",,"2,535",4,"20,130",189,"28,914","104,851","275,763",Africa,50,"5,303",10
146,Suriname,"5,353",+4,117,,"5,224",+3,12,3,"9,088",199,"22,676","38,498","589,019",South America,110,"5,034",26
147,Equatorial Guinea,"5,185",,85,,"5,058",,42,,"3,643",60,"72,627","51,022","1,423,458",Africa,275,"16,747",20
148,Aruba,"5,049",+5,46,,"4,896",+6,107,4,"47,199",430,"55,812","521,739","106,973",North America,21,"2,326",2
149,CAR,"4,936",,63,,"1,924",,"2,949",2,"1,014",13,"32,711","6,720","4,867,613",Africa,986,"77,264",149
150,Somalia,"4,579",,121,,"3,529",,929,,285,8,,,"16,091,111",Africa,"3,514","132,984",
151,Thailand,"4,209",+17,60,,"3,923",+8,226,1,60,0.9,"977,854","13,993","69,879,930",Asia,"16,603","1,164,666",71
152,Burkina Faso,"4,030",+136,71,,"2,910",+52,"1,049",,190,3,,,"21,159,198",Africa,"5,250","298,017",
153,Gambia,"3,782",+3,123,,"3,647",+2,12,1,"1,546",50,"27,056","11,057","2,446,963",Africa,647,"19,894",90
154,Curaçao,"3,624",+48,11,+1,"1,736",+28,"1,877",4,"22,044",67,"28,526","173,517","164,399",North America,45,"14,945",6
155,Togo,"3,251",+30,66,,"2,771",+26,414,,389,8,"160,765","19,217","8,365,684",Africa,"2,573","126,753",52
156,South Sudan,"3,206",,62,,"3,043",,101,1,285,6,"63,753","5,665","11,253,171",Africa,"3,510","181,503",177
157,Benin,"3,090",,44,,"2,972",,74,,252,4,"360,194","29,367","12,265,145",Africa,"3,969","278,753",34
158,Guinea-Bissau,"2,444",,44,,"2,337",,63,5,"1,229",22,"33,033","16,609","1,988,844",Africa,814,"45,201",60
159,Sierra Leone,"2,440",,75,,"1,850",,515,,303,9,,,"8,049,896",Africa,"3,299","107,332",
160,Niger,"2,258",+59,80,,"1,292",+16,886,9,92,3,"52,702","2,143","24,594,568",Africa,"10,892","307,432",467
161,Lesotho,"2,250",,44,,"1,319",,887,,"1,047",20,"27,964","13,007","2,149,967",Africa,956,"48,863",77
162,New Zealand,"2,096",+4,25,,"2,015",+5,56,,419,5,"1,341,978","268,283","5,002,100",Australia/Oceania,"2,386","200,084",4
163,Yemen,"2,083",,606,,"1,383",,94,23,69,20,"17,404",578,"30,120,759",Asia,"14,460","49,704","1,731"
164,Channel Islands,"2,068",+91,48,,"1,291",+203,729,10,"11,845",275,"199,491","1,142,626","174,590",Europe,84,"3,637",1
165,San Marino,"1,932",,51,,"1,575",,306,5,"56,884","1,502","21,402","630,138","33,964",Europe,18,666,2
166,Chad,"1,770",+19,102,,"1,607",+4,61,,106,6,,,"16,636,059",Africa,"9,399","163,099",
167,Liberia,"1,676",,83,,"1,358",,235,2,328,16,"35,957","7,035","5,110,955",Africa,"3,049","61,578",142
168,Liechtenstein,"1,514",+32,20,,"1,296",,198,21,"39,656",524,"15,808","414,060","38,178",Europe,25,"1,909",2
169,Vietnam,"1,397",+2,35,,"1,241",+3,121,,14,0.4,"1,339,465","13,705","97,736,233",Asia,"69,962","2,792,464",73
170,Sint Maarten,"1,232",+7,26,,"1,075",+5,131,4,"28,587",603,"8,306","192,728","43,097",North America,35,"1,658",5
171,Gibraltar,"1,075",+3,5,,"1,032",+4,38,1,"31,912",148,"102,253","3,035,475","33,686",Europe,31,"6,737",0
172,Sao Tome and Principe,"1,009",,17,,950,+3,42,,"4,566",77,"7,498","33,929","220,991",Africa,219,"12,999",29
173,Mongolia,907,+1,,,384,,523,6,275,,"420,000","127,191","3,302,111",Asia,"3,641",,8
174,Saint Martin,801,,12,,675,,114,7,"20,558",308,"7,838","201,165","38,963",North America,49,"3,247",5
175,Turks and Caicos,769,,6,,741,,22,1,"19,741",154,"10,461","268,548","38,954",North America,51,"6,492",4
176,Taiwan,736,+3,7,,606,+5,123,,31,0.3,"115,167","4,832","23,836,464",Asia,"32,387","3,405,209",207
177,Burundi,729,+1,1,,640,,88,,61,0.08,"70,060","5,815","12,048,550",Africa,"16,528","12,048,550",172
178,Papua New Guinea,721,+1,8,,601,,112,,80,0.9,"32,221","3,571","9,023,299",Australia/Oceania,"12,515","1,127,912",280
179,Diamond Princess,712,,13,,699,,0,,,,,,,,,,
180,Eritrea,711,,,,564,,147,,199,,"23,693","6,639","3,568,613",Africa,"5,019",,151
181,Monaco,668,,3,,597,+1,68,4,"16,968",76,"51,953","1,319,642","39,369",Europe,59,"13,123",1
182,Comoros,628,,7,,606,,15,,715,8,,,"877,920",Africa,"1,398","125,417",
183,Faeroe Islands,528,+3,,,506,,22,,"10,787",,"176,383","3,603,477","48,948",Europe,93,,0
184,Mauritius,515,,10,,478,,27,,405,8,"289,552","227,504","1,272,732",Africa,"2,471","127,273",4
185,Tanzania,509,,21,,183,,305,7,8,0.3,,,"60,493,132",Africa,"118,847","2,880,625",
186,Bhutan,437,+1,,,400,+4,37,,564,,"216,254","278,872","775,459",Asia,"1,775",,4
187,Bermuda,391,,9,,233,,149,2,"6,289",145,"117,415","1,888,551","62,172",North America,159,"6,908",1
188,Isle of Man,370,,25,,344,,1,,"4,341",293,"19,325","226,718","85,238",Europe,230,"3,410",4
189,Cambodia,359,+2,,,307,,52,,21,,"258,400","15,359","16,823,580",Asia,"46,862",,65
190,Cayman Islands,298,,2,,267,,29,1,"4,510",30,"55,584","841,264","66,072",North America,222,"33,036",1
191,Barbados,292,,7,,269,,16,1,"1,016",24,"52,861","183,841","287,536",North America,985,"41,077",5
192,Saint Lucia,275,+1,4,,203,+6,68,,"1,494",22,"17,571","95,490","184,009",North America,669,"46,002",10
193,Seychelles,187,,,,182,,5,,"1,896",,"5,200","52,726","98,624",Africa,527,,19
194,Caribbean Netherlands,175,,3,,165,,7,,"6,645",114,"3,966","150,604","26,334",North America,150,"8,778",7
195,St. Barth,162,,1,,127,,34,,"16,379",101,"5,315","537,357","9,891",North America,61,"9,891",2
196,Brunei,152,,3,,147,,2,,346,7,"77,829","177,134","439,380",Asia,"2,891","146,460",6
