#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/
 1M pop 
",Population,Continent,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl
188,Cambodia,307,,,,298,,9,,18,,"224,708","13,366","16,812,197",Asia,"54,763",,75
189,Cayman Islands,269,,2,,249,,18,1,"4,074",30,"51,993","787,367","66,034",North America,245,"33,017",1
190,Barbados,266,+3,7,,246,+3,13,,925,24,"46,028","160,087","287,519",North America,"1,081","41,074",6
191,Bermuda,241,+2,9,,206,+1,26,,"3,876",145,"103,460","1,663,772","62,184",North America,258,"6,909",1
192,Saint Lucia,238,+3,2,,109,,127,,"1,294",11,"15,448","83,971","183,968",North America,773,"91,984",12
193,Seychelles,166,,,,159,,7,,"1,684",,"5,200","52,742","98,594",Africa,594,,19
194,Caribbean Netherlands,161,,3,,155,,3,,"6,117",114,"3,539","134,450","26,322",North America,163,"8,774",7
195,Brunei,150,,3,,145,,2,,342,7,"75,916","172,861","439,174",Asia,"2,928","146,391",6
196,Antigua and Barbuda,141,+1,4,,130,+1,7,2,"1,435",41,"4,502","45,818","98,258",North America,697,"24,565",22
197,St. Barth,127,,,,94,,33,,"12,843",,"4,767","482,051","9,889",North America,78,,2
198,St. Vincent Grenadines,84,,,,78,,6,,756,,"9,104","81,957","111,083",North America,"1,322",,12
199,Dominica,77,,,,63,,14,,"1,069",,"5,655","78,477","72,059",North America,936,,13
200,British Virgin Islands,71,,1,,70,,0,,"2,342",33,"5,193","171,313","30,313",North America,427,"30,313",6
201,Macao,46,,,,46,,0,,70,,"4,238","6,491","652,902",Asia,"14,194",,154
202,Grenada,41,,,,30,,11,,364,,"6,252","55,457","112,735",North America,"2,750",,18
203,Laos,39,,,,24,,15,,5,,"74,622","10,197","7,318,071",Asia,"187,643",,98
204,Fiji,38,,2,,33,,3,,42,2,"15,235","16,945","899,080",Australia/Oceania,"23,660","449,540",59
205,New Caledonia,32,,,,32,,0,,112,,"17,179","59,939","286,609",Australia/Oceania,"8,957",,17
206,Timor-Leste,30,,,,30,,0,,23,,"13,289","10,003","1,328,508",Asia,"44,284",,100
207,Vatican City,27,,,,15,,12,,"33,666",,,,802,Europe,30,,
208,Saint Kitts and Nevis,22,,,,19,,3,,412,,"3,677","68,920","53,352",North America,"2,425",,15
209,Greenland,18,,,,18,,0,,317,,"12,578","221,405","56,810",North America,"3,156",,5
210,Solomon Islands,17,,,,5,,12,,25,,"4,500","6,488","693,595",Australia/Oceania,"40,800",,154
211,Falkland Islands,16,,,,13,,3,,"4,545",,"4,245","1,205,966","3,520",South America,220,,1
212,Saint Pierre Miquelon,16,,,,12,,4,,"2,767",,"2,624","453,822","5,782",North America,361,,2
213,Montserrat,13,,1,,12,,0,,"2,604",200,577,"115,562","4,993",North America,384,"4,993",9
214,Western Sahara,10,,1,,8,,1,,17,2,,,"603,190",Africa,"60,319","603,190",
215,MS Zaandam,9,,2,,,,7,,,,,,,,,,
216,Anguilla,4,,,,3,,1,,266,,"2,308","153,284","15,057",North America,"3,764",,7
217,Marshall Islands,4,,,,1,,3,,67,,,,"59,352",Australia/Oceania,"14,838",,
218,Wallis and Futuna,3,,,,1,,2,,269,,"1,149","102,985","11,157",Australia/Oceania,"3,719",,10
219,Samoa,1,,,,,,1,,5,,,,"198,949",Australia/Oceania,"198,949",,
220,Vanuatu,1,,,,,,1,,3,,,,"310,008",Australia/Oceania,"310,008",,
