#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/ 
 1M pop 
59,Guatemala,"121,971",+173,"4,166",+5,"110,588",+379,"7,217",5,"6,757",231,"533,244","29,539","18,052,084",North America,148,"4,333",34
60,Azerbaijan,"118,195","+4,170","1,361",+38,"73,676","+1,985","43,158",,"11,614",134,"1,718,235","168,832","10,177,178",Asia,86,"7,478",6
61,Egypt,"115,541",+358,"6,636",+15,"102,596",+106,"6,309",46,"1,120",64,"1,000,000","9,697","103,129,181",Africa,893,"15,541",103
62,Ethiopia,"109,534",+604,"1,700",+5,"69,315","+1,065","38,519",309,943,15,"1,631,912","14,053","116,128,998",Africa,"1,060","68,311",71
63,Honduras,"107,513",+379,"2,905",+6,"47,638",+62,"56,970",107,"10,784",291,"264,898","26,570","9,969,669",North America,93,"3,432",38
64,Moldova,"107,017","+1,165","2,290",+21,"94,586","+1,558","10,141",265,"26,555",568,"459,863","114,109","4,030,024",Europe,38,"1,760",9
65,Slovakia,"105,733","+1,100",816,+18,"64,197","+2,103","40,720",230,"19,362",149,"1,073,571","196,598","5,460,750",Europe,52,"6,692",5
66,Greece,"104,227","+1,193","2,321",+98,"9,989",,"91,917",603,"10,020",223,"2,366,363","227,500","10,401,616",Europe,100,"4,482",4
67,Venezuela,"102,040",+280,894,+2,"96,652",,"4,494",117,"3,593",31,"2,297,557","80,894","28,402,074",South America,278,"31,770",12
68,Tunisia,"96,251","+1,271","3,219",+66,"69,624",+398,"23,408",299,"8,109",271,"458,743","38,647","11,869,970",Africa,123,"3,687",26
69,Myanmar,"89,486","+1,509","1,918",+31,"68,910","+1,322","18,658",,"1,640",35,"1,147,841","21,037","54,561,804",Asia,610,"28,447",48
70,Bosnia and Herzegovina,"87,374",+374,"2,620",+34,"51,479",+411,"33,275",,"26,702",801,"416,554","127,300","3,272,216",Europe,37,"1,249",8
71,Bahrain,"86,787",+142,341,,"84,977",+192,"1,469",15,"50,296",198,"2,043,740","1,184,419","1,725,521",Asia,20,"5,060",1
72,Palestine,"83,585","+1,695",717,+13,"63,834",+890,"19,034",67,"16,230",139,"667,160","129,545","5,150,025",Asia,62,"7,183",8
73,Kenya,"83,316",+711,"1,452",+7,"54,975",+576,"26,889",68,"1,536",27,"885,933","16,328","54,257,423",Africa,651,"37,367",61
74,Libya,"82,430","+1,157","1,166",+13,"53,266",+967,"27,998",,"11,929",169,"427,996","61,939","6,909,972",Africa,84,"5,926",16
75,Algeria,"82,221","+1,009","2,410",+17,"53,204",+636,"26,607",44,"1,861",55,,,"44,177,371",Africa,537,"18,331",
76,Paraguay,"81,906",+775,"1,743",+12,"57,947",+451,"22,216",127,"11,425",243,"445,986","62,212","7,168,854",South America,88,"4,113",16
77,Denmark,"79,352",+998,829,+6,"62,514","+1,053","16,009",43,"13,680",143,"7,366,349","1,269,901","5,800,727",Europe,73,"6,997",1
78,Slovenia,"75,381","+1,117","1,384",+48,"53,687",+873,"20,310",194,"36,257",666,"517,240","248,786","2,079,058",Europe,28,"1,502",4
79,Uzbekistan,"72,870",+152,608,,"70,151",+171,"2,111",198,"2,164",18,"1,377,915","40,924","33,669,824",Asia,462,"55,378",24
80,Kyrgyzstan,"72,427",+456,"1,266",+4,"63,789",+382,"7,372",133,"11,026",193,"501,610","76,365","6,568,625",Asia,91,"5,188",13
81,Ireland,"72,241",+299,"2,052",+2,"23,364",,"46,825",30,"14,563",414,"1,934,809","390,029","4,960,674",Europe,69,"2,417",3
82,Nigeria,"67,412",+82,"1,173",+2,"63,055",+236,"3,184",10,324,6,"756,237","3,632","208,230,502",Africa,"3,089","177,520",275
83,Malaysia,"64,485","+1,309",357,+3,"52,647","+1,333","11,481",116,"1,982",11,"2,650,368","81,455","32,537,799",Asia,505,"91,142",12
84,North Macedonia,"61,543",+820,"1,731",+32,"38,400",+895,"21,412",138,"29,541",831,"331,105","158,930","2,083,338",Europe,34,"1,204",6
85,Lithuania,"60,189","+1,972",493,+11,"14,120",+64,"45,576",132,"22,241",182,"1,251,462","462,447","2,706,174",Europe,45,"5,489",2
86,Singapore,"58,213",+8,29,,"58,124",+5,60,,"9,918",5,"4,448,110","757,835","5,869,495",Asia,101,"202,396",1
87,Ghana,"51,569",+190,323,,"50,450",+152,796,16,"1,645",10,"591,185","18,864","31,339,470",Africa,608,"97,026",53
88,Afghanistan,"46,215",+249,"1,763",+11,"36,731",+22,"7,721",93,"1,176",45,"147,800","3,762","39,287,988",Asia,850,"22,285",266
89,El Salvador,"38,405",,"1,111",+4,"35,078",,"2,216",38,"5,909",171,"542,757","83,503","6,499,865",North America,169,"5,850",12
90,Albania,"37,625",+835,798,+11,"18,481",+329,"18,346",27,"13,080",277,"184,097","64,001","2,876,478",Europe,76,"3,605",16
91,Norway,"35,828",+282,328,,"20,956",,"14,544",36,"6,587",60,"2,224,045","408,915","5,438,888",Europe,152,"16,582",2
92,Montenegro,"34,881",+427,487,+6,"23,484",+688,"10,910",68,"55,534",775,"132,371","210,749","628,099",Europe,18,"1,290",5
93,Luxembourg,"34,539",+565,312,+6,"24,073",,"10,154",42,"54,808",495,"1,372,396","2,177,774","630,183",Europe,18,"2,020",0
94,S. Korea,"33,824",+449,523,+1,"27,542",+193,"5,759",76,659,10,"3,046,971","59,409","51,287,671",Asia,"1,516","98,064",17
95,Australia,"27,893",+8,907,,"25,589",+4,"1,397",,"1,089",35,"9,975,892","389,340","25,622,604",Australia/Oceania,919,"28,250",3
96,Finland,"24,629",+322,393,,"16,800",,"7,436",19,"4,442",71,"1,934,071","348,838","5,544,324",Europe,225,"14,108",3
97,Cameroon,"24,117",,437,,"22,177",,"1,503",52,899,16,"149,000","5,556","26,816,256",Africa,"1,112","61,364",180
98,Sri Lanka,"23,484",+496,116,+7,"17,002",+346,"6,366",,"1,095",5,"815,897","38,036","21,450,752",Asia,913,"184,920",26
99,Ivory Coast,"21,310",+49,131,,"20,947",+35,232,,800,5,"217,462","8,161","26,645,600",Africa,"1,250","203,402",123
100,Uganda,"20,145",+201,201,,"8,989",+45,"10,955",,435,4,"623,977","13,469","46,327,896",Africa,"2,300","230,487",74
101,Sudan,"17,627",+223,"1,241",+6,"10,208",+33,"6,178",,398,28,,,"44,268,882",Africa,"2,511","35,672",
102,Zambia,"17,608",+19,357,,"16,983",+58,268,,947,19,"399,492","21,485","18,593,939",Africa,"1,056","52,084",47
103,Madagascar,"17,341",,251,,"16,657",,433,16,620,9,"93,734","3,350","27,982,067",Africa,"1,614","111,482",299
104,Latvia,"16,975",+414,197,+4,"1,719",,"15,059",36,"9,042",105,"622,404","331,529","1,877,372",Europe,111,"9,530",3
105,Senegal,"16,075",+48,333,+1,"15,597",+15,145,5,950,20,"230,139","13,598","16,924,203",Africa,"1,053","50,823",74
106,Mozambique,"15,613",+27,130,+1,"13,677",,"1,806",,494,4,"230,490","7,291","31,612,571",Africa,"2,025","243,174",137
107,Angola,"15,103",+16,346,+1,"7,763",,"6,994",16,454,10,"171,247","5,145","33,281,850",Africa,"2,204","96,190",194
108,Namibia,"14,345",+60,151,+1,"13,439",+27,755,5,"5,604",59,"155,543","60,762","2,559,868",Africa,178,"16,953",16
109,French Polynesia,"14,096",,73,,"4,842",,"9,181",21,"50,059",259,"26,355","93,595","281,585",Australia/Oceania,20,"3,857",11
110,Guinea,"13,054",+15,76,,"11,982",,996,24,983,6,"71,821","5,409","13,278,216",Africa,"1,017","174,713",185
111,Maldives,"12,994",+47,46,,"11,902",+121,"1,046",12,"23,865",84,"150,743","276,862","544,469",Asia,42,"11,836",4
112,DRC,"12,702",+94,333,,"11,585",+90,784,,140,4,,,"90,669,051",Africa,"7,138","272,279",
113,Tajikistan,"12,155",+37,86,,"11,559",+41,510,,"1,263",9,,,"9,625,529",Asia,792,"111,925",
114,Estonia,"12,052",+355,112,+3,"7,010",+36,"4,930",17,"9,083",84,"475,043","358,007","1,326,909",Europe,110,"11,847",3
115,French Guiana,"11,179",,70,,"9,995",,"1,114",1,"37,035",232,"82,598","273,643","301,846",South America,27,"4,312",4
116,Cabo Verde,"10,747",+47,105,,"10,229",+68,413,23,"19,243",188,"103,985","186,188","558,494",Africa,52,"5,319",5
117,Jamaica,"10,709",+40,256,+5,"6,066",+113,"4,387",7,"3,610",86,"114,047","38,444","2,966,565",North America,277,"11,588",26
118,Cyprus,"10,383",+152,48,,"2,057",,"8,278",15,"8,574",40,"616,959","509,454","1,211,020",Asia,117,"25,230",2
119,Botswana,"10,258",,31,,"7,717",,"2,510",1,"4,326",13,"406,978","171,637","2,371,152",Africa,231,"76,489",6
120,Zimbabwe,"9,822",,275,,"8,472",,"1,075",,657,18,"177,151","11,848","14,952,406",Africa,"1,522","54,372",84
121,Malta,"9,752",+143,133,+1,"7,557",+139,"2,062",18,"22,062",301,"424,923","961,288","442,035",Europe,45,"3,324",1
122,Haiti,"9,272",,232,,"7,951",,"1,089",,809,20,"34,734","3,031","11,460,151",North America,"1,236","49,397",330
123,Gabon,"9,191",,59,,"9,037",,95,7,"4,090",26,"297,443","132,358","2,247,254",Africa,245,"38,089",8
124,Mauritania,"8,547",+89,175,+3,"7,717",+52,655,10,"1,819",37,"103,754","22,077","4,699,595",Africa,550,"26,855",45
125,Guadeloupe,"8,344",,149,,"2,242",,"5,953",9,"20,852",372,"74,138","185,274","400,153",North America,48,"2,686",5
126,Cuba,"8,233",+60,134,+1,"7,586",+32,513,2,727,12,"1,103,641","97,463","11,323,716",North America,"1,375","84,505",10
127,Réunion,"7,940",,40,,"7,172",,728,17,"8,842",45,"48,859","54,410","897,974",Africa,113,"22,449",18
128,Syria,"7,797",+82,413,+4,"3,500",+56,"3,884",,441,23,,,"17,674,732",Asia,"2,267","42,796",
129,Bahamas,"7,517",+14,163,,"5,867",+5,"1,487",1,"19,040",413,"43,223","109,479","394,806",North America,53,"2,422",9
130,Andorra,"6,712",+102,76,,"5,794",+84,842,20,"86,811",983,"168,635","2,181,086","77,317",Europe,12,"1,017",0
131,Trinidad and Tobago,"6,660",+30,120,+2,"5,745",+13,795,38,"4,752",86,"36,732","26,211","1,401,383",North America,210,"11,678",38
132,Eswatini,"6,410",+4,121,,"5,996",+9,293,11,"5,501",104,"62,213","53,395","1,165,153",Africa,182,"9,629",19
133,Hong Kong,"6,239",+115,109,+1,"5,340",+12,790,11,829,14,"4,153,109","552,107","7,522,294",Asia,"1,206","69,012",2
134,Malawi,"6,025",,185,,"5,453",,387,4,312,10,"73,576","3,806","19,332,026",Africa,"3,209","104,497",263
135,Rwanda,"5,919",+28,48,+1,"5,480",,391,,452,4,"624,115","47,702","13,083,614",Africa,"2,210","272,575",21
136,Nicaragua,"5,784",,160,,"4,225",,"1,399",,869,24,,,"6,657,236",North America,"1,151","41,608",
137,Congo,"5,774",,94,,"4,988",,692,,"1,036",17,,,"5,573,681",Africa,965,"59,294",
138,Uruguay,"5,716",+205,76,+1,"4,267",+82,"1,373",16,"1,643",22,"430,201","123,665","3,478,762",South America,609,"45,773",8
139,Djibouti,"5,677",+1,61,,"5,577",,39,,"5,712",61,"91,824","92,384","993,942",Africa,175,"16,294",11
140,Belize,"5,647",+60,144,+3,"3,072",+16,"2,431",7,"14,096",359,"30,233","75,469","400,602",North America,71,"2,782",13
141,Martinique,"5,413",,40,,98,,"5,275",16,"14,429",107,"63,774","169,999","375,143",North America,69,"9,379",6
142,Iceland,"5,381",+10,26,,"5,168",+16,187,2,"15,726",76,"389,340","1,137,869","342,166",Europe,64,"13,160",1
143,Guyana,"5,376",+38,150,+1,"4,346",+29,880,3,"6,821",190,"29,752","37,750","788,136",South America,147,"5,254",26
144,Suriname,"5,312",,117,,"5,192",,3,3,"9,021",199,"21,625","36,726","588,818",South America,111,"5,033",27
145,Mayotte,"5,181",,49,,"2,964",,"2,168",4,"18,805",178,"25,231","91,579","275,511",Africa,53,"5,623",11
146,Equatorial Guinea,"5,153",,85,,"5,009",,59,,"3,625",60,"70,345","49,480","1,421,686",Africa,276,"16,726",20
147,CAR,"4,913",,63,,"1,924",,"2,926",2,"1,010",13,"32,711","6,725","4,864,397",Africa,990,"77,213",149
148,Aruba,"4,838",+5,45,,"4,679",+15,114,4,"45,234",421,"49,648","464,195","106,955",North America,22,"2,377",2
149,Mali,"4,688",+29,152,+3,"3,178",+40,"1,358",,229,7,"98,636","4,814","20,488,521",Africa,"4,370","134,793",208
150,Somalia,"4,451",,113,,"3,417",,921,,277,7,,,"16,074,085",Africa,"3,611","142,249",
151,Thailand,"3,977",+11,60,,"3,800",+2,117,1,57,0.9,"977,854","13,995","69,873,250",Asia,"17,569","1,164,554",71
152,Gambia,"3,734",+3,123,,"3,591",+1,20,2,"1,528",50,"24,868","10,174","2,444,356",Africa,655,"19,873",98
153,South Sudan,"3,109",+2,61,,"2,954",,94,,276,5,"58,576","5,208","11,248,153",Africa,"3,618","184,396",192
154,Benin,"2,974",,43,,"2,819",,112,,243,4,"326,929","26,682","12,252,958",Africa,"4,120","284,953",37
155,Togo,"2,962",+16,64,,"2,464",+29,434,,354,8,"148,167","17,727","8,358,242",Africa,"2,822","130,598",56
156,Burkina Faso,"2,856",+40,68,,"2,593",+14,195,,135,3,,,"21,137,192",Africa,"7,401","310,841",
157,Guinea-Bissau,"2,422",,43,,"2,309",,70,5,"1,219",22,"29,037","14,613","1,987,059",Africa,820,"46,211",68
158,Sierra Leone,"2,411",+1,74,,"1,836",+2,501,,300,9,,,"8,043,679",Africa,"3,336","108,698",
159,Curaçao,"2,364",+106,4,,"1,138",+15,"1,222",16,"14,382",24,"21,799","132,619","164,373",North America,70,"41,093",8
160,Yemen,"2,177",+17,617,+2,"1,504",+6,56,4,72,21,"16,855",560,"30,095,574",Asia,"13,824","48,777","1,786"
161,Lesotho,"2,109",,44,,"1,278",,787,,981,20,"25,687","11,951","2,149,318",Africa,"1,019","48,848",84
162,New Zealand,"2,050",,25,,"1,956",,69,,410,5,"1,266,944","253,282","5,002,100",Australia/Oceania,"2,440","200,084",4
163,Chad,"1,682",+19,101,,"1,515",+11,66,,101,6,,,"16,617,956",Africa,"9,880","164,534",
164,Liberia,"1,595",,83,,"1,343",,169,2,312,16,"34,105","6,679","5,106,395",Africa,"3,202","61,523",150
165,San Marino,"1,586",,45,,"1,285",,256,9,"46,701","1,325","17,069","502,606","33,961",Europe,21,755,2
166,Niger,"1,516",+32,70,,"1,207",+2,239,9,62,3,"44,950","1,830","24,560,845",Africa,"16,201","350,869",546
167,Vietnam,"1,343",+2,35,,"1,179",,129,,14,0.4,"1,339,465","13,710","97,702,766",Asia,"72,750","2,791,508",73
168,Liechtenstein,"1,253",,15,,"1,024",,214,12,"32,823",393,"14,040","367,790","38,174",Europe,30,"2,545",3
169,Channel Islands,"1,218",,48,,975,,195,10,"6,979",275,"199,491","1,143,025","174,529",Europe,143,"3,636",1
170,Sint Maarten,"1,062",,25,,947,,90,6,"24,653",580,"7,200","167,139","43,078",North America,41,"1,723",6
171,Gibraltar,"1,014",+5,5,,932,+12,77,3,"30,101",148,"89,968","2,670,704","33,687",Europe,33,"6,737",0
172,Sao Tome and Principe,989,,17,,930,,42,,"4,478",77,"7,498","33,953","220,835",Africa,223,"12,990",29
173,Mongolia,784,+24,,,354,+7,430,6,238,,"165,620","50,187","3,300,090",Asia,"4,209",,20
174,Turks and Caicos,748,,6,,706,,36,1,"19,212",154,"8,280","212,668","38,934",North America,52,"6,489",5
175,Diamond Princess,712,,13,,659,,40,4,,,,,,,,,
176,Saint Martin,690,,12,,598,,80,7,"17,720",308,"7,149","183,600","38,938",North America,56,"3,245",5
177,Burundi,681,,1,,575,,105,,57,0.08,"62,215","5,170","12,034,945",Africa,"17,672","12,034,945",193
178,Papua New Guinea,655,+10,7,,588,,60,,73,0.8,"30,027","3,330","9,016,806",Australia/Oceania,"13,766","1,288,115",300
179,Taiwan,651,+3,7,,565,+9,79,,27,0.3,"110,092","4,619","23,834,820",Asia,"36,613","3,404,974",216
180,Comoros,611,,7,,586,,18,,697,8,,,"877,210",Africa,"1,436","125,316",
181,Monaco,608,+1,3,,537,,68,4,"15,448",76,"51,953","1,320,011","39,358",Europe,65,"13,119",1
182,Eritrea,577,,,,498,,79,,162,,"21,655","6,071","3,566,735",Africa,"6,182",,165
183,Tanzania,509,,21,,183,,305,7,8,0.3,,,"60,427,789",Africa,"118,719","2,877,514",
184,Faeroe Islands,502,,,,498,,4,,"10,257",,"166,881","3,409,840","48,941",Europe,97,,0
185,Mauritius,501,,10,,443,,48,,394,8,"289,552","227,519","1,272,652",Africa,"2,540","127,265",4
186,Bhutan,396,+1,,,373,+1,23,,511,,"200,176","258,247","775,134",Asia,"1,957",,4
187,Isle of Man,369,,25,,338,,6,1,"4,330",293,"18,159","213,081","85,221",Europe,231,"3,409",5
188,Cambodia,315,+7,,,301,+2,14,,19,,"228,972","13,617","16,814,727",Asia,"53,380",,73
189,Barbados,275,+5,7,,250,+1,18,,956,24,"46,638","162,207","287,522",North America,"1,046","41,075",6
190,Cayman Islands,274,,2,,252,,20,1,"4,149",30,"52,620","796,766","66,042",North America,241,"33,021",1
191,Saint Lucia,257,+5,2,,109,,146,,"1,397",11,"16,034","87,152","183,977",North America,716,"91,989",11
192,Bermuda,251,+4,9,,213,+2,29,1,"4,037",145,"105,987","1,704,492","62,181",North America,248,"6,909",1
193,Seychelles,173,,,,162,,11,,"1,755",,"5,200","52,738","98,601",Africa,570,,19
194,Caribbean Netherlands,162,+1,3,,157,+2,2,,"6,154",114,"3,637","138,163","26,324",North America,162,"8,775",7
195,Brunei,150,,3,,145,,2,,342,7,"75,916","172,843","439,220",Asia,"2,928","146,407",6
196,Antigua and Barbuda,141,,4,,130,,7,2,"1,435",41,"4,679","47,616","98,266",North America,697,"24,567",21
197,St. Barth,127,,,,94,,33,,"12,841",,"4,767","482,002","9,890",North America,78,,2
