#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/ 
 1M pop 
29,Pakistan,"386,198","+3,306","7,843",+40,"334,392","+1,418","43,963","1,968","1,735",35,"5,343,702","24,003","222,622,279",Asia,576,"28,385",42
30,Saudi Arabia,"356,389",+322,"5,840",+15,"345,215",+428,"5,334",699,"10,173",167,"9,453,444","269,841","35,033,425",Asia,98,"5,999",4
31,Canada,"353,097","+5,631","11,799",+89,"280,923","+3,691","60,375",449,"9,322",312,"11,169,813","294,896","37,877,079",North America,107,"3,210",3
32,Morocco,"340,684","+4,178","5,619",+80,"289,808","+5,312","45,257","1,041","9,186",152,"3,875,930","104,505","37,088,395",Africa,109,"6,601",10
33,Israel,"333,084","+1,169","2,834",+8,"320,821",+900,"9,429",294,"36,214",308,"5,491,982","597,111","9,197,590",Asia,28,"3,245",2
34,Switzerland,"313,978","+4,509","4,509",+116,"218,900","+7,400","90,569",504,"36,171",519,"2,652,082","305,523","8,680,465",Europe,28,"1,925",3
35,Portugal,"280,394","+6,383","4,209",+82,"193,944","+4,588","82,241",516,"27,532",413,"4,351,221","427,241","10,184,454",Europe,36,"2,420",2
36,Austria,"266,038","+5,526","2,773",+106,"196,342","+7,283","66,923",705,"29,470",307,"2,993,814","331,636","9,027,413",Europe,34,"3,255",3
37,Sweden,"243,129","+5,464","6,665",+3,,,,220,"24,013",658,"2,914,088","287,811","10,125,004",Europe,42,"1,519",3
38,Nepal,"227,640","+1,614","1,412",+23,"209,435","+1,437","16,793",,"7,756",48,"1,700,000","57,925","29,348,493",Asia,129,"20,785",17
39,Jordan,"203,021","+5,000","2,509",+67,"135,650","+4,469","64,862",481,"19,818",245,"2,461,304","240,259","10,244,386",Asia,50,"4,083",4
40,Hungary,"192,047","+6,360","4,229",+115,"49,616","+5,596","138,202",640,"19,901",438,"1,566,619","162,340","9,650,243",Europe,50,"2,282",6
41,Ecuador,"188,138",+908,"13,316",+28,"164,009",,"10,813",344,"10,598",750,"634,503","35,743","17,751,587",South America,94,"1,333",28
42,UAE,"163,967","+1,305",564,+1,"151,870",+826,"11,533",,"16,497",57,"16,209,676","1,630,922","9,938,965",Asia,61,"17,622",1
43,Panama,"160,287","+1,755","3,018",+16,"140,976","+1,620","16,293",152,"36,913",695,"869,552","200,253","4,342,267",North America,27,"1,439",5
44,Serbia,"148,214","+7,606","1,366",+51,"31,536",,"115,312",243,"16,991",157,"1,703,985","195,347","8,722,850",Europe,59,"6,386",5
45,Bolivia,"144,276",+129,"8,933",+5,"120,209",+374,"15,134",71,"12,292",761,"356,466","30,370","11,737,629",South America,81,"1,314",33
46,Kuwait,"141,547",+330,872,+1,"134,750",+717,"5,925",80,"32,947",203,"1,075,651","250,375","4,296,167",Asia,30,"4,927",4
47,Dominican Republic,"140,922","+1,526","2,317",+2,"113,687",+424,"24,918",181,"12,938",213,"698,990","64,173","10,892,209",North America,77,"4,701",16
48,Qatar,"138,066",+215,237,,"135,198",+248,"2,631",35,"49,172",84,"1,097,377","390,831","2,807,805",Asia,20,"11,847",3
49,Japan,"137,261","+1,861","2,022",+21,"116,378","+1,653","18,861",410,"1,087",16,"3,374,063","26,711","126,316,847",Asia,920,"62,471",37
50,Bulgaria,"136,628","+3,568","3,529",+162,"44,875","+2,255","88,224",430,"19,725",509,"950,354","137,200","6,926,797",Europe,51,"1,963",7
51,Costa Rica,"135,742","+1,222","1,679",+5,"83,273",+662,"50,790",211,"26,548",328,"381,490","74,611","5,113,078",North America,38,"3,045",13
52,Armenia,"130,870","+1,785","2,068",+28,"103,055","+2,142","25,747",,"44,131",697,"498,951","168,251","2,965,516",Asia,23,"1,434",6
53,Belarus,"130,012","+1,563","1,128",+9,"108,769","+1,317","20,115",,"13,761",119,"3,158,352","334,286","9,448,045",Europe,73,"8,376",3
54,Kazakhstan,"128,400",+820,"1,990",,"114,821",+474,"11,589",221,"6,805",105,"4,206,738","222,956","18,867,992",Asia,147,"9,481",4
55,Oman,"122,579",,"1,391",,"113,856",,"7,332",121,"23,762",270,"571,472","110,779","5,158,672",Asia,42,"3,709",9
56,Lebanon,"122,200","+1,859",974,+24,"72,152",+916,"49,074",317,"17,937",143,"1,514,824","222,349","6,812,829",Asia,56,"6,995",4
57,Guatemala,"120,685",+696,"4,133",+26,"109,306",+452,"7,246",5,"6,686",229,"523,625","29,011","18,049,364",North America,150,"4,367",34
58,Georgia,"118,690","+3,801","1,124",+39,"98,781","+3,200","18,785",,"29,777",282,"1,133,765","284,436","3,986,014",Asia,34,"3,546",4
59,Croatia,"115,626","+4,009","1,552",+51,"92,349","+2,924","21,725",252,"28,237",379,"713,729","174,301","4,094,802",Europe,35,"2,638",6
60,Egypt,"114,475",+368,"6,596",+11,"102,268",+67,"5,611",46,"1,110",64,"1,000,000","9,698","103,113,337",Africa,901,"15,633",103
61,Ethiopia,"107,669",+560,"1,672",+8,"67,001",+427,"38,996",327,927,14,"1,615,769","13,916","116,105,587",Africa,"1,078","69,441",72
62,Honduras,"106,116",+544,"2,888",+11,"47,006",+185,"56,222",107,"10,645",290,"261,638","26,247","9,968,377",North America,94,"3,452",38
63,Azerbaijan,"106,101","+3,705","1,256",+32,"68,572","+1,609","36,273",,"10,426",123,"1,665,832","163,695","10,176,430",Asia,96,"8,102",6
64,Moldova,"102,894","+1,691","2,229",+20,"90,485","+6,696","10,180",253,"25,531",553,"450,022","111,665","4,030,101",Europe,39,"1,808",9
65,Slovakia,"101,257","+1,953",749,+17,"56,378","+2,831","44,130",219,"18,543",137,"1,045,215","191,406","5,460,729",Europe,54,"7,291",5
66,Venezuela,"101,215",+398,884,+4,"96,072",+403,"4,259",117,"3,564",31,"2,289,071","80,593","28,402,732",South America,281,"32,130",12
67,Greece,"99,306","+2,018","2,001",+99,"9,989",,"87,316",608,"9,547",192,"2,311,870","222,252","10,402,032",Europe,105,"5,198",4
68,Tunisia,"92,475","+1,168","3,034",+51,"67,453",+994,"21,988",290,"7,791",256,"446,820","37,646","11,868,957",Africa,128,"3,912",27
69,Bahrain,"86,347",+162,341,+1,"84,510",+175,"1,496",12,"50,055",198,"2,015,598","1,168,440","1,725,034",Asia,20,"5,059",1
70,Myanmar,"85,205","+1,639","1,846",+36,"64,645","+1,279","18,714",,"1,562",34,"1,096,500","20,098","54,558,819",Asia,640,"29,555",50
71,Bosnia and Herzegovina,"84,252",+924,"2,480",+51,"48,780",+570,"32,992",,"25,746",758,"408,424","124,809","3,272,383",Europe,39,"1,320",8
72,Libya,"80,407",+610,"1,140",+15,"51,585",+671,"27,682",,"11,638",165,"416,602","60,297","6,909,206",Africa,86,"6,061",17
73,Kenya,"80,102",+780,"1,427",+10,"53,526",+552,"25,149",57,"1,477",26,"861,561","15,882","54,247,692",Africa,677,"38,015",63
74,Paraguay,"79,517",+639,"1,704",+13,"56,510",+485,"21,303",125,"11,093",238,"435,667","60,778","7,168,136",South America,90,"4,207",16
75,Algeria,"79,110","+1,085","2,352",+23,"51,334",+622,"25,424",37,"1,791",53,,,"44,170,872",Africa,558,"18,780",
76,Palestine,"78,493","+1,766",680,+15,"61,241",+742,"16,572",57,"15,244",132,"654,061","127,026","5,149,050",Asia,66,"7,572",8
77,Denmark,"75,395","+1,191",811,+9,"59,250","+1,102","15,334",42,"12,998",140,"7,127,052","1,228,683","5,800,560",Europe,77,"7,152",1
78,Uzbekistan,"72,342",+164,607,+2,"69,601",+146,"2,134",201,"2,149",18,"1,377,915","40,929","33,665,846",Asia,465,"55,463",24
79,Ireland,"71,494",+307,"2,036",+3,"23,364",,"46,094",36,"14,413",410,"1,919,657","387,010","4,960,222",Europe,69,"2,436",3
80,Kyrgyzstan,"71,171",+427,"1,251",+6,"62,544",+496,"7,376",133,"10,836",190,"490,518","74,686","6,567,742",Asia,92,"5,250",13
81,Slovenia,"71,073","+1,767","1,245",+46,"49,654","+1,884","20,174",215,"34,185",599,"500,071","240,528","2,079,055",Europe,29,"1,670",4
82,Nigeria,"66,974",+169,"1,169",,"62,585",+92,"3,220",10,322,6,"749,136","3,598","208,188,496",Africa,"3,108","178,091",278
83,Malaysia,"60,752",+935,348,+3,"49,056","+2,555","11,348",110,"1,867",11,"2,596,004","79,793","32,534,400",Asia,536,"93,490",13
84,North Macedonia,"58,608","+1,157","1,630",+30,"36,064","+1,094","20,914",138,"28,132",782,"322,875","154,980","2,083,339",Europe,36,"1,278",6
85,Singapore,"58,195",+5,28,,"58,104",+13,63,1,"9,915",5,"4,448,110","757,884","5,869,119",Asia,101,"209,611",1
86,Lithuania,"53,756","+2,103",449,+17,"12,655",+373,"40,652",117,"19,862",166,"1,303,893","481,767","2,706,483",Europe,50,"6,028",2
87,Ghana,"51,225",,323,,"50,127",,775,17,"1,635",10,"583,545","18,623","31,334,143",Africa,612,"97,010",54
88,Afghanistan,"45,716",+226,"1,737",+12,"36,232",+87,"7,747",93,"1,164",44,"144,617","3,682","39,280,785",Asia,859,"22,614",272
89,El Salvador,"38,228",+170,"1,098",+6,"35,078",+483,"2,052",38,"5,882",169,"540,258","83,122","6,499,597",North America,170,"5,919",12
90,Albania,"35,600",+656,753,+10,"17,352",+321,"17,495",21,"12,376",262,"177,617","61,748","2,876,504",Europe,81,"3,820",16
91,Norway,"34,748",+480,316,,"20,956",,"13,476",33,"6,389",58,"2,224,045","408,941","5,438,541",Europe,157,"17,211",2
92,Montenegro,"33,316",+508,469,+10,"21,721",+492,"11,126",61,"53,043",747,"127,227","202,559","628,099",Europe,19,"1,339",5
93,Luxembourg,"32,873",+773,294,+6,"23,404",+774,"9,175",44,"52,171",467,"1,338,559","2,124,363","630,099",Europe,19,"2,143",0
94,S. Korea,"32,318",+583,515,+2,"26,950",+125,"4,853",78,630,10,"2,988,046","58,261","51,287,310",Asia,"1,587","99,587",17
95,Australia,"27,867",+11,907,,"25,565",+22,"1,395",,"1,088",35,"9,878,139","385,561","25,620,180",Australia/Oceania,919,"28,247",3
96,Cameroon,"24,022",+107,437,,"22,177",,"1,408",52,896,16,"149,000","5,557","26,810,824",Africa,"1,116","61,352",180
97,Finland,"23,148",+496,388,,"16,800",,"5,960",21,"4,175",70,"1,872,653","337,765","5,544,254",Europe,240,"14,289",3
98,Sri Lanka,"22,028",+559,99,+3,"15,816",+369,"6,113",,"1,027",5,"777,610","36,252","21,450,017",Asia,974,"216,667",28
99,Ivory Coast,"21,199",+31,131,,"20,852",+9,216,,796,5,"213,689","8,021","26,640,230",Africa,"1,257","203,361",125
100,Uganda,"19,115",+225,191,,"8,840",+8,"10,084",,413,4,"618,783","13,360","46,315,998",Africa,"2,423","242,492",75
101,Zambia,"17,553",+18,357,,"16,779",+24,417,,944,19,"382,915","20,598","18,589,702",Africa,"1,059","52,072",49
102,Madagascar,"17,341",,251,,"16,657",,433,16,620,9,"93,734","3,350","27,976,212",Africa,"1,613","111,459",298
103,Sudan,"16,864",+215,"1,215",+5,"9,964",+56,"5,685",,381,27,,,"44,260,468",Africa,"2,625","36,428",
104,Senegal,"15,960",+33,331,,"15,558",+18,71,3,943,20,"227,139","13,424","16,920,574",Africa,"1,060","51,120",74
105,Mozambique,"15,467",+165,128,,"13,520",+61,"1,819",,489,4,"227,185","7,188","31,605,366",Africa,"2,043","246,917",139
106,Latvia,"15,171",+898,188,+4,"1,719",+33,"13,264",31,"8,080",100,"603,529","321,447","1,877,541",Europe,124,"9,987",3
107,Angola,"14,920",+99,341,+1,"7,617",+100,"6,962",16,448,10,"171,247","5,147","33,273,431",Africa,"2,230","97,576",194
108,Namibia,"14,155",+149,147,+2,"13,355",+16,653,4,"5,530",57,"151,721","59,278","2,559,490",Africa,181,"17,411",17
109,French Polynesia,"13,883",+100,72,+2,"4,842",,"8,969",22,"49,305",256,"26,355","93,600","281,572",Australia/Oceania,20,"3,911",11
110,Guinea,"12,949",+20,76,,"11,922",+20,951,24,975,6,"68,809","5,183","13,275,285",Africa,"1,025","174,675",193
111,Maldives,"12,889",+35,46,,"11,717",+36,"1,126",12,"23,676",84,"150,743","276,902","544,391",Asia,42,"11,835",4
112,DRC,"12,470",+105,333,+2,"11,495",+62,642,,138,4,,,"90,646,632",Africa,"7,269","272,212",
113,Tajikistan,"12,044",+36,86,,"11,437",+42,521,,"1,251",9,,,"9,623,768",Asia,799,"111,904",
114,French Guiana,"11,138",+22,70,,"9,995",,"1,073",1,"36,907",232,"81,880","271,321","301,783",South America,27,"4,311",4
115,Estonia,"10,953",+413,99,+2,"6,497",+445,"4,357",17,"8,255",75,"458,690","345,685","1,326,902",Europe,121,"13,403",3
116,Cabo Verde,"10,570",+44,105,+1,"9,956",+56,509,23,"18,928",188,"102,839","184,153","558,444",Africa,53,"5,319",5
117,Jamaica,"10,541",+53,248,+1,"5,721",+98,"4,572",12,"3,553",84,"111,958","37,741","2,966,459",North America,281,"11,962",26
118,Botswana,"10,258",+266,31,,"7,717",+25,"2,510",1,"4,327",13,"406,978","171,665","2,370,762",Africa,231,"76,476",6
119,Cyprus,"9,673",+220,48,+1,"2,055",,"7,570",15,"7,988",40,"600,572","495,952","1,210,948",Asia,125,"25,228",2
120,Zimbabwe,"9,623",+115,274,,"8,397",+61,952,,644,18,"175,430","11,734","14,950,631",Africa,"1,554","54,564",85
121,Malta,"9,405",+152,125,+3,"7,165",+103,"2,115",18,"21,277",283,"415,971","941,058","442,025",Europe,47,"3,536",1
122,Haiti,"9,256",+8,232,,"7,925",+9,"1,099",,808,20,"34,734","3,031","11,459,012",North America,"1,238","49,392",330
123,Gabon,"9,173",,59,,"9,016",,98,7,"4,083",26,"291,403","129,696","2,246,822",Africa,245,"38,082",8
124,Guadeloupe,"8,344",,149,,"2,242",,"5,953",9,"20,852",372,"74,138","185,275","400,152",North America,48,"2,686",5
125,Mauritania,"8,288",+42,171,,"7,652",+6,465,4,"1,764",36,"98,641","20,994","4,698,590",Africa,567,"27,477",48
126,Cuba,"8,075",+49,133,,"7,497",+27,445,2,713,12,"1,072,107","94,678","11,323,772",North America,"1,402","85,141",11
127,Réunion,"7,836",,39,,"6,660",,"1,137",17,"8,727",43,"48,859","54,413","897,921",Africa,115,"23,024",18
128,Syria,"7,542",+83,399,+8,"3,330",+59,"3,813",,427,23,,,"17,671,237",Asia,"2,343","44,289",
129,Bahamas,"7,482",+13,163,,"5,789",+56,"1,530",1,"18,953",413,"42,464","107,565","394,775",North America,53,"2,422",9
130,Trinidad and Tobago,"6,570",+67,116,,"5,680",+25,774,3,"4,688",83,"36,374","25,956","1,401,346",North America,213,"12,081",39
131,Andorra,"6,534",+106,76,,"5,649",+107,809,20,"84,510",983,"168,635","2,181,114","77,316",Europe,12,"1,017",0
132,Eswatini,"6,329",+57,120,,"5,929",+28,280,11,"5,432",103,"62,213","53,399","1,165,054",Africa,184,"9,709",19
133,Malawi,"6,020",+2,185,,"5,450",,385,4,311,10,"72,845","3,769","19,327,961",Africa,"3,211","104,475",265
134,Hong Kong,"5,948",+81,108,,"5,300",+5,540,7,791,14,"3,994,873","531,106","7,521,796",Asia,"1,265","69,646",2
135,Rwanda,"5,851",+72,47,,"5,345",+28,459,,447,4,"617,258","47,187","13,080,974",Africa,"2,236","278,319",21
136,Nicaragua,"5,784",,160,,"4,225",,"1,399",,869,24,,,"6,656,590",North America,"1,151","41,604",
137,Djibouti,"5,676",+6,61,,"5,576",+1,39,,"5,711",61,"91,250","91,817","993,824",Africa,175,"16,292",11
138,Congo,"5,632",,93,,"4,988",,551,,"1,011",17,,,"5,572,565",Africa,989,"59,920",
139,Belize,"5,423",+88,129,+4,"2,986",+87,"2,308",7,"13,539",322,"29,410","73,425","400,543",North America,74,"3,105",14
140,Martinique,"5,413",,40,,98,,"5,275",16,"14,429",107,"63,774","169,998","375,145",North America,69,"9,379",6
141,Iceland,"5,323",+11,26,,"5,131",+21,166,2,"15,558",76,"385,690","1,127,261","342,148",Europe,64,"13,160",1
142,Suriname,"5,307",+2,117,,"5,185",+1,5,3,"9,014",199,"21,426","36,391","588,775",South America,111,"5,032",27
143,Guyana,"5,276",+40,149,+2,"4,252",+10,875,7,"6,695",189,"28,878","36,642","788,105",South America,149,"5,289",27
144,Mayotte,"5,181",,49,,"2,964",,"2,168",4,"18,809",178,"25,231","91,597","275,457",Africa,53,"5,622",11
145,Equatorial Guinea,"5,146",+9,85,,"5,005",,56,,"3,621",60,"70,108","49,326","1,421,306",Africa,276,"16,721",20
146,Uruguay,"5,117",+129,74,+1,"4,021",+98,"1,022",11,"1,471",21,"416,093","119,613","3,478,663",South America,680,"47,009",8
147,CAR,"4,913",+2,63,,"1,924",,"2,926",2,"1,010",13,"32,711","6,726","4,863,708",Africa,990,"77,202",149
148,Aruba,"4,791",+13,45,,"4,640",+8,106,4,"44,796",421,"48,137","450,080","106,952",North America,22,"2,377",2
149,Mali,"4,505",+44,148,,"3,076",+16,"1,281",,220,7,"94,981","4,637","20,483,720",Africa,"4,547","138,404",216
150,Somalia,"4,451",+6,113,,"3,417",+5,921,,277,7,,,"16,070,437",Africa,"3,611","142,216",
151,Thailand,"3,942",+16,60,,"3,788",+8,94,1,56,0.9,"977,854","13,995","69,871,818",Asia,"17,725","1,164,530",71
152,Gambia,"3,728",+1,123,,"3,588",+1,17,2,"1,525",50,"24,524","10,035","2,443,797",Africa,656,"19,868",100
153,South Sudan,"3,092",+19,61,,"2,949",+11,82,,275,5,"56,848","5,054","11,247,078",Africa,"3,637","184,378",198
154,Benin,"2,974",,43,,"2,579",,352,,243,4,"294,009","24,000","12,250,346",Africa,"4,119","284,892",42
155,Togo,"2,904",+15,64,,"2,345",+25,495,,348,8,"145,444","17,405","8,356,648",Africa,"2,878","130,573",57
156,Burkina Faso,"2,777",,68,,"2,567",,142,,131,3,,,"21,132,476",Africa,"7,610","310,772",
157,Guinea-Bissau,"2,422",,43,,"2,309",,70,5,"1,219",22,"29,037","14,616","1,986,677",Africa,820,"46,202",68
158,Sierra Leone,"2,409",+1,74,,"1,831",+2,504,,300,9,,,"8,042,347",Africa,"3,338","108,680",
159,Yemen,"2,137",+13,612,+1,"1,484",+10,41,4,71,20,"16,855",560,"30,090,177",Asia,"14,081","49,167","1,785"
160,Lesotho,"2,109",+17,44,,"1,278",+1,787,,981,20,"25,687","11,952","2,149,179",Africa,"1,019","48,845",84
161,Curaçao,"2,046",+117,3,,"1,078",+21,965,9,"12,448",18,"20,203","122,913","164,368",North America,80,"54,789",8
162,New Zealand,"2,040",+1,25,,"1,955",,60,,408,5,"1,252,601","250,415","5,002,100",Australia/Oceania,"2,452","200,084",4
163,Chad,"1,661",+6,101,,"1,496",+2,64,,100,6,,,"16,614,077",Africa,"10,002","164,496",
164,Liberia,"1,591",+13,83,,"1,340",,168,2,312,16,"34,105","6,680","5,105,418",Africa,"3,209","61,511",150
165,San Marino,"1,514",+22,44,,"1,231",+10,239,10,"44,582","1,296","16,307","480,183","33,960",Europe,22,772,2
166,Niger,"1,443",+24,70,,"1,182",+12,191,9,59,3,"44,950","1,831","24,553,619",Africa,"17,016","350,766",546
167,Vietnam,"1,331",+10,35,,"1,166",+13,130,,14,0.4,"1,339,465","13,711","97,695,595",Asia,"73,400","2,791,303",73
168,Liechtenstein,"1,208",+25,14,,"1,010",+25,184,12,"31,645",367,"14,040","367,799","38,173",Europe,32,"2,727",3
169,Channel Islands,"1,182",+35,48,,960,,174,10,"6,773",275,"199,491","1,143,110","174,516",Europe,148,"3,636",1
170,Sint Maarten,"1,041",+5,25,,928,+9,88,6,"24,168",580,"7,200","167,154","43,074",North America,41,"1,723",6
171,Gibraltar,991,,5,,903,+8,83,3,"29,418",148,"87,583","2,599,905","33,687",Europe,34,"6,737",0
172,Sao Tome and Principe,985,+3,17,,928,+2,40,,"4,461",77,"7,498","33,958","220,802",Africa,224,"12,988",29
173,Turks and Caicos,746,,6,,700,,40,1,"19,163",154,"6,244","160,390","38,930",North America,52,"6,488",6
174,Diamond Princess,712,,13,,659,,40,4,,,,,,,,,
175,Mongolia,712,+13,,,345,+3,367,3,216,,"126,147","38,230","3,299,657",Asia,"4,634",,26
176,Saint Martin,690,,12,,598,,80,7,"17,723",308,"7,149","183,623","38,933",North America,56,"3,244",5
177,Burundi,677,+4,1,,575,,101,,56,0.08,"62,215","5,171","12,032,029",Africa,"17,773","12,032,029",193
178,Papua New Guinea,645,,7,,588,,50,,72,0.8,"30,027","3,331","9,015,415",Australia/Oceania,"13,977","1,287,916",300
179,Taiwan,625,+2,7,,555,+2,63,,26,0.3,"108,549","4,554","23,834,468",Asia,"38,135","3,404,924",220
180,Comoros,610,+3,7,,585,+6,18,,696,8,,,"877,057",Africa,"1,438","125,294",
181,Monaco,600,+6,3,,530,,67,5,"15,245",76,"51,953","1,320,078","39,356",Europe,66,"13,119",1
182,Eritrea,566,+8,,,477,+4,89,,159,,"21,655","6,072","3,566,333",Africa,"6,301",,165
183,Tanzania,509,,21,,183,,305,7,8,0.3,,,"60,413,788",Africa,"118,691","2,876,847",
184,Faeroe Islands,500,,,,498,,2,,"10,217",,"165,822","3,388,341","48,939",Europe,98,,0
185,Mauritius,498,+1,10,,440,,48,,391,8,"289,552","227,522","1,272,634",Africa,"2,555","127,263",4
186,Bhutan,386,,,,367,+4,19,,498,,"198,422","256,007","775,065",Asia,"2,008",,4
187,Isle of Man,369,,25,,338,,6,1,"4,330",293,"18,159","213,091","85,217",Europe,231,"3,409",5
188,Cambodia,307,,,,298,,9,,18,,"224,708","13,365","16,812,830",Asia,"54,765",,75
189,Cayman Islands,269,,2,,249,,18,1,"4,074",30,"51,993","787,343","66,036",North America,245,"33,018",1
190,Barbados,266,+3,7,,246,+3,13,,925,24,"46,028","160,087","287,519",North America,"1,081","41,074",6
191,Bermuda,241,+2,9,,206,+1,26,,"3,876",145,"103,460","1,663,799","62,183",North America,258,"6,909",1
192,Saint Lucia,238,+3,2,,109,,127,,"1,294",11,"15,448","83,970","183,971",North America,773,"91,986",12
193,Seychelles,166,,,,159,,7,,"1,684",,"5,200","52,740","98,596",Africa,594,,19
194,Caribbean Netherlands,161,,3,,155,,3,,"6,117",114,"3,539","134,450","26,322",North America,163,"8,774",7
195,Brunei,150,,3,,145,,2,,342,7,"75,916","172,856","439,186",Asia,"2,928","146,395",6
