#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,"Tests/ 
 1M pop 
9,Italy,"1,564,530","+26,321","54,363",+686,"720,861","+24,214","789,306","3,762","25,892",900,"21,637,641","358,092","60,424,743",Europe,39,"1,112",3
10,Argentina,"1,413,375","+6,098","38,322",+106,"1,242,877","+7,620","132,176","4,021","31,154",845,"3,855,893","84,993","45,367,067",South America,32,"1,184",12
11,Colombia,"1,299,613","+9,103","36,401",+187,"1,197,204","+7,705","66,008","2,376","25,429",712,"6,352,377","124,297","51,106,570",South America,39,"1,404",8
12,Mexico,"1,090,675","+12,081","104,873",+631,"803,581",,"182,221","3,335","8,423",810,"2,825,030","21,816","129,491,526",North America,119,"1,235",46
13,Germany,"1,041,970","+14,645","16,377",+205,"711,000","+14,900","314,593","3,854","12,420",195,"27,859,242","332,072","83,895,217",Europe,81,"5,123",3
14,Poland,"973,592","+15,177","16,746",+599,"538,273","+21,637","418,573","2,100","25,736",443,"6,187,205","163,556","37,829,327",Europe,39,"2,259",6
15,Peru,"960,368","+2,044","35,879",+40,"891,004","+2,189","33,485",967,"28,961","1,082","5,039,956","151,986","33,160,673",South America,35,924,7
16,Iran,"935,799","+13,402","47,485",+390,"648,831","+8,766","239,483","5,865","11,083",562,"6,038,556","71,517","84,435,408",Asia,90,"1,778",14
17,South Africa,"785,139","+3,198","21,439",+61,"723,347",+471,"40,353",546,"13,170",360,"5,383,078","90,295","59,616,502",Africa,76,"2,781",11
18,Ukraine,"709,701","+16,294","12,093",+184,"335,135","+8,897","362,473",177,"16,269",277,"4,463,249","102,312","43,623,737",Europe,61,"3,607",10
19,Turkey,"578,347","+30,103","13,373",+182,"396,227","+3,611","168,747","4,903","6,827",158,"18,247,424","215,402","84,713,324",Asia,146,"6,335",5
20,Belgium,"570,829","+3,297","16,339",+120,"37,238",+326,"517,252",998,"49,165","1,407","5,833,380","502,421","11,610,551",Europe,20,711,2
21,Chile,"548,941","+1,718","15,322",+44,"523,792","+1,533","9,827",703,"28,615",799,"5,253,183","273,831","19,184,014",South America,35,"1,252",4
22,Iraq,"548,821","+1,606","12,200",+33,"478,537","+2,240","58,084",329,"13,521",301,"3,431,953","84,551","40,590,313",Asia,74,"3,327",12
23,Indonesia,"527,999","+5,418","16,646",+125,"441,983","+4,527","69,370",,"1,922",61,"5,612,789","20,431","274,716,607",Asia,520,"16,503",49
24,Czechia,"518,649","+2,665","8,054",+87,"442,327","+9,740","68,268",839,"48,394",751,"3,044,925","284,115","10,717,243",Europe,21,"1,331",4
25,Netherlands,"513,325","+4,459","9,326",+59,,,,526,"29,930",544,"3,893,908","227,042","17,150,634",Europe,33,"1,839",4
26,Romania,"465,982","+8,134","11,045",+161,"335,764","+9,107","119,173","1,249","24,290",576,"4,081,557","212,759","19,183,921",Europe,41,"1,737",5
27,Bangladesh,"460,619","+1,908","6,580",+36,"375,885","+2,209","78,154",,"2,785",40,"2,743,592","16,591","165,366,545",Asia,359,"25,132",60
28,Philippines,"427,788","+1,884","8,333",+79,"388,045",+457,"31,410","1,449","3,883",76,"5,700,288","51,736","110,181,037",Asia,258,"13,222",19
29,Pakistan,"392,356","+3,045","7,942",+45,"337,553","+1,672","46,861","2,172","1,762",36,"5,435,139","24,412","222,645,755",Asia,567,"28,034",41
30,Canada,"364,810","+5,746","11,976",+82,"290,700","+4,196","62,134",450,"9,631",316,"11,344,925","299,505","37,878,885",North America,104,"3,163",3
31,Saudi Arabia,"356,911",+220,"5,870",+13,"346,023",+401,"5,018",675,"10,187",168,"9,542,102","272,348","35,036,390",Asia,98,"5,969",4
32,Morocco,"349,688","+4,412","5,739",+50,"298,574","+4,538","45,375","1,032","9,428",155,"3,920,170","105,691","37,090,786",Africa,106,"6,463",9
33,Israel,"334,789",+987,"2,854",+15,"322,012",+666,"9,923",272,"36,400",310,"5,605,071","609,406","9,197,590",Asia,27,"3,223",2
34,Switzerland,"318,290",,"4,621",+50,"222,100",,"91,569",502,"36,666",532,"2,679,348","308,652","8,680,810",Europe,27,"1,879",3
35,Portugal,"290,706","+4,868","4,363",+87,"206,275","+6,829","80,068",529,"28,545",428,"4,351,221","427,248","10,184,292",Europe,35,"2,334",2
36,Austria,"275,661","+4,669","3,018",+132,"210,697","+7,446","61,946",688,"30,535",334,"3,061,067","339,075","9,027,693",Europe,33,"2,991",3
37,Sweden,"243,129",,"6,681",,,,,221,"24,012",660,"3,174,798","313,550","10,125,348",Europe,42,"1,516",3
38,Nepal,"230,723","+1,380","1,454",+19,"211,186",+515,"18,083",,"7,861",50,"1,719,828","58,594","29,351,360",Asia,127,"20,187",17
39,Jordan,"210,709","+3,108","2,626",+56,"142,710","+2,310","65,373",464,"20,567",256,"2,505,316","244,542","10,244,939",Asia,49,"3,901",4
40,Hungary,"204,708","+6,268","4,516",+152,"54,021","+1,895","146,171",644,"21,213",468,"1,622,765","168,160","9,650,110",Europe,47,"2,137",6
41,Ecuador,"190,909","+1,375","13,371",+13,"164,009",,"13,529",356,"10,754",753,"645,593","36,365","17,753,051",South America,93,"1,328",27
42,UAE,"166,502","+1,252",569,+2,"153,449",+741,"12,484",,"16,751",57,"16,503,024","1,660,328","9,939,618",Asia,60,"17,469",1
43,Panama,"163,453","+1,709","3,039",+9,"142,872",+826,"17,542",145,"37,639",700,"891,526","205,296","4,342,639",North America,27,"1,429",5
44,Serbia,"163,035","+7,041","1,484",+61,"31,536",,"130,015",254,"18,691",170,"1,744,981","200,052","8,722,658",Europe,54,"5,878",5
45,Bolivia,"144,494",+104,"8,943",+4,"121,050",+330,"14,501",71,"12,309",762,"358,835","30,569","11,738,499",South America,81,"1,313",33
46,Dominican Republic,"142,653",+876,"2,328",+4,"114,317",+500,"26,008",191,"13,096",214,"711,049","65,277","10,892,803",North America,76,"4,679",15
47,Kuwait,"142,195",+319,875,+1,"135,889",+586,"5,431",77,"33,095",204,"1,086,669","252,919","4,296,513",Asia,30,"4,910",4
48,Japan,"142,068","+2,577","2,074",+23,"120,259","+2,124","19,735",440,"1,125",16,"3,463,672","27,421","126,314,740",Asia,889,"60,904",36
49,Bulgaria,"141,747","+1,792","3,749",+69,"47,779","+1,039","90,219",431,"20,464",541,"964,461","139,242","6,926,513",Europe,49,"1,848",7
50,Qatar,"138,477",+227,237,,"135,651",+281,"2,589",34,"49,319",84,"1,104,866","393,498","2,807,805",Asia,20,"11,847",3
51,Costa Rica,"137,093",,"1,690",,"84,991",,"50,412",220,"26,811",331,"381,490","74,607","5,113,332",North America,37,"3,026",13
52,Armenia,"133,594","+1,248","2,121",+31,"106,479","+1,330","24,994",,"45,049",715,"505,965","170,614","2,965,546",Asia,22,"1,398",6
53,Belarus,"133,324","+1,691","1,143",+7,"111,455","+1,303","20,726",,"14,111",121,"3,220,795","340,896","9,448,028",Europe,71,"8,266",3
54,Kazakhstan,"130,039",+826,"1,990",,"116,044",+660,"12,005",221,"6,892",105,"4,206,738","222,942","18,869,219",Asia,145,"9,482",4
55,Georgia,"127,942","+4,472","1,195",+34,"106,328","+4,058","20,419",,"32,098",300,"1,133,765","284,439","3,985,972",Asia,31,"3,336",4
56,Lebanon,"125,678","+1,696",991,+11,"74,950",+942,"49,737",338,"18,448",145,"1,537,867","225,737","6,812,662",Asia,54,"6,875",4
57,Croatia,"123,693","+3,987","1,655",+55,"98,465","+2,767","23,573",262,"30,208",404,"736,102","179,771","4,094,664",Europe,33,"2,474",6
58,Oman,"122,579",,"1,391",,"113,856",,"7,332",121,"23,758",270,"571,472","110,764","5,159,384",Asia,42,"3,709",9
59,Guatemala,"121,798",+666,"4,161",+20,"110,209",+590,"7,428",5,"6,747",231,"531,664","29,453","18,051,177",North America,148,"4,338",34
60,Egypt,"115,183",+351,"6,621",+13,"102,490",+100,"6,072",46,"1,117",64,"1,000,000","9,697","103,123,900",Africa,895,"15,575",103
61,Azerbaijan,"114,025","+4,212","1,323",+32,"71,691","+1,760","41,011",,"11,204",130,"1,700,654","167,109","10,176,929",Asia,89,"7,692",6
62,Ethiopia,"108,930",+492,"1,695",+9,"68,250",+744,"38,985",309,938,15,"1,626,446","14,006","116,121,194",Africa,"1,066","68,508",71
63,Honduras,"107,134",+453,"2,899",+7,"47,576",+222,"56,659",107,"10,746",291,"264,898","26,572","9,969,238",North America,93,"3,439",38
64,Moldova,"105,852","+1,712","2,269",+19,"93,028","+1,231","10,555",253,"26,266",563,"457,130","113,430","4,030,049",Europe,38,"1,776",9
65,Slovakia,"104,633","+1,527",798,+27,"62,094","+2,809","41,741",223,"19,161",146,"1,066,035","195,218","5,460,743",Europe,52,"6,843",5
66,Greece,"103,034","+1,747","2,223",+121,"9,989",,"90,822",606,"9,905",214,"2,354,043","226,312","10,401,755",Europe,101,"4,679",4
67,Venezuela,"101,760",+236,892,+4,"96,652",+250,"4,216",117,"3,583",31,"2,297,557","80,893","28,402,294",South America,279,"31,841",12
68,Tunisia,"94,980","+1,210","3,153",+47,"69,226",+762,"22,601",299,"8,002",266,"455,104","38,342","11,869,633",Africa,125,"3,765",26
69,Myanmar,"87,977","+1,344","1,887",+22,"67,588","+1,616","18,502",,"1,612",35,"1,132,621","20,759","54,560,809",Asia,620,"28,914",48
70,Bosnia and Herzegovina,"87,000","+1,569","2,586",+44,"51,068","+1,067","33,346",,"26,587",790,"414,856","126,779","3,272,272",Europe,38,"1,265",8
71,Bahrain,"86,645",+130,341,,"84,785",+132,"1,519",14,"50,219",198,"2,033,895","1,178,824","1,725,359",Asia,20,"5,060",1
72,Kenya,"82,605",+949,"1,445",+4,"54,399",+274,"26,761",78,"1,523",27,"879,261","16,206","54,254,179",Africa,657,"37,546",62
73,Palestine,"81,890","+1,461",704,+15,"62,944",+984,"18,242",63,"15,902",137,"667,160","129,553","5,149,700",Asia,63,"7,315",8
74,Libya,"81,273",,"1,153",,"52,299",,"27,821",,"11,762",167,"421,463","60,996","6,909,717",Africa,85,"5,993",16
75,Algeria,"81,212","+1,044","2,393",+21,"52,568",+622,"26,251",37,"1,838",54,,,"44,175,205",Africa,544,"18,460",
76,Paraguay,"81,131",+695,"1,731",+11,"57,496",+505,"21,904",131,"11,318",241,"442,832","61,774","7,168,615",South America,88,"4,141",16
77,Denmark,"78,354","+1,636",823,+7,"61,461","+1,149","16,070",42,"13,508",142,"7,311,658","1,260,485","5,800,672",Europe,74,"7,048",1
78,Slovenia,"74,264","+1,590","1,336",+43,"52,814","+1,693","20,114",189,"35,720",643,"513,596","247,033","2,079,057",Europe,28,"1,556",4
79,Uzbekistan,"72,718",+205,608,+1,"69,980",+200,"2,130",199,"2,160",18,"1,377,915","40,926","33,668,498",Asia,463,"55,376",24
80,Kyrgyzstan,"71,971",+423,"1,262",+6,"63,407",+461,"7,302",133,"10,957",192,"501,610","76,368","6,568,330",Asia,91,"5,205",13
81,Ireland,"71,942",+243,"2,050",+7,"23,364",,"46,528",31,"14,503",413,"1,934,809","390,041","4,960,523",Europe,69,"2,420",3
82,Nigeria,"67,330",+110,"1,171",,"62,819",+133,"3,340",10,323,6,"756,237","3,632","208,216,500",Africa,"3,092","177,811",275
83,Malaysia,"63,176","+1,315",354,+4,"51,314","+1,110","11,508",118,"1,942",11,"2,634,998","80,985","32,536,666",Asia,515,"91,911",12
84,North Macedonia,"60,723","+1,022","1,699",+41,"37,505",+680,"21,519",138,"29,147",816,"329,086","157,961","2,083,338",Europe,34,"1,226",6
85,Lithuania,"58,217","+2,126",482,+11,"14,056",+542,"43,679",132,"21,512",178,"1,242,159","458,992","2,706,277",Europe,46,"5,615",2
86,Singapore,"58,205",+6,29,+1,"58,119",+8,57,1,"9,917",5,"4,448,110","757,851","5,869,370",Asia,101,"202,392",1
87,Ghana,"51,379",+105,323,,"50,298",+171,758,16,"1,640",10,"588,753","18,787","31,337,694",Africa,610,"97,021",53
88,Afghanistan,"45,966",+127,"1,752",+12,"36,709",+414,"7,505",93,"1,170",45,"146,413","3,727","39,285,587",Asia,855,"22,423",268
89,El Salvador,"38,405",,"1,107",+5,"35,078",,"2,220",38,"5,909",170,"542,757","83,504","6,499,775",North America,169,"5,872",12
90,Albania,"36,790",+545,787,+16,"18,152",+397,"17,851",27,"12,790",274,"181,844","63,217","2,876,487",Europe,78,"3,655",16
91,Norway,"35,546",+353,328,,"20,956",,"14,262",31,"6,536",60,"2,224,045","408,924","5,438,772",Europe,153,"16,582",2
92,Montenegro,"34,454",+618,481,+7,"22,796",+430,"11,177",61,"54,854",766,"131,011","208,583","628,099",Europe,18,"1,306",5
93,Luxembourg,"33,974",+565,306,+6,"24,073",,"9,595",41,"53,914",486,"1,361,939","2,161,276","630,155",Europe,19,"2,059",0
94,S. Korea,"33,375",+488,522,+6,"27,349",+246,"5,504",78,651,10,"3,032,004","59,118","51,287,551",Asia,"1,537","98,252",17
95,Australia,"27,885",+11,907,,"25,585",+15,"1,393",,"1,088",35,"9,952,658","388,445","25,621,796",Australia/Oceania,919,"28,249",3
96,Finland,"24,307",+541,393,,"16,800",,"7,114",19,"4,384",71,"1,930,392","348,176","5,544,300",Europe,228,"14,108",3
97,Cameroon,"24,117",,437,,"22,177",,"1,503",52,899,16,"149,000","5,557","26,814,446",Africa,"1,112","61,360",180
98,Sri Lanka,"22,988",+487,109,+2,"16,656",+430,"6,223",,"1,072",5,"802,832","37,427","21,450,507",Asia,933,"196,794",27
99,Ivory Coast,"21,261",+29,131,,"20,912",+39,218,,798,5,"215,944","8,105","26,643,810",Africa,"1,253","203,388",123
100,Uganda,"19,944",+356,201,+4,"8,944",+104,"10,799",,431,4,"623,154","13,452","46,323,930",Africa,"2,323","230,467",74
101,Zambia,"17,589",+20,357,,"16,925",+80,307,,946,19,"394,420","21,214","18,592,526",Africa,"1,057","52,080",47
102,Sudan,"17,404",+336,"1,235",+15,"10,175",+119,"5,994",,393,28,,,"44,266,078",Africa,"2,543","35,843",
103,Madagascar,"17,341",,251,,"16,657",,433,16,620,9,"93,734","3,350","27,980,115",Africa,"1,614","111,475",299
104,Latvia,"16,561",+753,193,+3,"1,719",,"14,649",36,"8,821",103,"618,367","329,369","1,877,428",Europe,113,"9,728",3
105,Senegal,"16,027",+46,332,,"15,582",+13,113,6,947,20,"229,110","13,538","16,922,993",Africa,"1,056","50,973",74
106,Mozambique,"15,586",+80,129,+1,"13,677",+46,"1,780",,493,4,"229,455","7,259","31,610,169",Africa,"2,028","245,040",138
107,Angola,"15,087",+79,345,+3,"7,763",+66,"6,979",16,453,10,"171,247","5,146","33,279,044",Africa,"2,206","96,461",194
108,Namibia,"14,285",+78,150,+1,"13,412",+24,723,5,"5,581",59,"154,257","60,263","2,559,742",Africa,179,"17,065",17
109,French Polynesia,"14,096",,73,,"4,842",,"9,181",21,"50,060",259,"26,355","93,597","281,581",Australia/Oceania,20,"3,857",11
110,Guinea,"13,039",,76,,"11,982",,981,24,982,6,"71,821","5,409","13,277,239",Africa,"1,018","174,701",185
111,Maldives,"12,947",+14,46,,"11,781",+32,"1,120",12,"23,780",84,"150,743","276,876","544,443",Asia,42,"11,836",4
112,DRC,"12,608",+67,333,,"11,495",,780,,139,4,,,"90,661,578",Africa,"7,191","272,257",
113,Tajikistan,"12,118",+36,86,,"11,518",+40,514,,"1,259",9,,,"9,624,942",Asia,794,"111,918",
114,Estonia,"11,697",+375,109,+5,"6,974",+264,"4,614",17,"8,815",82,"469,772","354,036","1,326,906",Europe,113,"12,173",3
115,French Guiana,"11,179",+21,70,,"9,995",,"1,114",1,"37,038",232,"82,598","273,662","301,825",South America,27,"4,312",4
116,Cabo Verde,"10,700",+74,105,,"10,161",+73,434,23,"19,159",188,"103,620","185,540","558,477",Africa,52,"5,319",5
117,Jamaica,"10,669",+69,251,+1,"5,953",+124,"4,465",7,"3,596",85,"113,343","38,207","2,966,530",North America,278,"11,819",26
118,Botswana,"10,258",,31,,"7,717",,"2,510",1,"4,326",13,"406,978","171,647","2,371,022",Africa,231,"76,485",6
119,Cyprus,"10,231",+248,48,,"2,057",,"8,126",15,"8,448",40,"613,746","506,811","1,210,996",Asia,118,"25,229",2
120,Zimbabwe,"9,822",+108,275,,"8,472",+2,"1,075",,657,18,"177,151","11,848","14,951,814",Africa,"1,522","54,370",84
121,Malta,"9,609",+108,132,+4,"7,418",+121,"2,059",18,"21,738",299,"421,890","954,433","442,032",Europe,46,"3,349",1
122,Haiti,"9,272",+8,232,,"7,951",,"1,089",,809,20,"34,734","3,031","11,459,771",North America,"1,236","49,396",330
123,Gabon,"9,191",,59,,"9,037",,95,7,"4,090",26,"297,443","132,367","2,247,110",Africa,244,"38,087",8
124,Mauritania,"8,458",+34,172,,"7,665",,621,4,"1,800",37,"98,641","20,991","4,699,260",Africa,556,"27,321",48
125,Guadeloupe,"8,344",,149,,"2,242",,"5,953",9,"20,852",372,"74,138","185,275","400,152",North America,48,"2,686",5
126,Cuba,"8,173",+63,133,,"7,554",+29,486,3,722,12,"1,093,175","96,538","11,323,735",North America,"1,386","85,141",10
127,Réunion,"7,940",,40,,"7,172",+512,728,17,"8,842",45,"48,859","54,411","897,956",Africa,113,"22,449",18
128,Syria,"7,715",+80,409,+5,"3,444",+55,"3,862",,437,23,,,"17,673,567",Asia,"2,291","43,212",
129,Bahamas,"7,503",+7,163,,"5,862",+32,"1,478",1,"19,005",413,"42,815","108,449","394,795",North America,53,"2,422",9
130,Trinidad and Tobago,"6,630",+44,118,,"5,732",+22,780,38,"4,731",84,"36,657","26,158","1,401,370",North America,211,"11,876",38
131,Andorra,"6,610",,76,,"5,710",,824,20,"85,493",983,"168,635","2,181,114","77,316",Europe,12,"1,017",0
132,Eswatini,"6,406",+44,121,+1,"5,987",+28,298,11,"5,498",104,"62,213","53,396","1,165,120",Africa,182,"9,629",19
133,Hong Kong,"6,124",+84,108,,"5,328",+15,688,7,814,14,"4,153,109","552,119","7,522,128",Asia,"1,228","69,649",2
134,Malawi,"6,025",+1,185,,"5,453",,387,4,312,10,"73,576","3,806","19,330,671",Africa,"3,208","104,490",263
135,Rwanda,"5,891",+19,47,,"5,480",+83,364,,450,4,"622,073","47,549","13,082,734",Africa,"2,221","278,356",21
136,Nicaragua,"5,784",,160,,"4,225",,"1,399",,869,24,,,"6,657,021",North America,"1,151","41,606",
137,Congo,"5,774",,94,,"4,988",,692,,"1,036",17,,,"5,573,309",Africa,965,"59,291",
138,Djibouti,"5,676",,61,,"5,577",+1,38,,"5,711",61,"91,682","92,244","993,903",Africa,175,"16,293",11
139,Belize,"5,587",+72,141,+10,"3,056",+35,"2,390",7,"13,947",352,"29,993","74,873","400,583",North America,72,"2,841",13
140,Uruguay,"5,511",+208,75,+1,"4,185",+78,"1,251",15,"1,584",22,"424,334","121,980","3,478,729",South America,631,"46,383",8
141,Martinique,"5,413",,40,,98,,"5,275",16,"14,429",107,"63,774","169,999","375,144",North America,69,"9,379",6
142,Iceland,"5,371",+25,26,,"5,152",+8,193,2,"15,697",76,"388,310","1,134,878","342,160",Europe,64,"13,160",1
143,Guyana,"5,338",+28,149,,"4,317",+45,872,3,"6,773",189,"29,521","37,457","788,126",South America,148,"5,289",27
144,Suriname,"5,312",+1,117,,"5,192",+5,3,3,"9,022",199,"21,625","36,727","588,803",South America,111,"5,033",27
145,Mayotte,"5,181",,49,,"2,964",,"2,168",4,"18,806",178,"25,231","91,585","275,493",Africa,53,"5,622",11
146,Equatorial Guinea,"5,153",+7,85,,"5,009",+4,59,,"3,625",60,"70,345","49,484","1,421,559",Africa,276,"16,724",20
147,CAR,"4,913",,63,,"1,924",,"2,926",2,"1,010",13,"32,711","6,725","4,864,168",Africa,990,"77,209",149
148,Aruba,"4,833",+25,45,,"4,664",+16,124,4,"45,188",421,"49,021","458,337","106,954",North America,22,"2,377",2
149,Mali,"4,659",+92,149,,"3,138",+47,"1,372",,227,7,"98,636","4,815","20,486,921",Africa,"4,397","137,496",208
150,Somalia,"4,451",,113,,"3,417",,921,,277,7,,,"16,072,869",Africa,"3,611","142,238",
151,Thailand,"3,966",+5,60,,"3,798",+8,108,1,57,0.9,"977,854","13,995","69,872,772",Asia,"17,618","1,164,546",71
152,Gambia,"3,731",,123,,"3,590",,18,2,"1,526",50,"24,657","10,088","2,444,169",Africa,655,"19,871",99
153,South Sudan,"3,107",+3,61,,"2,954",,92,,276,5,"57,990","5,156","11,247,794",Africa,"3,620","184,390",194
154,Benin,"2,974",,43,,"2,819",+240,112,,243,4,"326,929","26,684","12,252,087",Africa,"4,120","284,932",37
155,Togo,"2,946",+20,64,,"2,435",+34,447,,352,8,"147,499","17,648","8,357,711",Africa,"2,837","130,589",57
156,Burkina Faso,"2,816",,68,,"2,579",,169,,133,3,,,"21,135,620",Africa,"7,506","310,818",
157,Guinea-Bissau,"2,422",,43,,"2,309",,70,5,"1,219",22,"29,037","14,614","1,986,932",Africa,820,"46,208",68
158,Sierra Leone,"2,410",,74,,"1,834",+1,502,,300,9,,,"8,043,235",Africa,"3,337","108,692",
159,Curaçao,"2,258",+101,4,+1,"1,123",+9,"1,131",16,"13,737",24,"21,242","129,232","164,371",North America,73,"41,093",8
160,Yemen,"2,160",+12,615,+1,"1,498",+7,47,4,72,20,"16,855",560,"30,093,775",Asia,"13,932","48,933","1,785"
161,Lesotho,"2,109",,44,,"1,278",,787,,981,20,"25,687","11,951","2,149,272",Africa,"1,019","48,847",84
162,New Zealand,"2,050",+3,25,,"1,956",,69,,410,5,"1,266,944","253,282","5,002,100",Australia/Oceania,"2,440","200,084",4
163,Chad,"1,663",,101,,"1,504",+5,58,,100,6,,,"16,616,663",Africa,"9,992","164,521",
164,Liberia,"1,595",,83,,"1,343",,169,2,312,16,"34,105","6,679","5,106,070",Africa,"3,201","61,519",150
165,San Marino,"1,586",+32,45,+1,"1,285",+33,256,9,"46,701","1,325","17,069","502,606","33,961",Europe,21,755,2
166,Niger,"1,484",+12,70,,"1,205",+13,209,9,60,3,"44,950","1,830","24,558,437",Africa,"16,549","350,835",546
167,Vietnam,"1,341",+2,35,,"1,179",+9,127,,14,0.4,"1,339,465","13,710","97,700,376",Asia,"72,856","2,791,439",73
168,Liechtenstein,"1,253",+22,15,,"1,024",,214,12,"32,824",393,"14,040","367,799","38,173",Europe,30,"2,545",3
169,Channel Islands,"1,218",,48,,975,+15,195,10,"6,979",275,"199,491","1,143,051","174,525",Europe,143,"3,636",1
170,Sint Maarten,"1,062",+9,25,,947,+11,90,6,"24,654",580,"7,200","167,143","43,077",North America,41,"1,723",6
171,Gibraltar,"1,009",+10,5,,920,+15,84,3,"29,952",148,"89,723","2,663,431","33,687",Europe,33,"6,737",0
172,Sao Tome and Principe,989,+4,17,,930,,42,,"4,479",77,"7,498","33,955","220,824",Africa,223,"12,990",29
173,Mongolia,760,+22,,,347,,413,5,230,,"156,107","47,306","3,299,946",Asia,"4,342",,21
174,Turks and Caicos,748,,6,,706,+1,36,1,"19,213",154,"8,280","212,679","38,932",North America,52,"6,489",5
175,Diamond Princess,712,,13,,659,,40,4,,,,,,,,,
176,Saint Martin,690,,12,,598,,80,7,"17,721",308,"7,149","183,609","38,936",North America,56,"3,245",5
177,Burundi,681,,1,,575,,105,,57,0.08,"62,215","5,170","12,033,973",Africa,"17,671","12,033,973",193
178,Taiwan,648,+9,7,,556,+1,85,,27,0.3,"109,612","4,599","23,834,703",Asia,"36,782","3,404,958",217
179,Papua New Guinea,645,,7,,588,,50,,72,0.8,"30,027","3,330","9,016,342",Australia/Oceania,"13,979","1,288,049",300
180,Comoros,611,+1,7,,586,+1,18,,697,8,,,"877,159",Africa,"1,436","125,308",
181,Monaco,607,+4,3,,537,+5,67,4,"15,423",76,"51,953","1,320,045","39,357",Europe,65,"13,119",1
182,Eritrea,577,+11,,,498,+21,79,,162,,"21,655","6,072","3,566,601",Africa,"6,181",,165
183,Tanzania,509,,21,,183,,305,7,8,0.3,,,"60,423,122",Africa,"118,709","2,877,292",
184,Faeroe Islands,502,+2,,,498,,4,,"10,257",,"166,881","3,409,910","48,940",Europe,97,,0
185,Mauritius,501,,10,,443,,48,,394,8,"289,552","227,520","1,272,646",Africa,"2,540","127,265",4
186,Bhutan,395,+6,,,372,+4,23,,510,,"200,176","258,255","775,111",Asia,"1,962",,4
187,Isle of Man,369,,25,,338,,6,1,"4,330",293,"18,159","213,084","85,220",Europe,231,"3,409",5
188,Cambodia,308,+1,,,299,+1,9,,18,,"227,667","13,540","16,814,094",Asia,"54,591",,74
189,Cayman Islands,274,+5,2,,252,+3,20,1,"4,149",30,"52,620","796,790","66,040",North America,241,"33,020",1
190,Barbados,270,,7,,249,,14,,939,24,"46,316","161,087","287,521",North America,"1,065","41,074",6
191,Saint Lucia,252,+6,2,,109,,141,,"1,370",11,"15,834","86,066","183,975",North America,730,"91,988",12
192,Bermuda,247,+5,9,,211,+4,27,,"3,972",145,"105,347","1,694,172","62,182",North America,252,"6,909",1
193,Seychelles,173,,,,162,,11,,"1,755",,"5,200","52,739","98,599",Africa,570,,19
194,Caribbean Netherlands,161,,3,,155,,3,,"6,116",114,"3,539","134,440","26,324",North America,164,"8,775",7
195,Brunei,150,,3,,145,,2,,342,7,"75,916","172,847","439,208",Asia,"2,928","146,403",6
196,Antigua and Barbuda,141,,4,,130,,7,2,"1,435",41,"4,502","45,815","98,264",North America,697,"24,566",22
197,St. Barth,127,,,,94,,33,,"12,841",,"4,767","482,002","9,890",North America,78,,2
